"Variables","VIF_raw","VIF","Longitude","Latitude","Soil_pH","Soil_salinity","Soil_texture","Elevation","AnnualTemp","AnnualPrec"
"Longitude",1.28495807294411,1.28495807294411,1,0.0594295769633353,0.0331812255801728,0.250570245373189,0.2238583039936,-0.244996457045116,-0.199394266352787,-0.163896269497356
"Latitude",1.26232242528441,1.26232242528441,0.0594295769633353,1,0.354823618227491,0.210251562943712,0.287924885869871,0.0795608267919746,-0.215785456712871,-0.156422710375872
"Soil_pH",1.73665924637315,1.73665924637315,0.0331812255801728,0.354823618227491,1,0.149665507559389,0.188664518198672,0.267025433313864,-0.213013411603562,-0.461026160454213
"Soil_salinity",1.18295267785419,1.18295267785419,0.250570245373189,0.210251562943712,0.149665507559389,1,0.181264816789615,0.00428986951678103,-0.249551586222148,-0.178571226607707
"Soil_texture",1.46793262775808,1.46793262775808,0.2238583039936,0.287924885869871,0.188664518198672,0.181264816789615,1,-0.0477670166345422,-0.169969260573418,0.237656713263911
"Elevation",1.25488177348209,1.25488177348209,-0.244996457045116,0.0795608267919746,0.267025433313864,0.00428986951678103,-0.0477670166345422,1,-0.212988228256686,0.00920938756662669
"AnnualTemp",1.21844295788613,1.21844295788613,-0.199394266352787,-0.215785456712871,-0.213013411603562,-0.249551586222148,-0.169969260573418,-0.212988228256686,1,0.0557156114992488
"AnnualPrec",1.68863088501126,1.68863088501126,-0.163896269497356,-0.156422710375872,-0.461026160454213,-0.178571226607707,0.237656713263911,0.00920938756662669,0.0557156114992488,1
