scale,fns,model,loo_comp,elpd_loo,p_loo,looic,se_elpd_loo,se_p_loo,se_looic,elpd_loo_diff,se_loo_diff,elpd_waic,p_waic,waic,se_elpd_waic,se_p_waic,se_waic,r2,r2_se,r2_q2.5,r2_q97.5
regional,Bac_richness,intercept,NA,-2087.595165015843,7.8772258627037015,4175.190330031686,16.997046045057115,1.6322483082223835,33.99409209011423,0,0,-2087.198327119824,7.480387966684586,4174.396654239648,16.98193067835313,1.4716264579354097,33.96386135670626,0.13934432455339996,0.03450480190724913,0.07415304431959757,0.20860995459538564
regional,Bac_richness,slope,similar,-2085.0646109214626,7.185535224482356,4170.129221842925,16.77943906832341,1.6685411861252784,33.55887813664682,-2.5305540943805056,2.0395227023015052,-2085.018181479961,7.139105782982313,4170.036362959922,16.76448775742233,1.6453422835888374,33.52897551484466,0.14493572826301704,0.03429875864578654,0.07951897115054436,0.21316750583849825
regional,Fungi_richness,intercept,NA,-1391.9632460212747,6.904736024802373,2783.9264920425494,12.662521934128197,1.0067559379601574,25.325043868256394,0,0,-1391.6700073600389,6.611497363564956,2783.3400147200778,12.651795633323879,0.8231162039389217,25.303591266647757,0.1361135911852576,0.03449336807019816,0.07175172862786885,0.20545474815746065
regional,Fungi_richness,slope,similar,-1394.406910822967,6.65289886556491,2788.813821645934,12.548205010694325,0.7974526400737311,25.09641002138865,-2.443664801691714,1.8905598857743622,-1394.3880064517155,6.633994494314903,2788.776012903431,12.546911898294757,0.793802060556727,25.093823796589515,0.11231358349506283,0.03215791907453534,0.053064069101729616,0.17831183730584987
regional,Invertebrate_richness,intercept,NA,-1115.6310463991665,6.842174414409591,2231.262092798333,10.518608440264348,1.051457427836271,21.037216880528696,0,0,-1115.1713356150906,6.382463630333054,2230.342671230181,10.495864384530307,0.7078990679948853,20.991728769060614,0.17409601559959564,0.036200290008852345,0.10444765807441603,0.24502171753998347
regional,Invertebrate_richness,slope,similar,-1113.7407716805742,6.317881812496016,2227.4815433611484,10.474151963223274,0.5887972615293715,20.94830392644655,-1.8902747185925985,3.0855744998113512,-1113.723308448011,6.300418579933727,2227.446616896022,10.473315622050855,0.5862088450276866,20.94663124410171,0.17672256960488938,0.036898772255300714,0.10587019748824235,0.24954078730268622
regional,Protist_richness,intercept,NA,-1633.782472509289,6.403023099206734,3267.564945018578,13.080847303472183,0.9808719526965332,26.161694606944366,0,0,-1633.5081747279846,6.128725317901575,3267.0163494559692,13.071858837211552,0.8130889910085677,26.143717674423105,0.33810680107748803,0.037507235398645276,0.26033955342291926,0.40745701897398373
regional,Protist_richness,slope,similar,-1634.1936656502658,6.253118570924022,3268.3873313005315,13.191865938263136,0.8062890287506327,26.383731876526273,-0.41119314097740123,1.4262777389164405,-1634.1758527125767,6.235305633234225,3268.3517054251533,13.190610844557758,0.8026193745383272,26.381221689115517,0.33182930257327375,0.03766843750748506,0.25433344723466345,0.40135596387836603
regional,Nematode_richness,intercept,NA,-976.9303323537393,6.772724123459677,1953.8606647074787,10.587445466685582,1.0809520395829668,21.174890933371163,0,0,-976.5078008218469,6.35019259156742,1953.0156016436938,10.5659442064094,0.7781381331352322,21.1318884128188,0.21748270121374605,0.03777700318066067,0.14321226456173344,0.2904941370737588
regional,Nematode_richness,slope,similar,-974.886132143634,6.0692263440464,1949.772264287268,10.661754884902562,0.6478549256920463,21.323509769805124,-2.0442002101062258,3.3088056911242814,-974.8750714071983,6.058165607610383,1949.7501428143967,10.660849084126745,0.6462490062688233,21.32169816825349,0.2209493697065078,0.037962312413310044,0.1463432195973704,0.294262186730108
regional,Bac_shannonDiv,intercept,NA,-92.48686659878815,7.506273666760301,184.9737331975763,14.373885782123358,1.3898942430682528,28.747771564246715,0,0,-91.97776047472688,6.997167542698994,183.95552094945376,14.351425522971327,1.0961711381745392,28.702851045942655,0.14941556515495558,0.035235798197240535,0.08298096256577647,0.21969429737190072
regional,Bac_shannonDiv,slope,similar,-90.7796236629731,6.75180152999058,181.5592473259462,14.473215023306807,1.2579226220816733,28.946430046613614,-1.70724293581514,2.0687262459778655,-90.76261153090967,6.7347893979271705,181.52522306181933,14.470084090906306,1.2526457169279455,28.940168181812613,0.14960878360944652,0.035341027543454404,0.08259204020285954,0.2203759288069432
regional,Fungi_shannonDiv,intercept,NA,-115.56907246465722,8.267614194602851,231.13814492931445,18.14173371638823,2.1806214587127646,36.28346743277646,0,0,-114.98354183705379,7.682083566999378,229.96708367410758,18.11756257060619,1.9647877389461632,36.23512514121238,0.10550401208380844,0.031420136850036987,0.048597965798453976,0.17079618146554215
regional,Fungi_shannonDiv,slope,similar,-117.55244959656656,7.230575213625864,235.10489919313312,17.667564618933223,1.803918707960161,35.33512923786645,-1.9833771319093838,2.3114403607464404,-117.53418829249078,7.212313909549929,235.06837658498156,17.663614622141132,1.7988442879916555,35.327229244282265,0.07956228465735603,0.0283529622795246,0.030012971486247694,0.1400101738412871
regional,Invertebrate_shannonDiv,intercept,NA,-263.9652338333809,6.682679256048062,527.9304676667618,14.426553223247291,1.2241989399933109,28.853106446494582,0,0,-263.5935068796976,6.310952302364655,527.1870137593952,14.406356361298169,1.0323570675926865,28.812712722596338,0.10888767925856421,0.030906721031919614,0.05251873026138426,0.17324550480019396
regional,Invertebrate_shannonDiv,slope,similar,-265.3596414829174,6.3758934622529,530.71928296583485,14.184105565858738,1.0137164931383633,28.368211131717477,-1.3944076495363653,1.895679600178537,-265.3340533650624,6.3503053443978805,530.6681067301248,14.17644992140495,1.0030279290741333,28.3528998428099,0.09100409396807393,0.029622182997037026,0.03833358545824841,0.15288617589873052
regional,Protist_shannonDiv,intercept,NA,-343.9882063001157,7.95945008069582,687.9764126002314,19.40812142379796,1.5681020761411575,38.81624284759592,0,0,-343.59097262202744,7.562216402607708,687.1819452440549,19.392843545902586,1.4045787779583219,38.78568709180517,0.16499231444882828,0.03612023697259134,0.09597704119337483,0.23760606028130765
regional,Protist_shannonDiv,slope,similar,-342.72324526666176,6.8357155179002795,685.4464905333235,19.420310816514835,1.2528293378431181,38.84062163302967,-1.2649610334537655,1.4578873734755482,-342.70553700610867,6.818007257347358,685.4110740122173,19.416743368458555,1.2488519128580602,38.83348673691711,0.16139202165202826,0.03655532347235033,0.09120924556574159,0.23406443779873415
regional,Ectomycorrhizal_richness,intercept,NA,-686.2852354302214,7.364925957434046,1372.5704708604428,12.955091775092137,1.145303913166109,25.910183550184275,0,0,-685.9913606135353,7.071051140748647,1371.9827212270707,12.944727985071223,1.0033968739932007,25.889455970142446,0.2787473193331983,0.03771661720406863,0.20337605983445206,0.35030758075128365
regional,Ectomycorrhizal_richness,slope,similar,-685.5555561925256,5.975873191421537,1371.1111123850512,12.966681186420434,0.8410747669283021,25.933362372840868,-0.7296792376958674,1.9821960913482546,-685.5390310227529,5.959348021648162,1371.0780620455057,12.965181367273093,0.8369040139687547,25.930362734546186,0.2732302777449458,0.03836027857502469,0.19560291361818952,0.3458501856205589
regional,Arbuscularmycorrhizal_richness,intercept,NA,-531.0375729413496,7.888665997122514,1062.0751458826992,17.068935581707606,1.433036647092162,34.13787116341521,0,0,-530.7096217313257,7.560714787098199,1061.4192434626514,17.05479968916372,1.2966883227743409,34.10959937832744,0.18145734692026622,0.03675671124835819,0.11054265095559893,0.2540655234941976
regional,Arbuscularmycorrhizal_richness,slope,similar,-529.2417770405987,7.206253366951933,1058.4835540811973,17.540888400616456,1.256877716243749,35.08177680123291,-1.7957959007522692,1.744019295010314,-529.2265989709168,7.191075297270685,1058.4531979418337,17.538619581750186,1.2541915528545435,35.07723916350037,0.1833742291597728,0.0373851759975339,0.11091285453224214,0.2566457014851959
