SampleID,PA_ID,LC,mahal_dist
217,173,Dryland,77.55882366091299
217,176,Dryland,12.886970095842777
217,180,Dryland,12.527170011764314
217,185,Dryland,12.373690367252657
217,193,Dryland,20.627708302057712
217,210,Dryland,1.6146035466116617
217,233,Dryland,1.8954870224704747
217,246,Dryland,7.571051262075293
217,247,Dryland,6.683937560429735
217,248,Dryland,7.2541429581770425
217,249,Dryland,49.255307228916266
217,1223,Dryland,4.954180337134036
217,1224,Dryland,2.860371783007963
217,1225,Dryland,2.2382411270148768
217,1226,Dryland,4.163917875782877
217,1231,Dryland,2.795178150924979
217,1232,Dryland,2.987531553791612
217,1233,Dryland,3.1671355236897325
217,1010,Dryland,86.74850593072578
217,1011,Dryland,89.3325789634663
217,1012,Dryland,80.41959907982519
217,1081,Dryland,9.897972145997153
217,1082,Dryland,8.390410650978922
217,1083,Dryland,11.720525582491677
217,1085,Dryland,7.308506996808345
217,1208,Dryland,0.44839014435879787
217,1043,Dryland,20.637527936271276
217,1044,Dryland,22.71296850414667
217,1045,Dryland,23.391673104856295
217,1046,Dryland,13.93590028640584
217,1047,Dryland,17.45625363334069
217,1048,Dryland,16.319636521920785
217,1052,Dryland,13.832312129056017
217,1053,Dryland,11.906895348547744
217,1054,Dryland,10.802242218595575
217,1084,Dryland,4.072538953105542
217,1089,Dryland,7.211629506749588
217,1092,Dryland,7.2065082631377
217,1093,Dryland,20.501610391707114
217,1094,Dryland,19.10726086414338
217,1095,Dryland,18.986520016879616
217,1096,Dryland,18.206772134185023
217,1122,Dryland,5.079677710696327
217,1123,Dryland,5.157286085576933
217,1124,Dryland,16.987618853898777
217,1149,Dryland,11.514893618058624
217,1150,Dryland,11.547736171311561
217,1151,Dryland,10.245444081924893
217,1152,Dryland,11.639256950499544
217,1153,Dryland,12.229418849866942
217,1243,Dryland,8.414817350862426
217,1245,Dryland,10.527716160836418
217,1246,Dryland,11.34109282440279
198,173,Dryland,98.7524025511181
198,176,Dryland,30.44435285342919
198,180,Dryland,29.494596785005765
198,185,Dryland,20.11652616469538
198,193,Dryland,11.533654451314156
198,210,Dryland,6.322355125506032
198,233,Dryland,15.125542649382865
198,246,Dryland,10.338770566804225
198,247,Dryland,7.551460863134359
198,248,Dryland,11.666402611275075
198,249,Dryland,67.45947773212667
198,1223,Dryland,17.69227762929826
198,1224,Dryland,15.954024088808135
198,1225,Dryland,15.456589740361867
198,1226,Dryland,13.696421432784247
198,1231,Dryland,14.907783234107187
198,1232,Dryland,12.447052930127468
198,1233,Dryland,12.940572631889184
198,1010,Dryland,109.92483389798147
198,1011,Dryland,113.47595998369816
198,1012,Dryland,102.25385529787228
198,1081,Dryland,24.416309064724746
198,1082,Dryland,23.234014269851084
198,1083,Dryland,24.38520307407715
198,1085,Dryland,22.07635511358471
198,1208,Dryland,10.048290783553318
198,1043,Dryland,32.13567399067209
198,1044,Dryland,34.83253273463843
198,1045,Dryland,36.63078007597906
198,1046,Dryland,22.825946870980566
198,1047,Dryland,25.373141756787053
198,1048,Dryland,24.48772193895046
198,1052,Dryland,18.75930131074605
198,1053,Dryland,17.45934841590032
198,1054,Dryland,16.888307831904868
198,1084,Dryland,21.255428696857393
198,1089,Dryland,8.79863469192856
198,1092,Dryland,13.125029027184748
198,1093,Dryland,11.418542112739312
198,1094,Dryland,10.64243065502928
198,1095,Dryland,10.680819627423352
198,1096,Dryland,10.298683042792593
198,1122,Dryland,4.097767057496579
198,1123,Dryland,4.168220336363672
198,1124,Dryland,15.210747245587175
198,1149,Dryland,12.966002361424444
198,1150,Dryland,12.993569849566011
198,1151,Dryland,11.87800384966274
198,1152,Dryland,15.663367933941435
198,1153,Dryland,16.97660856757745
198,1243,Dryland,8.913176281009095
198,1245,Dryland,9.919156596783544
198,1246,Dryland,10.622052381629805
199,173,Dryland,57.28566437929992
199,176,Dryland,28.89462311787219
199,180,Dryland,28.968947214370964
199,185,Dryland,30.50094401076881
199,193,Dryland,16.568015856354496
199,210,Dryland,7.345417471286513
199,233,Dryland,18.757940408359318
199,246,Dryland,8.671093493494672
199,247,Dryland,17.047558107394817
