"lc","lower","effect","upper","fns","run","Label","Label_short","Group_function","Organism"
"Woodland",-0.407107452329204,0.937549672021399,2.23156626082485,"Bac_JaccDist_av",5,"Bacterial Dissimilarity","Bacterial D","Dissimilarity","Bacteria"
"Grassland",0.198090606403917,1.72699074538024,3.18371379683926,"Bac_richness",6,"Bacterial Richness","Bacterial R","Richness","Bacteria"
"Grassland",-0.608789256317447,0.695098841855726,1.95929173173563,"Bac_shannonDiv",6,"Bacterial Shannon","Bacterial S","Shannon","Bacteria"
"Grassland",-1.52494242270617,-0.286365151276331,0.969546504146968,"Bac_JaccDist_av",6,"Bacterial Dissimilarity","Bacterial D","Dissimilarity","Bacteria"
"Shrubland",-0.895401815740674,0.367859285157226,1.60900139862033,"Bac_richness",6,"Bacterial Richness","Bacterial R","Richness","Bacteria"
"Shrubland",-1.04295826405372,0.206945593253658,1.44422956013664,"Bac_shannonDiv",6,"Bacterial Shannon","Bacterial S","Shannon","Bacteria"
"Shrubland",-1.67734142557641,-0.433214048099518,0.836732811397,"Bac_JaccDist_av",6,"Bacterial Dissimilarity","Bacterial D","Dissimilarity","Bacteria"
"Woodland",-2.21119049263846,-0.919731547442274,0.421643257073042,"Bac_richness",6,"Bacterial Richness","Bacterial R","Richness","Bacteria"
"Woodland",-2.86158297597975,-1.46812564849186,-0.00727589469621629,"Bac_shannonDiv",6,"Bacterial Shannon","Bacterial S","Shannon","Bacteria"
"Woodland",-0.103056779422964,1.32260382676817,2.68449483991462,"Bac_JaccDist_av",6,"Bacterial Dissimilarity","Bacterial D","Dissimilarity","Bacteria"
"Grassland",0.53143158628396,2.2000741846329,3.792408021754,"Bac_richness",7,"Bacterial Richness","Bacterial R","Richness","Bacteria"
"Grassland",0.0796303327247251,1.56523105617452,2.98140121555041,"Bac_shannonDiv",7,"Bacterial Shannon","Bacterial S","Shannon","Bacteria"
"Grassland",-1.58648672770032,-0.346157696577141,0.915038665659908,"Bac_JaccDist_av",7,"Bacterial Dissimilarity","Bacterial D","Dissimilarity","Bacteria"
"Shrubland",-0.292602192035998,1.0797875834086,2.39608749798812,"Bac_richness",7,"Bacterial Richness","Bacterial R","Richness","Bacteria"
"Shrubland",-0.439506950333162,0.897907611852838,2.18634443034875,"Bac_shannonDiv",7,"Bacterial Shannon","Bacterial S","Shannon","Bacteria"
"Shrubland",-4.96685498560173,-3.07431859194936,-1.10769782250721,"Bac_JaccDist_av",7,"Bacterial Dissimilarity","Bacterial D","Dissimilarity","Bacteria"
"Woodland",-3.47989006584314,-1.95945864428085,-0.364155062697078,"Bac_richness",7,"Bacterial Richness","Bacterial R","Richness","Bacteria"
"Woodland",-3.43855532955295,-1.9272945890823,-0.341463908748343,"Bac_shannonDiv",7,"Bacterial Shannon","Bacterial S","Shannon","Bacteria"
"Woodland",0.0634627390065297,1.54342159714146,2.95438043060155,"Bac_JaccDist_av",7,"Bacterial Dissimilarity","Bacterial D","Dissimilarity","Bacteria"
"Grassland",-0.506383660207581,0.816925859037485,2.09478856478105,"Bac_richness",8,"Bacterial Richness","Bacterial R","Richness","Bacteria"
"Grassland",-1.12685269075415,0.11763586560887,1.35492688437408,"Bac_shannonDiv",8,"Bacterial Shannon","Bacterial S","Shannon","Bacteria"
"Grassland",-0.772954191548022,0.50525277665195,1.75360587545259,"Bac_JaccDist_av",8,"Bacterial Dissimilarity","Bacterial D","Dissimilarity","Bacteria"
"Shrubland",-0.776767251548856,0.500920470078334,1.74899111089453,"Bac_richness",8,"Bacterial Richness","Bacterial R","Richness","Bacteria"
"Shrubland",-0.906842608420867,0.355181079283908,1.59585230535071,"Bac_shannonDiv",8,"Bacterial Shannon","Bacterial S","Shannon","Bacteria"
"Shrubland",-1.70184144796264,-0.45645791669303,0.816065193539435,"Bac_JaccDist_av",8,"Bacterial Dissimilarity","Bacterial D","Dissimilarity","Bacteria"
"Woodland",-6.54796727036647,-4.2080654299295,-1.8045947459483,"Bac_richness",8,"Bacterial Richness","Bacterial R","Richness","Bacteria"
"Woodland",-4.74566027614065,-2.91245722620599,-1.00413453628884,"Bac_shannonDiv",8,"Bacterial Shannon","Bacterial S","Shannon","Bacteria"
"Woodland",0.579088606815432,2.26980652908287,3.88399367708486,"Bac_JaccDist_av",8,"Bacterial Dissimilarity","Bacterial D","Dissimilarity","Bacteria"
"Grassland",0.405671467037662,2.01860224732009,3.55619118658818,"Bac_richness",9,"Bacterial Richness","Bacterial R","Richness","Bacteria"
"Grassland",-0.539096897140072,0.777720774225199,2.05090843873438,"Bac_shannonDiv",9,"Bacterial Shannon","Bacterial S","Shannon","Bacteria"
"Grassland",-1.09867089274006,0.14746511245579,1.38457022892328,"Bac_JaccDist_av",9,"Bacterial Dissimilarity","Bacterial D","Dissimilarity","Bacteria"
"Shrubland",-0.550960976497031,0.763585825392066,2.03513240992026,"Bac_richness",9,"Bacterial Richness","Bacterial R","Richness","Bacteria"
"Shrubland",-0.92194982088688,0.338535456677164,1.57861461257818,"Bac_shannonDiv",9,"Bacterial Shannon","Bacterial S","Shannon","Bacteria"
"Shrubland",-4.54983961604685,-2.76823754426459,-0.910794401530476,"Bac_JaccDist_av",9,"Bacterial Dissimilarity","Bacterial D","Dissimilarity","Bacteria"
"Woodland",-3.40975514580828,-1.90483320278389,-0.325553810128248,"Bac_richness",9,"Bacterial Richness","Bacterial R","Richness","Bacteria"
"Woodland",-3.2922261409668,-1.81271979556313,-0.259882648008754,"Bac_shannonDiv",9,"Bacterial Shannon","Bacterial S","Shannon","Bacteria"
"Woodland",-0.133533873439678,1.28294533820224,2.63675555741632,"Bac_JaccDist_av",9,"Bacterial Dissimilarity","Bacterial D","Dissimilarity","Bacteria"
"Grassland",0.58593038769758,2.27985186098062,3.89722207301419,"Bac_richness",10,"Bacterial Richness","Bacterial R","Richness","Bacteria"
"Grassland",0.332916528148505,1.91522374870276,3.42307124493228,"Bac_shannonDiv",10,"Bacterial Shannon","Bacterial S","Shannon","Bacteria"
"Grassland",-2.48277007915505,-1.15360759163801,0.234214787516443,"Bac_JaccDist_av",10,"Bacterial Dissimilarity","Bacterial D","Dissimilarity","Bacteria"
"Shrubland",-0.426529463042039,0.913754053238619,2.20436577082309,"Bac_richness",10,"Bacterial Richness","Bacterial R","Richness","Bacteria"
"Shrubland",-0.649751165717296,0.647090367716683,1.90664902037734,"Bac_shannonDiv",10,"Bacterial Shannon","Bacterial S","Shannon","Bacteria"
"Shrubland",-1.51131480811497,-0.273043188227269,0.981775890928187,"Bac_JaccDist_av",10,"Bacterial Dissimilarity","Bacterial D","Dissimilarity","Bacteria"
"Woodland",-3.63619318359568,-2.08035180378045,-0.448746506027679,"Bac_richness",10,"Bacterial Richness","Bacterial R","Richness","Bacteria"
"Woodland",-3.19413500367923,-1.73525366371622,-0.204075757077371,"Bac_shannonDiv",10,"Bacterial Shannon","Bacterial S","Shannon","Bacteria"
"Woodland",0.0179117076841165,1.48231956772549,2.87901706885162,"Bac_JaccDist_av",10,"Bacterial Dissimilarity","Bacterial D","Dissimilarity","Bacteria"
"Grassland",-0.12547127962142,1.29341395994237,2.64933339645488,"Bac_richness",11,"Bacterial Richness","Bacterial R","Richness","Bacteria"
"Grassland",-0.148939839435231,1.26296418006229,2.61281423212811,"Bac_shannonDiv",11,"Bacterial Shannon","Bacterial S","Shannon","Bacteria"
"Grassland",-1.26014781492038,-0.0211649254820372,1.21911705968842,"Bac_JaccDist_av",11,"Bacterial Dissimilarity","Bacterial D","Dissimilarity","Bacteria"
"Shrubland",-0.335169723641802,1.02652485064,2.33407639300948,"Bac_richness",11,"Bacterial Richness","Bacterial R","Richness","Bacteria"
"Shrubland",-0.805455183062412,0.468429750294226,1.71449471572154,"Bac_shannonDiv",11,"Bacterial Shannon","Bacterial S","Shannon","Bacteria"
"Shrubland",-2.60737844559855,-1.25844954237432,0.152466405129093,"Bac_JaccDist_av",11,"Bacterial Dissimilarity","Bacterial D","Dissimilarity","Bacteria"
"Woodland",-4.43239288069407,-2.68128983614375,-0.853960076154267,"Bac_richness",11,"Bacterial Richness","Bacterial R","Richness","Bacteria"
"Woodland",-4.16165105380052,-2.47934141787688,-0.7203743337239,"Bac_shannonDiv",11,"Bacterial Shannon","Bacterial S","Shannon","Bacteria"
"Woodland",0.224983362191099,1.76419463995421,3.23069947016279,"Bac_JaccDist_av",11,"Bacterial Dissimilarity","Bacterial D","Dissimilarity","Bacteria"
"Grassland",0.939015912027269,2.81168684802389,4.60870224845018,"Bac_richness",12,"Bacterial Richness","Bacterial R","Richness","Bacteria"
"Grassland",0.318037702726863,1.8942397174014,3.3961910080095,"Bac_shannonDiv",12,"Bacterial Shannon","Bacterial S","Shannon","Bacteria"
"Grassland",-0.823762528220035,0.44777520201333,1.69267770295628,"Bac_JaccDist_av",12,"Bacterial Dissimilarity","Bacterial D","Dissimilarity","Bacteria"
"Shrubland",-0.422821438115818,0.918289675611229,2.20954365302896,"Bac_richness",12,"Bacterial Richness","Bacterial R","Richness","Bacteria"
"Shrubland",-0.767835764979236,0.511073196831186,1.75980439479212,"Bac_shannonDiv",12,"Bacterial Shannon","Bacterial S","Shannon","Bacteria"
"Shrubland",-1.57264947849245,-0.332771834959699,0.927185984274587,"Bac_JaccDist_av",12,"Bacterial Dissimilarity","Bacterial D","Dissimilarity","Bacteria"
"Woodland",-2.90287034486157,-1.50170333373822,-0.0324031392174628,"Bac_richness",12,"Bacterial Richness","Bacterial R","Richness","Bacteria"
"Woodland",-2.94368560479285,-1.53477532855734,-0.0570399503865485,"Bac_shannonDiv",12,"Bacterial Shannon","Bacterial S","Shannon","Bacteria"
"Woodland",-0.278731922758339,1.0972502032466,2.41650434357383,"Bac_JaccDist_av",12,"Bacterial Dissimilarity","Bacterial D","Dissimilarity","Bacteria"
"Grassland",0.145641583091126,1.65492165678592,3.09317177964225,"Bac_richness",13,"Bacterial Richness","Bacterial R","Richness","Bacteria"
"Grassland",-0.498076845566771,0.826923570120939,2.10602823129727,"Bac_shannonDiv",13,"Bacterial Shannon","Bacterial S","Shannon","Bacteria"
"Grassland",-2.07478851243523,-0.799099176407451,0.52123117543496,"Bac_JaccDist_av",13,"Bacterial Dissimilarity","Bacterial D","Dissimilarity","Bacteria"
"Shrubland",-0.15206501220466,1.25896888953578,2.60799928917506,"Bac_richness",13,"Bacterial Richness","Bacterial R","Richness","Bacteria"
"Shrubland",-0.239549582877814,1.14685430855681,2.47480093565995,"Bac_shannonDiv",13,"Bacterial Shannon","Bacterial S","Shannon","Bacteria"
"Shrubland",-2.9192021933629,-1.51495112037136,-0.0422852964347921,"Bac_JaccDist_av",13,"Bacterial Dissimilarity","Bacterial D","Dissimilarity","Bacteria"
"Woodland",-3.74599345224501,-2.16460794685944,-0.507036099030932,"Bac_richness",13,"Bacterial Richness","Bacterial R","Richness","Bacteria"
"Woodland",-3.61074469676762,-2.0607498011715,-0.435112240153599,"Bac_shannonDiv",13,"Bacterial Shannon","Bacterial S","Shannon","Bacteria"
"Woodland",0.00310040244420918,1.46256081736825,2.85475539659954,"Bac_JaccDist_av",13,"Bacterial Dissimilarity","Bacterial D","Dissimilarity","Bacteria"
"Grassland",0.708930333658463,2.4622139010549,4.13882374386542,"Bac_richness",14,"Bacterial Richness","Bacterial R","Richness","Bacteria"
"Grassland",-0.288453674179581,1.08500628652698,2.40218197675887,"Bac_shannonDiv",14,"Bacterial Shannon","Bacterial S","Shannon","Bacteria"
"Grassland",-2.70854776253047,-1.342520845499,0.087818558595066,"Bac_JaccDist_av",14,"Bacterial Dissimilarity","Bacterial D","Dissimilarity","Bacteria"
"Shrubland",-0.690024239252666,0.600319683959889,1.85576077291302,"Bac_richness",14,"Bacterial Richness","Bacterial R","Richness","Bacteria"
"Shrubland",-0.804369196795068,0.469656230850415,1.71579331536202,"Bac_shannonDiv",14,"Bacterial Shannon","Bacterial S","Shannon","Bacteria"
"Shrubland",-1.66204543290366,-0.4186537457763,0.849767179073268,"Bac_JaccDist_av",14,"Bacterial Dissimilarity","Bacterial D","Dissimilarity","Bacteria"
"Woodland",-6.26139350365935,-4.00492133888244,-1.68277006267654,"Bac_richness",14,"Bacterial Richness","Bacterial R","Richness","Bacteria"
"Woodland",-5.10323200750523,-3.17361498704982,-1.17063835910301,"Bac_shannonDiv",14,"Bacterial Shannon","Bacterial S","Shannon","Bacteria"
"Woodland",0.786918619072999,2.5794900605873,4.29556863146105,"Bac_JaccDist_av",14,"Bacterial Dissimilarity","Bacterial D","Dissimilarity","Bacteria"
"Grassland",0.280624024842178,1.84170168909397,3.32910242460734,"Bac_richness",15,"Bacterial Richness","Bacterial R","Richness","Bacteria"
"Grassland",-0.291338435503315,1.08137698574327,2.39794292064815,"Bac_shannonDiv",15,"Bacterial Shannon","Bacterial S","Shannon","Bacteria"
"Grassland",-0.783853261021485,0.492877958343879,1.74043360413625,"Bac_JaccDist_av",15,"Bacterial Dissimilarity","Bacterial D","Dissimilarity","Bacteria"
"Shrubland",0.289279747278893,1.85385266905224,3.34459140872446,"Bac_richness",15,"Bacterial Richness","Bacterial R","Richness","Bacteria"
"Shrubland",-0.157090960512815,1.25246959463591,2.60024234999029,"Bac_shannonDiv",15,"Bacterial Shannon","Bacterial S","Shannon","Bacteria"
"Shrubland",-4.20279612670419,-2.51017067656452,-0.740927861694737,"Bac_JaccDist_av",15,"Bacterial Dissimilarity","Bacterial D","Dissimilarity","Bacteria"
"Woodland",-2.29320992109314,-0.991196453507645,0.363609924898158,"Bac_richness",15,"Bacterial Richness","Bacterial R","Richness","Bacteria"
"Woodland",-2.73250809816191,-1.36231310370554,0.072720098663273,"Bac_shannonDiv",15,"Bacterial Shannon","Bacterial S","Shannon","Bacteria"
"Woodland",-0.361165743431721,0.994224321926511,2.29670378979709,"Bac_JaccDist_av",15,"Bacterial Dissimilarity","Bacterial D","Dissimilarity","Bacteria"
"Grassland",0.498286568377129,2.15191114500999,3.72940504337185,"Bac_richness",16,"Bacterial Richness","Bacterial R","Richness","Bacteria"
"Grassland",0.28205825450641,1.84370954131095,3.33166071341658,"Bac_shannonDiv",16,"Bacterial Shannon","Bacterial S","Shannon","Bacteria"
"Grassland",-0.549089821738781,0.765820773480362,2.03762466352205,"Bac_JaccDist_av",16,"Bacterial Dissimilarity","Bacterial D","Dissimilarity","Bacteria"
"Shrubland",-0.747372171145338,0.534375841318032,1.78472845105801,"Bac_richness",16,"Bacterial Richness","Bacterial R","Richness","Bacteria"
"Shrubland",-0.926566849578928,0.33345303006246,1.57335271731978,"Bac_shannonDiv",16,"Bacterial Shannon","Bacterial S","Shannon","Bacteria"
"Shrubland",-2.07212819067947,-0.796724514817317,0.523212470224049,"Bac_JaccDist_av",16,"Bacterial Dissimilarity","Bacterial D","Dissimilarity","Bacteria"
"Woodland",-2.54690504388544,-1.20774239318543,0.191832814736797,"Bac_richness",16,"Bacterial Richness","Bacterial R","Richness","Bacteria"
"Woodland",-2.56086854156557,-1.21947594517959,0.182693734915184,"Bac_shannonDiv",16,"Bacterial Shannon","Bacterial S","Shannon","Bacteria"
"Woodland",-0.337706500621307,1.02336511178687,2.33041456426161,"Bac_JaccDist_av",16,"Bacterial Dissimilarity","Bacterial D","Dissimilarity","Bacteria"
"Grassland",-0.109853147881157,1.31373963279805,2.67377625422347,"Bac_richness",17,"Bacterial Richness","Bacterial R","Richness","Bacteria"
"Grassland",-1.40441346263061,-0.167305833597417,1.0800157796382,"Bac_shannonDiv",17,"Bacterial Shannon","Bacterial S","Shannon","Bacteria"
"Grassland",-0.180857337897061,1.22183637298173,2.56366847105188,"Bac_JaccDist_av",17,"Bacterial Dissimilarity","Bacterial D","Dissimilarity","Bacteria"
"Shrubland",-0.594962536927168,0.711394871320099,1.97726006494407,"Bac_richness",17,"Bacterial Richness","Bacterial R","Richness","Bacteria"
"Shrubland",-0.900960232187745,0.361711275070796,1.60261022138167,"Bac_shannonDiv",17,"Bacterial Shannon","Bacterial S","Shannon","Bacteria"
"Shrubland",-1.86843498844702,-0.612007515254196,0.679930325991607,"Bac_JaccDist_av",17,"Bacterial Dissimilarity","Bacterial D","Dissimilarity","Bacteria"
"Woodland",-1.51170810367175,-0.273428192899977,0.981422036388592,"Bac_richness",17,"Bacterial Richness","Bacterial R","Richness","Bacteria"
"Woodland",-1.71671090944239,-0.470522705322132,0.803602128796825,"Bac_shannonDiv",17,"Bacterial Shannon","Bacterial S","Shannon","Bacteria"
"Woodland",-0.8185536356232,0.453655633100581,1.69888236987318,"Bac_JaccDist_av",17,"Bacterial Dissimilarity","Bacterial D","Dissimilarity","Bacteria"
"Grassland",-1.20931364359203,0.0313302414805626,1.27005121725979,"Bac_richness",18,"Bacterial Richness","Bacterial R","Richness","Bacteria"
"Grassland",-1.36572541969663,-0.128521841756692,1.11654909416036,"Bac_shannonDiv",18,"Bacterial Shannon","Bacterial S","Shannon","Bacteria"
"Grassland",0.0709218449694063,1.55347565675958,2.96682908089105,"Bac_JaccDist_av",18,"Bacterial Dissimilarity","Bacterial D","Dissimilarity","Bacteria"
"Shrubland",-0.813744325167119,0.459073358789979,1.70460456388515,"Bac_richness",18,"Bacterial Richness","Bacterial R","Richness","Bacteria"
"Shrubland",-1.65605572427376,-0.412941848058787,0.854863173940151,"Bac_shannonDiv",18,"Bacterial Shannon","Bacterial S","Shannon","Bacteria"
"Shrubland",-2.31900179325964,-1.01350544324768,0.345630923360392,"Bac_JaccDist_av",18,"Bacterial Dissimilarity","Bacterial D","Dissimilarity","Bacteria"
"Woodland",-3.85058209561889,-2.24440497514207,-0.561768515072417,"Bac_richness",18,"Bacterial Richness","Bacterial R","Richness","Bacteria"
"Woodland",-3.56969273716226,-2.02903856911143,-0.412998903835709,"Bac_shannonDiv",18,"Bacterial Shannon","Bacterial S","Shannon","Bacteria"
"Woodland",-0.292489787123533,1.0799289402884,2.39625248803097,"Bac_JaccDist_av",18,"Bacterial Dissimilarity","Bacterial D","Dissimilarity","Bacteria"
"Grassland",-0.663299805658347,0.631319189638046,1.88943931040717,"Bac_richness",19,"Bacterial Richness","Bacterial R","Richness","Bacteria"
"Grassland",-0.832727889015089,0.437725407384953,1.6820887208028,"Bac_shannonDiv",19,"Bacterial Shannon","Bacterial S","Shannon","Bacteria"
"Grassland",-1.27496199004492,-0.0363635063772264,1.20446669940038,"Bac_JaccDist_av",19,"Bacterial Dissimilarity","Bacterial D","Dissimilarity","Bacteria"
"Shrubland",-0.771942935006575,0.506402273831111,1.75482995789132,"Bac_richness",19,"Bacterial Richness","Bacterial R","Richness","Bacteria"
"Shrubland",-1.10982330193775,0.135640173228429,1.37280159203142,"Bac_shannonDiv",19,"Bacterial Shannon","Bacterial S","Shannon","Bacteria"
"Shrubland",-1.64384665106013,-0.401280843241161,0.865311663424619,"Bac_JaccDist_av",19,"Bacterial Dissimilarity","Bacterial D","Dissimilarity","Bacteria"
"Woodland",-1.47277354366685,-0.235190017537261,1.01672865739925,"Bac_richness",19,"Bacterial Richness","Bacterial R","Richness","Bacteria"
"Woodland",-1.72932358033841,-0.482419319172838,0.793082734948863,"Bac_shannonDiv",19,"Bacterial Shannon","Bacterial S","Shannon","Bacteria"
"Woodland",-0.817184813908864,0.455196854570243,1.70050964369537,"Bac_JaccDist_av",19,"Bacterial Dissimilarity","Bacterial D","Dissimilarity","Bacteria"
"Grassland",1.15101600795026,3.14258500831815,5.06056196005945,"Bac_richness",20,"Bacterial Richness","Bacterial R","Richness","Bacteria"
"Grassland",1.56451972446839,3.80952202845983,5.98690704933256,"Bac_shannonDiv",20,"Bacterial Shannon","Bacterial S","Shannon","Bacteria"
"Grassland",-1.23091186405184,0.00896110812215669,1.24828406631451,"Bac_JaccDist_av",20,"Bacterial Dissimilarity","Bacterial D","Dissimilarity","Bacteria"
"Shrubland",-0.511400490998609,0.810896211287888,2.0880180045983,"Bac_richness",20,"Bacterial Richness","Bacterial R","Richness","Bacteria"
"Shrubland",-0.687170297416102,0.60362173470502,1.85933949715721,"Bac_shannonDiv",20,"Bacterial Shannon","Bacterial S","Shannon","Bacteria"
"Shrubland",-1.40642850965782,-0.169329629738253,1.07811693631117,"Bac_JaccDist_av",20,"Bacterial Dissimilarity","Bacterial D","Dissimilarity","Bacteria"
"Woodland",-4.06122111686079,-2.40387346637258,-0.669795392988922,"Bac_richness",20,"Bacterial Richness","Bacterial R","Richness","Bacteria"
"Woodland",-3.67408941293673,-2.10948958115061,-0.468981454261183,"Bac_shannonDiv",20,"Bacterial Shannon","Bacterial S","Shannon","Bacteria"
"Woodland",-0.357419235808854,0.998868552049702,2.30206554700265,"Bac_JaccDist_av",20,"Bacterial Dissimilarity","Bacterial D","Dissimilarity","Bacteria"
"Grassland",0.291404401701214,1.85682647598927,3.34838466762917,"Bac_richness",21,"Bacterial Richness","Bacterial R","Richness","Bacteria"
"Grassland",0.195690310309616,1.72367895475349,3.17953925894308,"Bac_shannonDiv",21,"Bacterial Shannon","Bacterial S","Shannon","Bacteria"
