"lc","fns","Label","Group_function","Organism","effect_mean","effect_SD","effect_median","effect_ci_2.5","effect_ci_17","effect_ci_83","effect_ci_97.5"
"Cropland","Arbuscularmycorrhizal_richness","AM fungi Richness","Richness","Fungi",0.507258285894022,0.298425079948874,0.504888465237671,-0.0163343838371115,0.226574424987926,0.794919877052484,1.07546077285944
"Cropland","Bac_JaccDist_av","Bacterial Dissimilarity","Dissimilarity","Bacteria",-0.0651705388664556,0.214036463320195,-0.0646484188917514,-0.421494409473322,-0.267940677049416,0.151829985994962,0.332694493457112
"Cropland","Bac_richness","Bacterial Richness","Richness","Bacteria",0.178899400847033,0.293726652131117,0.179869294780672,-0.302893160913094,-0.106299120860238,0.446147756030225,0.765607604993381
"Cropland","Bac_shannonDiv","Bacterial Shannon","Shannon","Bacteria",0.120574763902209,0.302289176387918,0.129453266565882,-0.382342687974708,-0.18381001981954,0.403169465205182,0.687200961022799
"Cropland","Decomposer_richness","Decomposer Richness","Richness","Decomposers",0.824256255693493,0.255766609474681,0.855109244648546,0.353467941709523,0.588695586886529,1.05596486039434,1.26472522767869
"Cropland","Ectomycorrhizal_richness","EM fungi Richness","Richness","Fungi",0.142714762904375,0.45609694600586,0.150132684544685,-0.490579875493257,-0.335651795217617,0.649519377057493,0.959007967246214
"Cropland","Fungi_JaccDist_av","Fungal Dissimilarity","Dissimilarity","Fungi",-0.105486838984807,0.344550538453357,-0.116609381388625,-0.639590447651668,-0.415629865677153,0.223707444518654,0.535753123528964
"Cropland","Fungi_richness","Fungal Richness","Richness","Fungi",0.254422925847285,0.368371449039304,0.229737373131517,-0.305416841984373,-0.0800955832447258,0.585854318700007,1.04322547450073
"Cropland","Fungi_shannonDiv","Fungal Shannon","Shannon","Fungi",-0.403163535613193,0.347985292654657,-0.396747230720748,-1.00249942768169,-0.734857327737417,-0.0785917608339387,0.246689590431686
"Cropland","Invertebrate_JaccDist_av","Invertebrate Dissimilarity","Dissimilarity","Invertebrates",0.233358333274953,0.413278193746681,0.211126233552159,-0.396213099653427,-0.148228763351002,0.594254479251148,1.11645778879192
"Cropland","Invertebrate_richness","Invertebrate Richness","Richness","Invertebrates",-0.0577243416838956,0.330618801925748,-0.0280462414414272,-0.646835868323736,-0.367373526953451,0.255482865626795,0.524063481550278
"Cropland","Invertebrate_shannonDiv","Invertebrate Shannon","Shannon","Invertebrates",-0.255732445333357,0.362049399868454,-0.257343285390766,-0.84556208973222,-0.594840720577786,0.0898936808641631,0.422609768535299
"Cropland","Nematode_richness","Nematode Richness","Richness","Nematodes",0.0133936248029045,0.342004057099845,0.0118658647920321,-0.554729888992923,-0.29806183998379,0.32680626437439,0.685151986197137
"Cropland","Nutrient_service","Nutrient cycling","Function","Function",-0.035801527311186,0.298175596133833,-0.0210360973194494,-0.527188526169093,-0.299472113601768,0.249407079912325,0.473786285878151
"Cropland","OM_decomposition_service","Decomposition (OM)","Function","Function",-0.274833422834995,0.375489972660596,-0.279108087418135,-0.865461494471058,-0.622027271131915,0.0745569079828277,0.463096618132941
"Cropland","Pathogen_control","Pathogen control","Function","Function",0.273931825967949,0.383169015021266,0.292119118445531,-0.413817246976413,-0.0628629483132393,0.619163139657803,0.987437026117663
"Cropland","Protist_JaccDist_av","Protist Dissimilarity","Dissimilarity","Protists",0.397414678829667,0.348333071495759,0.38530648853699,-0.116766371261002,0.0814541886062209,0.727757768402449,1.08512365713748
"Cropland","Protist_richness","Protist Richness","Richness","Protists",0.0215585543828678,0.332756770255276,0.0289249176956655,-0.50596382798977,-0.292625362484841,0.320613190733086,0.664873287561797
"Cropland","Protist_shannonDiv","Protist Shannon","Shannon","Protists",-0.108816672524508,0.389136621474815,-0.0937464383075413,-0.811442319852983,-0.457881840893706,0.248619722169756,0.619245765320288
"Cropland","Soil_carbon_service","Soil carbon","Function","Function",-0.405996826923211,0.317983771962601,-0.440781968896974,-0.876114333158026,-0.697721748400193,-0.0989003683151308,0.28286405473845
"Cropland","Soil_stability_service","Soil stability","Function","Function",0.128969759889746,0.366091300177336,0.152066474769889,-0.489080144083516,-0.210309461461405,0.460660394710102,0.815084086894156
"Grassland","Arbuscularmycorrhizal_richness","AM fungi Richness","Richness","Fungi",0.699441486822475,0.39493103620817,0.694589817256003,0.0707221923884501,0.322868960145076,1.06601159196852,1.49811021981399
"Grassland","Bac_JaccDist_av","Bacterial Dissimilarity","Dissimilarity","Bacteria",-0.0282161803177478,0.364299189196371,-0.0408597115051796,-0.626539518148847,-0.361744309803676,0.306439331314823,0.703661832727809
"Grassland","Bac_richness","Bacterial Richness","Richness","Bacteria",-0.316089071606719,0.357275393401496,-0.296299244711433,-0.917179767742043,-0.652448031190911,0.0309152549235732,0.364834180044863
"Grassland","Bac_shannonDiv","Bacterial Shannon","Shannon","Bacteria",-0.695150173407373,0.347614100526506,-0.706672130643077,-1.2505158431365,-1.03460387154977,-0.353873201592145,-0.00201185507368624
"Grassland","Decomposer_richness","Decomposer Richness","Richness","Decomposers",0.323142558463933,0.277048354380014,0.350835018872611,-0.150513708694967,0.0592424005867114,0.594712940156194,0.784696990800366
"Grassland","Ectomycorrhizal_richness","EM fungi Richness","Richness","Fungi",-0.232136340592543,0.354688755801192,-0.227421701405449,-0.835169980780651,-0.562352140256602,0.138260225964057,0.387783367164741
"Grassland","Fungi_JaccDist_av","Fungal Dissimilarity","Dissimilarity","Fungi",0.340546212141537,0.312296446633377,0.338845866261137,-0.169718043091849,0.0543766879112836,0.615509694785543,0.943953773368657
"Grassland","Fungi_richness","Fungal Richness","Richness","Fungi",0.152860675358003,0.341610294536767,0.150331074470842,-0.390176407043745,-0.174395217857592,0.47651907056262,0.865359293060576
"Grassland","Fungi_shannonDiv","Fungal Shannon","Shannon","Fungi",0.0393095262584781,0.329856123575415,0.0546212841790849,-0.495964127877392,-0.258320122345333,0.342403520173192,0.67611395932746
"Grassland","Invertebrate_JaccDist_av","Invertebrate Dissimilarity","Dissimilarity","Invertebrates",-0.265216482464771,0.329430114052875,-0.261602854297441,-0.792432977607335,-0.581446756619288,0.0446131891938867,0.409829175777978
"Grassland","Invertebrate_richness","Invertebrate Richness","Richness","Invertebrates",0.300416886177969,0.419275886836709,0.274066681858951,-0.307246317790995,-0.112047535082029,0.726250948762027,1.14158886448125
"Grassland","Invertebrate_shannonDiv","Invertebrate Shannon","Shannon","Invertebrates",0.459603262352543,0.400662551919387,0.450630299305659,-0.166186452444839,0.0699237822823117,0.830475205899905,1.25319573893702
"Grassland","Nematode_richness","Nematode Richness","Richness","Nematodes",0.334311288663014,0.383796738781284,0.326521598774033,-0.263245968770701,-0.0452935916823188,0.719230285995633,1.09216958164569
"Grassland","Nutrient_service","Nutrient cycling","Function","Function",0.201480375844423,0.305531009196977,0.214403291592751,-0.324553805211485,-0.0868726767027056,0.497283700493456,0.772719846941886
"Grassland","OM_decomposition_service","Decomposition (OM)","Function","Function",0.564133413570011,0.37364260421371,0.53549800442496,-0.016679625401154,0.202934095257662,0.918303233298869,1.33885072695087
"Grassland","Pathogen_control","Pathogen control","Function","Function",0.213116937031256,0.33787846929322,0.230371539714442,-0.42355836666804,-0.0951083136054846,0.532910306678255,0.816222601205669
"Grassland","Protist_JaccDist_av","Protist Dissimilarity","Dissimilarity","Protists",0.115948932291562,0.366703090986287,0.110856387104423,-0.480946154354616,-0.23062597964284,0.445359194630093,0.890420757083587
"Grassland","Protist_richness","Protist Richness","Richness","Protists",-0.239687059128263,0.359273796324637,-0.242867740383594,-0.785172485412857,-0.575662596604539,0.100521838722584,0.470929386023506
"Grassland","Protist_shannonDiv","Protist Shannon","Shannon","Protists",0.110551843811446,0.382128688862222,0.121900784425158,-0.521437845184278,-0.250501034730402,0.479145469735689,0.776263050795027
"Grassland","Soil_carbon_service","Soil carbon","Function","Function",0.456023423249578,0.276894162919928,0.502518787868648,-0.0715736833832916,0.156680282788839,0.714761851110756,0.902616903946796
"Grassland","Soil_stability_service","Soil stability","Function","Function",-0.125776649074857,0.312316805263861,-0.116703962183891,-0.660734064221153,-0.418949078612624,0.162912905266543,0.47323789202418
"Woodland","Arbuscularmycorrhizal_richness","AM fungi Richness","Richness","Fungi",0.0750860052180485,0.323743998199715,0.0483947915933442,-0.440079225381806,-0.224831807991526,0.385148403084857,0.761379767560297
"Woodland","Bac_JaccDist_av","Bacterial Dissimilarity","Dissimilarity","Bacteria",-0.247929769284765,0.248610204675857,-0.257303964890255,-0.642685062953195,-0.495107350254493,-0.00673608707838444,0.239783773713201
"Woodland","Bac_richness","Bacterial Richness","Richness","Bacteria",0.240419924137981,0.243224258738026,0.250050391476029,-0.154553381762666,0.00710164625867465,0.471546175092792,0.698042943686267
"Woodland","Bac_shannonDiv","Bacterial Shannon","Shannon","Bacteria",0.162695359027594,0.24483990205322,0.167944945258566,-0.247411492894319,-0.0716004638727972,0.396164496509857,0.62962867913037
"Woodland","Decomposer_richness","Decomposer Richness","Richness","Decomposers",-0.408974166645058,0.311913869287027,-0.433887293533496,-0.876417318685574,-0.698657548732441,-0.106659478991909,0.260683378845021
"Woodland","Ectomycorrhizal_richness","EM fungi Richness","Richness","Fungi",-0.0743951504618134,0.35308832617098,-0.0908673111125934,-0.607817221340534,-0.411957660807365,0.275845954733856,0.664657814016151
"Woodland","Fungi_JaccDist_av","Fungal Dissimilarity","Dissimilarity","Fungi",0.0209393556314022,0.213834141250353,0.0136210988432404,-0.326863195880332,-0.186281201289669,0.232727992428005,0.443354517176414
"Woodland","Fungi_richness","Fungal Richness","Richness","Fungi",-0.222871784974608,0.246234766225697,-0.222028888670394,-0.621426880992613,-0.449260948199691,0.0175645949640287,0.245173523823924
"Woodland","Fungi_shannonDiv","Fungal Shannon","Shannon","Fungi",-0.622791906802677,0.230529899295566,-0.63250554683235,-0.993798570908466,-0.846914511633924,-0.392874793302839,-0.16551823127664
"Woodland","Invertebrate_JaccDist_av","Invertebrate Dissimilarity","Dissimilarity","Invertebrates",0.323856859372014,0.324650084164123,0.30772659641115,-0.169402600655478,0.0285106584931623,0.616456395780555,1.04998362381203
"Woodland","Invertebrate_richness","Invertebrate Richness","Richness","Invertebrates",0.0467927323018992,0.217670963229092,0.0457376680584338,-0.314977520329556,-0.169208580289906,0.265319068250508,0.452594042104412
"Woodland","Invertebrate_shannonDiv","Invertebrate Shannon","Shannon","Invertebrates",-0.121434433821923,0.232676171271947,-0.123009861788167,-0.48371083235709,-0.346471470788921,0.0985554381134637,0.31699460352743
"Woodland","Nematode_richness","Nematode Richness","Richness","Nematodes",-0.329406278994628,0.267504951808223,-0.329592304175403,-0.75753937989359,-0.582406264633466,-0.0811607154724896,0.209342557531462
"Woodland","Nutrient_service","Nutrient cycling","Function","Function",0.220097296831585,0.36619740228987,0.201891219930448,-0.345592746102031,-0.14595754298867,0.578297698233263,0.933329531831183
"Woodland","OM_decomposition_service","Decomposition (OM)","Function","Function",-0.318374685285856,0.318914335066545,-0.344457550998955,-0.815331606666866,-0.606312122533336,-0.0352852822644143,0.385429739022872
"Woodland","Pathogen_control","Pathogen control","Function","Function",-0.0083707033622795,0.262946287876983,-0.00495078615111498,-0.468977191945684,-0.270525550370402,0.251756984284168,0.486801274807299
"Woodland","Protist_JaccDist_av","Protist Dissimilarity","Dissimilarity","Protists",0.114951539049075,0.245196984913093,0.109695710623216,-0.269376450148552,-0.119798553366359,0.350379796146112,0.631936027049805
"Woodland","Protist_richness","Protist Richness","Richness","Protists",-0.30418058429679,0.310765643754224,-0.288586414646344,-0.838411618836085,-0.580138152803458,-0.017937042723093,0.274735328212885
"Woodland","Protist_shannonDiv","Protist Shannon","Shannon","Protists",-0.249888443259512,0.237156228343804,-0.245820684912477,-0.633645738039152,-0.467769570801913,-0.0314394015698575,0.181185614136159
"Woodland","Soil_carbon_service","Soil carbon","Function","Function",-0.0172348971608584,0.318233193358807,-0.0287193632217926,-0.530055979796923,-0.321063839167796,0.301776718686887,0.634112751274321
"Woodland","Soil_stability_service","Soil stability","Function","Function",-0.11579492024329,0.209664695858833,-0.111759518677213,-0.459010255258873,-0.317527170167864,0.0907627897424383,0.267984726517019
NA,"Water_regulation_service","Water regulation","Function","Function",NA,NA,NA,NA,NA,NA,NA
