"lc","fns","Label","Group_function","Organism","effect_mean","effect_SD","effect_median","effect_ci_2.5","effect_ci_17","effect_ci_83","effect_ci_97.5"
"Cropland","Arbuscularmycorrhizal_richness","AM fungi Richness","Richness","Fungi",0.432701270135278,0.171073967454568,0.427349451774773,0.151470732303927,0.264988848923968,0.597584252328339,0.764692773391685
"Cropland","Bac_JaccDist_av","Bacterial Dissimilarity","Dissimilarity","Bacteria",-0.105277656672546,0.170846490469696,-0.102237169132754,-0.381386817388002,-0.269511486429529,0.0646102148464083,0.207053060932866
"Cropland","Bac_richness","Bacterial Richness","Richness","Bacteria",0.241765600799235,0.194558346754943,0.243221008283348,-0.0727635023429077,0.0666207672516625,0.41815145341132,0.616304959119208
"Cropland","Bac_shannonDiv","Bacterial Shannon","Shannon","Bacteria",0.224137041511213,0.20399367699978,0.23413010989719,-0.133153434941769,0.0347031595140957,0.419590599055362,0.598377819969591
"Cropland","Decomposer_richness","Decomposer Richness","Richness","Decomposers",0.701057103507372,0.162315850644965,0.720566561548843,0.419009129492386,0.528461745394138,0.861484587996804,0.963268780581206
"Cropland","Ectomycorrhizal_richness","EM fungi Richness","Richness","Fungi",0.280134686547829,0.268968786377733,0.329401563300587,-0.183162218510054,-0.0427088270327539,0.533263420221999,0.738735629509107
"Cropland","Fungi_JaccDist_av","Fungal Dissimilarity","Dissimilarity","Fungi",-0.208881701425735,0.218245380478312,-0.206613345151459,-0.562423055485296,-0.416976813177381,-0.00724636228204474,0.227670189162514
"Cropland","Fungi_richness","Fungal Richness","Richness","Fungi",0.300245755655005,0.227761740240582,0.2850899446813,-0.0519612242865537,0.0979894108253178,0.511409026789072,0.778444078895368
"Cropland","Fungi_shannonDiv","Fungal Shannon","Shannon","Fungi",-0.249388180071805,0.215512794663785,-0.241977982379464,-0.607818490070955,-0.455020421240522,-0.0485321961054773,0.150691221122303
"Cropland","Invertebrate_JaccDist_av","Invertebrate Dissimilarity","Dissimilarity","Invertebrates",0.173158171072424,0.262695598316835,0.163093411132559,-0.245211918668085,-0.078988790316533,0.412408971059542,0.701367284222621
"Cropland","Invertebrate_richness","Invertebrate Richness","Richness","Invertebrates",-0.116959404304305,0.198805041504473,-0.117409577595833,-0.444236121664574,-0.312098875800684,0.0691123010994873,0.284152259435877
"Cropland","Invertebrate_shannonDiv","Invertebrate Shannon","Shannon","Invertebrates",-0.323406202591906,0.232993151842587,-0.335106870853243,-0.692938118870901,-0.543266090980603,-0.0942958489740691,0.133850063750836
"Cropland","Nematode_richness","Nematode Richness","Richness","Nematodes",-0.109708082181856,0.241521571894946,-0.117204297913093,-0.495527905492516,-0.332524146220492,0.118153505475287,0.35246449406094
"Cropland","Nutrient_service","Nutrient cycling","Function","Function",0.0735150417076964,0.180865128860024,0.0779953623474787,-0.230333810873278,-0.105732180612286,0.246056203643327,0.423948824893527
"Cropland","OM_decomposition_service","Decomposition (OM)","Function","Function",-0.508183917688434,0.254164699254691,-0.504192569709175,-0.918639413933729,-0.745365452342195,-0.279177708544817,0.018253052211288
"Cropland","Pathogen_control","Pathogen control","Function","Function",0.217765944066385,0.257729240107963,0.241482845183512,-0.247176101950754,0.00452458664166176,0.456696125264575,0.661809881835406
"Cropland","Protist_JaccDist_av","Protist Dissimilarity","Dissimilarity","Protists",0.171604014364078,0.215365707538543,0.174380888273686,-0.174742820227897,-0.0321416613502429,0.369631981825426,0.601396287667851
"Cropland","Protist_richness","Protist Richness","Richness","Protists",-0.0550761809971575,0.226863023537492,-0.0598929563521532,-0.434011854478538,-0.267153914231191,0.166768990424441,0.391874240451669
"Cropland","Protist_shannonDiv","Protist Shannon","Shannon","Protists",-0.165085047086495,0.246806053485332,-0.146528898539858,-0.586923104563246,-0.38888406192918,0.0602073331509461,0.287650297665681
"Cropland","Soil_carbon_service","Soil carbon","Function","Function",-0.386531864908916,0.218712217942735,-0.410196147486197,-0.697080428344095,-0.584655491294625,-0.192468220691245,0.0946963271865395
"Cropland","Soil_stability_service","Soil stability","Function","Function",0.152566766140675,0.219004277423999,0.149810917262787,-0.207668309352726,-0.0554095245505737,0.3573542155748,0.577231909333454
"Grassland","Arbuscularmycorrhizal_richness","AM fungi Richness","Richness","Fungi",0.601176068558588,0.236211606212649,0.589953589977025,0.219581437545529,0.387507997303747,0.822944320161214,1.09681407988621
"Grassland","Bac_JaccDist_av","Bacterial Dissimilarity","Dissimilarity","Bacteria",-0.0356067960889171,0.223407673412096,-0.0254845962337597,-0.411321504265664,-0.238814767313155,0.181795081903067,0.366880475069787
"Grassland","Bac_richness","Bacterial Richness","Richness","Bacteria",-0.167327231942717,0.215839095590345,-0.176460429917336,-0.504662026258892,-0.381678086409466,0.0373785903258771,0.276544921571557
"Grassland","Bac_shannonDiv","Bacterial Shannon","Shannon","Bacteria",-0.501771506039392,0.274125816249121,-0.510757295845427,-0.923858669205803,-0.788657483428446,-0.210124854367537,0.0111800694863936
"Grassland","Decomposer_richness","Decomposer Richness","Richness","Decomposers",0.326267280290894,0.219695933130918,0.33460747962954,-0.0346774546754297,0.112824703207307,0.541056003113017,0.718165403373604
"Grassland","Ectomycorrhizal_richness","EM fungi Richness","Richness","Fungi",-0.11214700488818,0.311077607618937,-0.193841843118258,-0.500673905558078,-0.405489787536986,0.249169925163441,0.534865798757372
"Grassland","Fungi_JaccDist_av","Fungal Dissimilarity","Dissimilarity","Fungi",0.546757671888792,0.238219592164279,0.545908131221841,0.183422657490297,0.319853248346443,0.76931635175095,1.04466596101447
