ID,nonPA,mahal.min,LC,times.with.error,times,n
643,216,2.6604625555095454,Cropland,1,1,9
338,306,3.2927693675440186,Cropland,1,1,9
741,12,8.083593544805414,Cropland,1,1,9
245,28,4.6638239682236,Grassland,1,1,9
82,717,8.311455838584319,Grassland,1,1,9
114,134,15.640620521495022,Grassland,1,1,9
516,415,5.7526012521683745,Woodland,1,1,9
706,388,11.498135055740898,Woodland,1,1,9
628,536,4.34532842561581,Woodland,1,1,9
488,130,3.0104538004482015,Cropland,2,2,9
455,106,3.4618303951174245,Cropland,2,2,9
172,5,14.64448621019319,Cropland,2,2,9
82,601,6.79691433041165,Grassland,2,2,9
245,32,2.2696849790018305,Grassland,2,2,9
13,121,7.0718680349377445,Grassland,2,2,9
516,469,7.638219638947558,Woodland,2,2,9
628,530,5.866777212181497,Woodland,2,2,9
706,89,9.542142093796963,Woodland,2,2,9
643,502,1.5907417733546603,Cropland,3,3,9
573,406,1.2967991900808478,Cropland,3,3,9
404,410,1.2706804350113583,Cropland,3,3,9
82,666,2.437930566273918,Grassland,3,3,9
245,236,2.9801135049457432,Grassland,3,3,9
114,126,5.361684773429757,Grassland,3,3,9
516,415,5.7526012521683745,Woodland,3,3,9
628,530,5.866777212181497,Woodland,3,3,9
706,140,12.767039909976827,Woodland,3,3,9
172,559,8.769947708194746,Cropland,4,4,9
488,262,4.613329033480718,Cropland,4,4,9
573,495,2.2075283994624906,Cropland,4,4,9
245,125,7.081183779112873,Grassland,4,4,9
144,187,12.742876089941612,Grassland,4,4,9
114,79,12.428697186018434,Grassland,4,4,9
628,308,6.3717957253498945,Woodland,4,4,9
516,89,5.525891862226638,Woodland,4,4,9
706,140,12.767039909976827,Woodland,4,4,9
640,314,12.213310701304902,Cropland,5,5,9
428,133,3.6317505249465833,Cropland,5,5,9
643,216,2.6604625555095454,Cropland,5,5,9
82,113,8.311455838584319,Grassland,5,5,9
144,121,4.184231066535896,Grassland,5,5,9
143,150,5.078131790129403,Grassland,5,5,9
706,469,4.106873889290246,Woodland,5,5,9
516,688,4.303408630492614,Woodland,5,5,9
628,308,6.3717957253498945,Woodland,5,5,9
573,487,3.8612056541615276,Cropland,6,6,9
517,244,6.3522960589682835,Cropland,6,6,9
488,208,2.249443159278934,Cropland,6,6,9
13,200,4.526661650479408,Grassland,6,6,9
143,169,2.463418040383278,Grassland,6,6,9
114,243,8.42861445937811,Grassland,6,6,9
628,335,11.804459511870958,Woodland,6,6,9
516,637,11.92856879426747,Woodland,6,6,9
706,531,4.233057941349045,Woodland,6,6,9
428,106,5.315525746622055,Cropland,7,7,9
517,256,14.020619790464677,Cropland,7,7,9
488,259,1.3879806349921684,Cropland,7,7,9
144,121,4.184231066535896,Grassland,7,7,9
114,139,5.516713102371157,Grassland,7,7,9
82,113,8.311455838584319,Grassland,7,7,9
628,335,11.804459511870958,Woodland,7,7,9
706,74,1.9846924234367593,Woodland,7,7,9
516,328,1.2231281501039464,Woodland,7,7,9
455,24,3.4732459125214707,Cropland,8,8,9
573,494,2.5071155145357364,Cropland,8,8,9
643,487,4.284862227563765,Cropland,8,8,9
144,31,5.97762780087796,Grassland,8,8,9
82,669,4.719818003042958,Grassland,8,8,9
143,200,6.916248209478888,Grassland,8,8,9
516,89,5.525891862226638,Woodland,8,8,9
706,469,4.106873889290246,Woodland,8,8,9
628,500,3.1658486848945504,Woodland,8,8,9
338,49,9.026698624511425,Cropland,9,9,9
404,212,2.6503988330049206,Cropland,9,9,9
573,495,2.2075283994624906,Cropland,9,9,9
143,200,6.916248209478888,Grassland,9,9,9
245,32,2.2696849790018305,Grassland,9,9,9
114,139,5.516713102371157,Grassland,9,9,9
706,531,4.233057941349045,Woodland,9,9,9
628,286,4.3345348089710765,Woodland,9,9,9
516,325,0.9930794237140874,Woodland,9,9,9
338,73,4.02943829376904,Cropland,10,10,9
517,278,7.963643538057498,Cropland,10,10,9
643,487,4.284862227563765,Cropland,10,10,9
13,115,9.028085218177338,Grassland,10,10,9
114,90,10.072577720884246,Grassland,10,10,9
245,28,4.6638239682236,Grassland,10,10,9
628,335,11.804459511870958,Woodland,10,10,9
706,328,8.126424984609447,Woodland,10,10,9
516,469,7.638219638947558,Woodland,10,10,9
404,599,3.3290191514540686,Cropland,11,11,9
741,155,13.940227476768433,Cropland,11,11,9
573,604,1.6941517931376067,Cropland,11,11,9
82,483,10.627173049984698,Grassland,11,11,9
245,16,8.62176357219961,Grassland,11,11,9
143,170,1.8931412341230176,Grassland,11,11,9
628,415,8.159557875101028,Woodland,11,11,9
706,469,4.106873889290246,Woodland,11,11,9
516,292,0.8463005931400265,Woodland,11,11,9
517,244,6.3522960589682835,Cropland,12,12,9
428,235,16.512196702369135,Cropland,12,12,9
404,502,4.0665086358558735,Cropland,12,12,9
82,568,3.487774339497395,Grassland,12,12,9
245,236,2.9801135049457432,Grassland,12,12,9
143,169,2.463418040383278,Grassland,12,12,9
628,650,3.707922151551354,Woodland,12,12,9
516,325,0.9930794237140874,Woodland,12,12,9
706,74,1.9846924234367593,Woodland,12,12,9
404,410,1.2706804350113583,Cropland,13,13,9
462,418,3.5024085061179875,Cropland,13,13,9
338,70,5.406083615445922,Cropland,13,13,9
143,200,6.916248209478888,Grassland,13,13,9
82,568,3.487774339497395,Grassland,13,13,9
13,180,1.310035220745896,Grassland,13,13,9
628,308,6.3717957253498945,Woodland,13,13,9
516,637,11.92856879426747,Woodland,13,13,9
706,388,11.498135055740898,Woodland,13,13,9
172,164,2.4589460034122057,Cropland,14,14,9
462,447,1.7389690367898722,Cropland,14,14,9
573,495,2.2075283994624906,Cropland,14,14,9
144,132,2.4700675631511704,Grassland,14,14,9
245,223,8.028763457019403,Grassland,14,14,9
82,63,3.74415974822003,Grassland,14,14,9
706,89,9.542142093796963,Woodland,14,14,9
516,469,7.638219638947558,Woodland,14,14,9
628,530,5.866777212181497,Woodland,14,14,9
640,617,11.111367829032732,Cropland,15,15,9
172,158,4.354649878975815,Cropland,15,15,9
517,133,9.995011721061983,Cropland,15,15,9
114,134,15.640620521495022,Grassland,15,15,9
144,187,12.742876089941612,Grassland,15,15,9
143,170,1.8931412341230176,Grassland,15,15,9
706,33,13.639559679367169,Woodland,15,15,9
628,620,3.4394323737122234,Woodland,15,15,9
516,688,4.303408630492614,Woodland,15,15,9
428,24,2.8313902652692335,Cropland,16,16,9
488,17,0.5867862681032393,Cropland,16,16,9
172,399,4.228680476046753,Cropland,16,16,9
114,175,9.377346630752225,Grassland,16,16,9
245,161,2.5557363987274333,Grassland,16,16,9
82,483,10.627173049984698,Grassland,16,16,9
628,530,5.866777212181497,Woodland,16,16,9
706,531,4.233057941349045,Woodland,16,16,9
516,292,0.8463005931400265,Woodland,16,16,9
455,106,3.4618303951174245,Cropland,17,17,9
488,262,4.613329033480718,Cropland,17,17,9
462,406,0.2482863995214231,Cropland,17,17,9
144,132,2.4700675631511704,Grassland,17,17,9
13,180,1.310035220745896,Grassland,17,17,9
114,71,10.28298922506223,Grassland,17,17,9
706,531,4.233057941349045,Woodland,17,17,9
628,530,5.866777212181497,Woodland,17,17,9
516,325,0.9930794237140874,Woodland,17,17,9
338,60,11.040555494802554,Cropland,18,18,9
643,410,4.610155360385237,Cropland,18,18,9
640,86,1.5451455774793041,Cropland,18,18,9
245,16,8.62176357219961,Grassland,18,18,9
143,169,2.463418040383278,Grassland,18,18,9
114,139,5.516713102371157,Grassland,18,18,9
516,531,8.723453714074056,Woodland,18,18,9
628,225,1.766422049249949,Woodland,18,18,9
706,33,13.639559679367169,Woodland,18,18,9
172,86,15.102682758295188,Cropland,19,19,9
488,262,4.613329033480718,Cropland,19,19,9
462,216,0.20206845148986166,Cropland,19,19,9
245,236,2.9801135049457432,Grassland,19,19,9
144,147,1.502314071289554,Grassland,19,19,9
114,199,8.744612562219231,Grassland,19,19,9
628,650,3.707922151551354,Woodland,19,19,9
706,89,9.542142093796963,Woodland,19,19,9
516,469,7.638219638947558,Woodland,19,19,9
640,617,11.111367829032732,Cropland,20,20,9
404,487,16.13184963508569,Cropland,20,20,9
741,46,1.7546605645834474,Cropland,20,20,9
82,277,10.928441957167077,Grassland,20,20,9
245,28,4.6638239682236,Grassland,20,20,9
114,90,10.072577720884246,Grassland,20,20,9
516,469,7.638219638947558,Woodland,20,20,9
706,531,4.233057941349045,Woodland,20,20,9
628,335,11.804459511870958,Woodland,20,20,9
488,232,1.0588975958153677,Cropland,21,21,9
455,278,2.5838925907630728,Cropland,21,21,9
517,256,14.020619790464677,Cropland,21,21,9
114,199,8.744612562219231,Grassland,21,21,9
245,28,4.6638239682236,Grassland,21,21,9
13,121,7.0718680349377445,Grassland,21,21,9
706,74,1.9846924234367593,Woodland,21,21,9
628,536,4.34532842561581,Woodland,21,21,9
516,688,4.303408630492614,Woodland,21,21,9
172,133,6.719395635269562,Cropland,22,22,9
643,216,2.6604625555095454,Cropland,22,22,9
404,599,3.3290191514540686,Cropland,22,22,9
114,127,2.162039237909885,Grassland,22,22,9
13,31,7.728576055135526,Grassland,22,22,9
82,669,4.719818003042958,Grassland,22,22,9
706,388,11.498135055740898,Woodland,22,22,9
628,335,11.804459511870958,Woodland,22,22,9
516,531,8.723453714074056,Woodland,22,22,9
338,73,4.02943829376904,Cropland,23,23,9
517,133,9.995011721061983,Cropland,23,23,9
172,504,6.421095300542972,Cropland,23,23,9
13,150,0.8327904089354755,Grassland,23,23,9
144,187,12.742876089941612,Grassland,23,23,9
82,666,2.437930566273918,Grassland,23,23,9
706,388,11.498135055740898,Woodland,23,23,9
628,415,8.159557875101028,Woodland,23,23,9
516,688,4.303408630492614,Woodland,23,23,9
741,112,1.7836996590272374,Cropland,24,24,9
404,212,2.6503988330049206,Cropland,24,24,9
643,247,4.651917762717728,Cropland,24,24,9
82,669,4.719818003042958,Grassland,24,24,9
144,121,4.184231066535896,Grassland,24,24,9
114,199,8.744612562219231,Grassland,24,24,9
706,328,8.126424984609447,Woodland,24,24,9
628,650,3.707922151551354,Woodland,24,24,9
516,292,0.8463005931400265,Woodland,24,24,9
643,212,2.484407604006099,Cropland,25,25,9
640,314,12.213310701304902,Cropland,25,25,9
455,244,1.0593036449018323,Cropland,25,25,9
144,132,2.4700675631511704,Grassland,25,25,9
143,180,5.519778863262611,Grassland,25,25,9
245,161,2.5557363987274333,Grassland,25,25,9
628,286,4.3345348089710765,Woodland,25,25,9
706,140,12.767039909976827,Woodland,25,25,9
516,469,7.638219638947558,Woodland,25,25,9
488,259,1.3879806349921684,Cropland,26,26,9
573,494,2.5071155145357364,Cropland,26,26,9
640,86,1.5451455774793041,Cropland,26,26,9
143,169,2.463418040383278,Grassland,26,26,9
13,150,0.8327904089354755,Grassland,26,26,9
144,217,13.187340001909742,Grassland,26,26,9
706,540,4.344834695755418,Woodland,26,26,9
628,415,8.159557875101028,Woodland,26,26,9
516,328,1.2231281501039464,Woodland,26,26,9
338,60,11.040555494802554,Cropland,27,27,9
172,158,4.354649878975815,Cropland,27,27,9
573,56,0.9530644880711394,Cropland,27,27,9
143,132,2.0035688819718382,Grassland,27,27,9
114,71,10.28298922506223,Grassland,27,27,9
144,230,10.363451345449732,Grassland,27,27,9
516,469,7.638219638947558,Woodland,27,27,9
628,286,4.3345348089710765,Woodland,27,27,9
706,33,13.639559679367169,Woodland,27,27,9
404,247,3.666751251769477,Cropland,28,28,9
488,262,4.613329033480718,Cropland,28,28,9
517,256,14.020619790464677,Cropland,28,28,9
13,9,5.088148362163223,Grassland,28,28,9
143,180,5.519778863262611,Grassland,28,28,9
114,199,8.744612562219231,Grassland,28,28,9
706,89,9.542142093796963,Woodland,28,28,9
516,328,1.2231281501039464,Woodland,28,28,9
628,335,11.804459511870958,Woodland,28,28,9
428,303,11.383608226177596,Cropland,29,29,9
338,124,5.5155229368151595,Cropland,29,29,9
488,129,2.9109502146865016,Cropland,29,29,9
144,170,1.943333243680816,Grassland,29,29,9
82,601,6.79691433041165,Grassland,29,29,9
143,150,5.078131790129403,Grassland,29,29,9
516,415,5.7526012521683745,Woodland,29,29,9
706,531,4.233057941349045,Woodland,29,29,9
628,286,4.3345348089710765,Woodland,29,29,9
462,56,3.70817633311288,Cropland,30,30,9
517,133,9.995011721061983,Cropland,30,30,9
428,158,3.967655102121502,Cropland,30,30,9
82,277,10.928441957167077,Grassland,30,30,9
245,16,8.62176357219961,Grassland,30,30,9
143,200,6.916248209478888,Grassland,30,30,9
706,328,8.126424984609447,Woodland,30,30,9
516,531,8.723453714074056,Woodland,30,30,9
628,415,8.159557875101028,Woodland,30,30,9
640,5,7.83475081145252,Cropland,31,31,9
404,551,4.667137799982717,Cropland,31,31,9
643,410,4.610155360385237,Cropland,31,31,9
13,150,0.8327904089354755,Grassland,31,31,9
114,134,15.640620521495022,Grassland,31,31,9
144,147,1.502314071289554,Grassland,31,31,9
706,328,8.126424984609447,Woodland,31,31,9
628,225,1.766422049249949,Woodland,31,31,9
516,688,4.303408630492614,Woodland,31,31,9
640,466,17.131755680574543,Cropland,32,32,9
573,502,1.2805000415079952,Cropland,32,32,9
517,171,9.501077153802413,Cropland,32,32,9
114,126,5.361684773429757,Grassland,32,32,9
82,483,10.627173049984698,Grassland,32,32,9
143,150,5.078131790129403,Grassland,32,32,9
706,469,4.106873889290246,Woodland,32,32,9
516,292,0.8463005931400265,Woodland,32,32,9
628,620,3.4394323737122234,Woodland,32,32,9
640,608,12.922306367466678,Cropland,33,33,9
643,599,2.0732555452556394,Cropland,33,33,9
741,178,14.555394834607018,Cropland,33,33,9
143,150,5.078131790129403,Grassland,33,33,9
245,431,4.871563534907149,Grassland,33,33,9
13,125,6.67803228945553,Grassland,33,33,9
628,308,6.3717957253498945,Woodland,33,33,9
516,89,5.525891862226638,Woodland,33,33,9
706,33,13.639559679367169,Woodland,33,33,9
172,24,10.449972646564182,Cropland,34,34,9
404,410,1.2706804350113583,Cropland,34,34,9
573,502,1.2805000415079952,Cropland,34,34,9
144,187,12.742876089941612,Grassland,34,34,9
82,666,2.437930566273918,Grassland,34,34,9
143,343,5.624738645149768,Grassland,34,34,9
706,328,8.126424984609447,Woodland,34,34,9
628,650,3.707922151551354,Woodland,34,34,9
516,325,0.9930794237140874,Woodland,34,34,9
404,247,3.666751251769477,Cropland,35,35,9
517,238,14.413628679195417,Cropland,35,35,9
640,5,7.83475081145252,Cropland,35,35,9
143,115,8.509304521134377,Grassland,35,35,9
114,134,15.640620521495022,Grassland,35,35,9
245,223,8.028763457019403,Grassland,35,35,9
628,530,5.866777212181497,Woodland,35,35,9
516,688,4.303408630492614,Woodland,35,35,9
706,531,4.233057941349045,Woodland,35,35,9
517,244,6.3522960589682835,Cropland,36,36,9
172,163,0.983382687547421,Cropland,36,36,9
462,399,1.195760524153978,Cropland,36,36,9
143,115,8.509304521134377,Grassland,36,36,9
245,161,2.5557363987274333,Grassland,36,36,9
114,79,12.428697186018434,Grassland,36,36,9
628,335,11.804459511870958,Woodland,36,36,9
516,688,4.303408630492614,Woodland,36,36,9
706,531,4.233057941349045,Woodland,36,36,9
455,256,11.98122129270896,Cropland,37,37,9
338,70,5.406083615445922,Cropland,37,37,9
404,406,3.4089402912940545,Cropland,37,37,9
82,717,8.311455838584319,Grassland,37,37,9
13,147,6.640692511119605,Grassland,37,37,9
144,230,10.363451345449732,Grassland,37,37,9
706,531,4.233057941349045,Woodland,37,37,9
628,225,1.766422049249949,Woodland,37,37,9
