"lc","fns","Label","Group_function","Organism","effect_mean","effect_SD","effect_median","effect_ci_2.5","effect_ci_17","effect_ci_83","effect_ci_97.5"
"Woodland","Bac_shannonDiv","Bacterial Shannon","Shannon","Bacteria",-0.163570418154062,0.268479764168629,-0.167486962863799,-0.609713026107211,-0.417582714702998,0.0936292230006682,0.360041823635773
"Woodland","Decomposer_richness","Decomposer Richness","Richness","Decomposers",0.131773576975437,0.306087666000986,0.126590883934933,-0.380300521247259,-0.165371887323854,0.441069054044543,0.701943118584762
"Woodland","Ectomycorrhizal_richness","EM fungi Richness","Richness","Fungi",-0.0821391331099421,0.330157375441658,-0.103709138759714,-0.582742226355007,-0.395204025167988,0.258729000550525,0.5428778495826
"Woodland","Fungi_JaccDist_av","Fungal Dissimilarity","Dissimilarity","Fungi",-0.0785861360600297,0.273517973570757,-0.0631570629186581,-0.555375677393584,-0.333997825694347,0.164261190461188,0.407651415912213
"Woodland","Fungi_richness","Fungal Richness","Richness","Fungi",0.05882116290469,0.297030490968657,0.0452300948091482,-0.41080502962953,-0.213800556918481,0.339015786388813,0.65731143414466
"Woodland","Fungi_shannonDiv","Fungal Shannon","Shannon","Fungi",-0.236847128494662,0.295236106659443,-0.245186227153934,-0.689561984152692,-0.517465031790245,0.0311975833813413,0.372914615309767
"Woodland","Invertebrate_JaccDist_av","Invertebrate Dissimilarity","Dissimilarity","Invertebrates",0.236970392488043,0.286110700573961,0.232635749594006,-0.217832645917761,-0.0353474131068467,0.49385473016781,0.792970934401877
"Woodland","Invertebrate_richness","Invertebrate Richness","Richness","Invertebrates",0.245795460134724,0.245705386402602,0.25176091635337,-0.176362510442474,0.00439181724022589,0.482328872601541,0.717789760326592
"Woodland","Invertebrate_shannonDiv","Invertebrate Shannon","Shannon","Invertebrates",0.215745014841043,0.255481213003229,0.21502597010736,-0.203972637141043,-0.0303046503103605,0.467241520157132,0.698018848363478
"Woodland","Nematode_richness","Nematode Richness","Richness","Nematodes",-0.449868464695568,0.295036235960843,-0.437966734845483,-0.945305617556027,-0.726693311988715,-0.166994386226945,0.111358189159954
"Woodland","Nutrient_service","Nutrient cycling","Function","Function",-0.0552381066554487,0.300014545440214,-0.0514320723418614,-0.567950526599006,-0.346518181828072,0.229219292174411,0.525319039539733
"Woodland","OM_decomposition_service","Decomposition (OM)","Function","Function",-0.336967487350811,0.298903667212573,-0.305524199810222,-0.873467704171197,-0.630053732622799,-0.0527831377316333,0.182897966959365
"Woodland","Pathogen_control","Pathogen control","Function","Function",0.100155471155491,0.300308823735199,0.096626260325873,-0.377272154842354,-0.176983293431615,0.390502123206975,0.707480364901027
"Woodland","Protist_JaccDist_av","Protist Dissimilarity","Dissimilarity","Protists",-0.102773234244566,0.287448125256831,-0.101032295907911,-0.588971840625243,-0.37661017691068,0.177904062953207,0.40805542277423
"Woodland","Protist_richness","Protist Richness","Richness","Protists",-0.272130873879771,0.287403098126649,-0.276240893635036,-0.723700467648719,-0.541704673204189,-0.0139456449464828,0.342050335023334
"Woodland","Protist_shannonDiv","Protist Shannon","Shannon","Protists",-0.0158014224403278,0.290575085808632,-0.0251418711683108,-0.465862602547737,-0.292124074048309,0.261463164982272,0.627646196348329
"Woodland","Soil_carbon_service","Soil carbon","Function","Function",0.0934234532026984,0.271960900154812,0.120153363702402,-0.403404239881121,-0.163997755094674,0.350365934436429,0.594099562619684
"Woodland","Soil_stability_service","Soil stability","Function","Function",-0.261691284052741,0.251775222737638,-0.2573390837093,-0.691279695342135,-0.497513437703804,-0.0314448138323138,0.221648767518407
NA,"Water_regulation_service","Water regulation","Function","Function",NA,NA,NA,NA,NA,NA,NA
