LC,PA_rank,emmean,lower.HPD,upper.HPD,fns,scale
Dryland,Unprotected,60.118108983876745,56.15256377421929,64.15201939401219,Invertebrate_richness,global
Dryland,1,397.07904691944316,294.3183310811886,498.2460636233644,Protist_richness,global
Dryland,10,419.5734899090088,368.8149003884215,469.54204162224266,Protist_richness,global
Dryland,3,334.32105030001856,293.62550071794914,374.37825333591206,Protist_richness,global
Dryland,5,366.39397090779335,303.2622395544669,428.80702199156207,Protist_richness,global
Dryland,6,390.55473957869526,338.98701619457245,440.8234256277991,Protist_richness,global
Dryland,8,421.4865982399215,389.7652844255824,454.9275520521853,Protist_richness,global
Dryland,9,449.19005586141395,272.8170690234625,627.3418016704194,Protist_richness,global
Dryland,Unprotected,375.36541335092136,361.8297853911313,389.34914459336943,Protist_richness,global
Dryland,1,47.01611866280648,29.206277868810346,64.83590883068868,Nematode_richness,global
Dryland,10,40.70276662151272,31.444024589468814,49.49800420920454,Nematode_richness,global
Dryland,3,28.96589965667721,21.75008394007976,36.04804305431332,Nematode_richness,global
Dryland,5,37.615945631388875,26.72560009608987,48.31171933660918,Nematode_richness,global
Dryland,6,27.29545880888504,18.506987861649502,36.25211723236144,Nematode_richness,global
Dryland,8,45.35222408002494,39.30184603840851,51.1079319801753,Nematode_richness,global
Dryland,9,26.944464096440957,-2.951835796060088,58.599173757810405,Nematode_richness,global
Dryland,Unprotected,33.17546552963819,30.779167331960732,35.62036286530515,Nematode_richness,global
Dryland,1,7.884725319090631,7.524707929806389,8.252936813640728,Bac_shannonDiv,global
Dryland,10,7.625353020934028,7.437764981806167,7.802016441442459,Bac_shannonDiv,global
Dryland,3,7.576102299483468,7.429138081487822,7.717605905092469,Bac_shannonDiv,global
Dryland,5,7.764275945873839,7.543147793078528,7.990282820252217,Bac_shannonDiv,global
Dryland,6,7.156179093813919,6.98333093263363,7.348195250254564,Bac_shannonDiv,global
Dryland,8,7.732682605162238,7.612805418608643,7.850458708824816,Bac_shannonDiv,global
Dryland,9,7.548818489736782,6.9228960126994155,8.171858595135527,Bac_shannonDiv,global
Dryland,Unprotected,7.606317655684165,7.555376679711078,7.653807099663745,Bac_shannonDiv,global
Dryland,1,3.8657705507066025,3.2968612695536565,4.469658730405109,Fungi_shannonDiv,global
Dryland,10,4.08529378596484,3.78903182855063,4.3774165463597186,Fungi_shannonDiv,global
Dryland,3,4.037403952755357,3.8005567825780195,4.264366410479533,Fungi_shannonDiv,global
Dryland,5,4.427284631960472,4.084023903412472,4.797368411073968,Fungi_shannonDiv,global
Dryland,6,4.0916027192466355,3.7983923418435297,4.382729391459301,Fungi_shannonDiv,global
Dryland,8,4.248687391385999,4.057903716689627,4.437742735405761,Fungi_shannonDiv,global
Dryland,9,4.213140534818062,3.18859818153602,5.208290406877293,Fungi_shannonDiv,global
Dryland,Unprotected,3.9736818882584064,3.8966415110378168,4.053607166666535,Fungi_shannonDiv,global
Dryland,1,3.1181281977407327,2.4064932745036316,3.830498252599774,Invertebrate_shannonDiv,global
Dryland,10,2.969917995635508,2.608132959728214,3.31953043513959,Invertebrate_shannonDiv,global
Dryland,3,2.6640289492019655,2.382939021830758,2.9453664464939324,Invertebrate_shannonDiv,global
Dryland,5,3.1337258466621876,2.707416581372066,3.5817936329951787,Invertebrate_shannonDiv,global
Dryland,6,2.595652318488212,2.2281243549531213,2.944429058191994,Invertebrate_shannonDiv,global
Dryland,8,3.2625843902327123,3.032453037970198,3.497904643771437,Invertebrate_shannonDiv,global
Dryland,9,2.6619907936984983,1.3882832717655946,3.8746951834032526,Invertebrate_shannonDiv,global
Dryland,Unprotected,2.845317848398971,2.7475479095039663,2.9410513487436476,Invertebrate_shannonDiv,global
Dryland,1,5.4304882798263865,4.806647157016209,6.064728559037194,Protist_shannonDiv,global
Dryland,10,5.1406684668296725,4.831861218655893,5.460769659182462,Protist_shannonDiv,global
Dryland,3,5.007098599324234,4.7621418762941925,5.272021532480495,Protist_shannonDiv,global
Dryland,5,4.959164758740625,4.555065383085587,5.338345097631864,Protist_shannonDiv,global
Dryland,6,5.289318108022002,4.970801888819091,5.605404824020901,Protist_shannonDiv,global
Dryland,8,5.2967757933141595,5.088246948415434,5.50700069000924,Protist_shannonDiv,global
Dryland,9,4.379456693302789,3.2689129882632124,5.453432379437629,Protist_shannonDiv,global
Dryland,Unprotected,5.043918924746244,4.958153054499187,5.129041021935954,Protist_shannonDiv,global
Dryland,1,4.384738629882303,-0.26797896645279984,9.120006226578843,Ectomycorrhizal_richness,global
Dryland,10,4.740433918272625,2.3513253143361856,7.0668718689502175,Ectomycorrhizal_richness,global
Dryland,3,3.725727751904051,1.8888421655613499,5.6380241038115475,Ectomycorrhizal_richness,global
Dryland,5,5.230728791547074,2.308636131489879,8.058703461449749,Ectomycorrhizal_richness,global
Dryland,6,4.320270122193742,1.9651745573984742,6.68021009796889,Ectomycorrhizal_richness,global
Dryland,8,9.37293582952511,7.829439422869292,10.935420088324232,Ectomycorrhizal_richness,global
Dryland,9,4.928578207061968,-3.3921699998970354,13.029619185304941,Ectomycorrhizal_richness,global
Dryland,Unprotected,4.935179107364092,4.309499957589632,5.575093429992543,Ectomycorrhizal_richness,global
Dryland,1,4.008035128761225,0.8870216658348875,7.193006814921176,Arbuscularmycorrhizal_richness,global
Dryland,10,4.325553476242504,2.7247312109041975,5.903072629017377,Arbuscularmycorrhizal_richness,global
Dryland,3,3.7912352896560573,2.5477357119043775,5.051513387459064,Arbuscularmycorrhizal_richness,global
Dryland,5,5.751279375326229,3.8178193476358357,7.6654872053934895,Arbuscularmycorrhizal_richness,global
Dryland,6,3.169194399653819,1.6290694442096778,4.767519069257012,Arbuscularmycorrhizal_richness,global
Dryland,8,4.716113328814764,3.667774139463491,5.730220764408923,Arbuscularmycorrhizal_richness,global
Dryland,9,4.999599159775753,-0.42216788876249467,10.640944491750176,Arbuscularmycorrhizal_richness,global
Dryland,Unprotected,3.5652973670687187,3.1339152704901343,3.9849978824261143,Arbuscularmycorrhizal_richness,global
Dryland,1,14.645127326642939,7.915916258289197,21.30074031367836,Decomposer_richness,global
Dryland,10,20.332379493217704,17.033568935569363,23.60562408376683,Decomposer_richness,global
Dryland,3,17.692802631522756,14.963245652316948,20.265659018205966,Decomposer_richness,global
Dryland,5,23.255183966663747,19.241529035336868,27.37699187016961,Decomposer_richness,global
Dryland,6,17.420028734228566,14.124588056929223,20.814372769807896,Decomposer_richness,global
Dryland,8,21.136564415173275,18.93329700774779,23.278670996867778,Decomposer_richness,global
Dryland,9,18.986197305873517,7.308829292603974,30.520608851739667,Decomposer_richness,global
Dryland,Unprotected,17.979988996207567,17.09064892597759,18.88629724805352,Decomposer_richness,global
Dryland,1,0.8723056342938161,0.8546673105919298,0.8899449804593289,Bac_JaccDist_av,global
Dryland,10,0.8703751501337919,0.8618415655630245,0.8792210275656295,Bac_JaccDist_av,global
Dryland,3,0.8796822570371249,0.8729623656006092,0.8866357057550948,Bac_JaccDist_av,global
Dryland,5,0.8628840146702019,0.8524211438773496,0.8737085160634004,Bac_JaccDist_av,global
Dryland,6,0.9030499439741881,0.8943358623043168,0.9115704684595836,Bac_JaccDist_av,global
Dryland,8,0.8771649075648591,0.8714167732464687,0.8826777429217009,Bac_JaccDist_av,global
Dryland,9,0.8699240636705956,0.8404333402173821,0.9000472008418855,Bac_JaccDist_av,global
Dryland,Unprotected,0.8788038309281085,0.8764540224086352,0.881124088072413,Bac_JaccDist_av,global
Dryland,1,0.828345247453961,0.8099867290887887,0.8474379637900982,Fungi_JaccDist_av,global
Dryland,10,0.8320603252956191,0.8229195284492634,0.841540862180816,Fungi_JaccDist_av,global
Dryland,3,0.839326989116477,0.8318304918301995,0.8466401646348576,Fungi_JaccDist_av,global
Dryland,5,0.8224335656900574,0.8106527612405594,0.8335412785730075,Fungi_JaccDist_av,global
Dryland,6,0.8474664433129577,0.8382911618936907,0.8569761946764873,Fungi_JaccDist_av,global
Dryland,8,0.8325098429136933,0.8264737026415004,0.8387058342261047,Fungi_JaccDist_av,global
Dryland,9,0.8229344087867002,0.789851430560529,0.8547949774334415,Fungi_JaccDist_av,global
Dryland,Unprotected,0.8332622925313803,0.8308905572068057,0.8359649956360404,Fungi_JaccDist_av,global
Dryland,1,0.8639400339118465,0.8494112688937063,0.8785316046399761,Protist_JaccDist_av,global
Dryland,10,0.8639440880028912,0.8567097435726712,0.8713802757719917,Protist_JaccDist_av,global
Dryland,3,0.8744557496482793,0.8685726038711492,0.8800739266722486,Protist_JaccDist_av,global
Dryland,5,0.8704727184558816,0.8616812070716172,0.8795517327285904,Protist_JaccDist_av,global
Dryland,6,0.884527168824268,0.8772033567705073,0.8919416480201484,Protist_JaccDist_av,global
Dryland,8,0.8681235999270444,0.8632816276022253,0.8729111721578936,Protist_JaccDist_av,global
Dryland,9,0.8566233003471224,0.8309694266122165,0.8817588575986038,Protist_JaccDist_av,global
Dryland,Unprotected,0.8706056669089177,0.8685982179855957,0.872606697438416,Protist_JaccDist_av,global
Dryland,1,0.9068232180751956,0.888074350692975,0.9260683287951479,Invertebrate_JaccDist_av,global
Dryland,10,0.9121572997269183,0.9025897273143256,0.9214950044666159,Invertebrate_JaccDist_av,global
Dryland,3,0.9155709901342736,0.9080409103605077,0.9230620167334914,Invertebrate_JaccDist_av,global
Dryland,5,0.9053277724332343,0.8936305205794122,0.9171741190200228,Invertebrate_JaccDist_av,global
Dryland,6,0.9266903520746224,0.9169251576161344,0.9361180676082967,Invertebrate_JaccDist_av,global
Dryland,8,0.9088257237237385,0.9025561872026762,0.915056029058788,Invertebrate_JaccDist_av,global
Dryland,9,0.9156822685433605,0.8826762412866855,0.9478183443058525,Invertebrate_JaccDist_av,global
Dryland,Unprotected,0.9160140560744953,0.9134283025404866,0.9185452202133905,Invertebrate_JaccDist_av,global
