LC,PA_rank.trend,lower.HPD,upper.HPD,fns,scale
Woodland,-0.49744495737616035,-1.1031884297535726,0.11520676337090663,Ectomycorrhizal_richness,continental
Cropland,-0.1595395021489594,-0.3439904542827321,0.031240901388457587,Arbuscularmycorrhizal_richness,continental
Grassland,0.013646451252668612,-0.15536553853849,0.18855241297654857,Arbuscularmycorrhizal_richness,continental
Shrubland,-0.511047326953161,-0.9240407468860212,-0.07305260426494442,Arbuscularmycorrhizal_richness,continental
Woodland,0.00931107363137329,-0.14197312050130506,0.16181804662652155,Arbuscularmycorrhizal_richness,continental
Cropland,-0.5713141231635745,-3.2023996102961974,1.9839831375911672,Decomposer_richness,continental
Grassland,-1.4735174076897692,-3.9416133374725177,0.8579101650684606,Decomposer_richness,continental
Shrubland,1.8095757902810874,-3.8425865226508904,7.8738417244567245,Decomposer_richness,continental
Woodland,-0.578800048147059,-2.6143338865931582,1.5607277049803088,Decomposer_richness,continental
Cropland,2.717694808751503e-4,-9.756324951695206e-4,0.0015763716088770252,Bac_JaccDist_av,continental
Grassland,-3.3489935538710824e-4,-0.0015344423790395467,8.440983951771841e-4,Bac_JaccDist_av,continental
Shrubland,0.0013911482881638904,-0.0014096115891248928,0.004321337183853302,Bac_JaccDist_av,continental
Woodland,0.001647412348759758,5.711630283826707e-4,0.0026409764422510307,Bac_JaccDist_av,continental
Cropland,3.968576445814165e-4,-0.0014852183241487182,0.0023551621909234655,Fungi_JaccDist_av,continental
Grassland,7.506853498639998e-4,-9.973219393799582e-4,0.0025583084518530086,Fungi_JaccDist_av,continental
Shrubland,-0.0014207930094087828,-0.0057780147120496395,0.002925536940068696,Fungi_JaccDist_av,continental
Woodland,1.4346192774894462e-4,-0.0013547157753777128,0.001707348207872883,Fungi_JaccDist_av,continental
Cropland,6.811650984843709e-4,-0.0010883503913845516,0.0025490813843163096,Protist_JaccDist_av,continental
Grassland,2.5193759896069423e-5,-0.0016869435206814387,0.0016964715783558404,Protist_JaccDist_av,continental
Shrubland,-5.223600688850638e-4,-0.0046427046129196015,0.0036167179168984376,Protist_JaccDist_av,continental
Woodland,7.119918579192586e-4,-8.060853464542106e-4,0.002150788467872644,Protist_JaccDist_av,continental
Cropland,4.375518487123031e-4,-8.970951538458394e-4,0.001751807902067526,Invertebrate_JaccDist_av,continental
Grassland,2.4186894587785446e-4,-9.992815484025641e-4,0.0014842341777665524,Invertebrate_JaccDist_av,continental
Shrubland,-0.0013967762764508507,-0.004306595901439891,0.0017540772189761356,Invertebrate_JaccDist_av,continental
Woodland,5.93472848926524e-4,-5.115555559598306e-4,0.0016596052711861375,Invertebrate_JaccDist_av,continental
