PA_rank,emmean,lower.HPD,upper.HPD,fns,scale
5,2.172902170965368,-1.071397199263168,5.3616170876230385,Arbuscularmycorrhizal_richness,regional
6,1.5231762042365846,0.9534500599299619,2.080460520201778,Arbuscularmycorrhizal_richness,regional
8,1.5449282256131713,0.9457148410150881,2.118889908444949,Arbuscularmycorrhizal_richness,regional
Unprotected,1.8701344882198758,1.6421279934456527,2.1084676224161703,Arbuscularmycorrhizal_richness,regional
3,20.418523413296473,16.816846215955135,24.1869699438963,Decomposer_richness,regional
5,10.695492061396195,1.4006044718182604,19.747772408880788,Decomposer_richness,regional
6,13.899009642644987,12.293619086652688,15.48763979646338,Decomposer_richness,regional
8,12.837547093621154,11.132406272269513,14.465334714533558,Decomposer_richness,regional
Unprotected,13.372169820712342,12.707389803365256,14.048157103505503,Decomposer_richness,regional
3,0.757757631938059,0.7344768631141916,0.7814707501972343,Bac_JaccDist_av,regional
5,0.7658206772007621,0.7080646136776123,0.8237146562876253,Bac_JaccDist_av,regional
6,0.7663332551048375,0.7562446747268887,0.7762779927526957,Bac_JaccDist_av,regional
8,0.7654686611902424,0.7548343553095282,0.7757717767736833,Bac_JaccDist_av,regional
Unprotected,0.7676902934269287,0.763498659857502,0.7718483488660062,Bac_JaccDist_av,regional
3,0.7998074728622782,0.7839945593547458,0.8154426918808695,Fungi_JaccDist_av,regional
5,0.8124225886602214,0.774563428168789,0.8521923936007292,Fungi_JaccDist_av,regional
6,0.792322717398661,0.7857128355121612,0.7991689449938396,Fungi_JaccDist_av,regional
8,0.7977867505736198,0.7906838544605497,0.8046956772640356,Fungi_JaccDist_av,regional
Unprotected,0.7991163997473392,0.7962751745403238,0.8019633149117291,Fungi_JaccDist_av,regional
3,0.8738760103927357,0.8564631774316424,0.8910094371379296,Protist_JaccDist_av,regional
5,0.8945510493852242,0.8527065645689899,0.9366741529066727,Protist_JaccDist_av,regional
6,0.8788283438615927,0.8715388217231267,0.886197043257689,Protist_JaccDist_av,regional
8,0.8771947057191323,0.869408228794237,0.8845949615747416,Protist_JaccDist_av,regional
Unprotected,0.8794931609248946,0.8764893671931826,0.8826268132536789,Protist_JaccDist_av,regional
3,0.8847079812108263,0.8664018299770714,0.9028226746682253,Invertebrate_JaccDist_av,regional
5,0.8779569226694051,0.8340317805826833,0.9236369682660713,Invertebrate_JaccDist_av,regional
6,0.9011775743005995,0.8932889743216718,0.9088384941289733,Invertebrate_JaccDist_av,regional
8,0.8940735510620489,0.8860239226579808,0.9022965489700754,Invertebrate_JaccDist_av,regional
Unprotected,0.8945474924364871,0.8912042054844255,0.8978003498068268,Invertebrate_JaccDist_av,regional
