PA_rank,emmean,lower.HPD,upper.HPD,fns,scale
5,2.1208676989879747,-1.8594543554509708,6.102374443149044,Arbuscularmycorrhizal_richness,regional
6,1.4765010256982327,-0.8090598347262176,3.2915992360155237,Arbuscularmycorrhizal_richness,regional
8,1.4982440740961467,-0.7874554697200711,3.5815656799567646,Arbuscularmycorrhizal_richness,regional
Unprotected,1.8393523053319019,-0.6171764970427862,3.555598158319904,Arbuscularmycorrhizal_richness,regional
3,20.371654251566923,14.899178093088835,25.31745731893082,Decomposer_richness,regional
5,10.662677321832204,1.166430343479351,20.46896162501644,Decomposer_richness,regional
6,13.809482443720047,9.70906422037223,17.89726157906507,Decomposer_richness,regional
8,12.708609795396036,8.597155818700621,16.72092169344228,Decomposer_richness,regional
Unprotected,13.295369829193877,9.411868102663206,16.959614123984007,Decomposer_richness,regional
3,0.648322035241888,-0.44688517011672013,3.494558417046827,Bac_JaccDist_av,regional
5,0.6529973441933024,-0.5278603446957848,3.4175830697636536,Bac_JaccDist_av,regional
6,0.6553221077802842,-0.5389191211718388,3.4217928037455776,Bac_JaccDist_av,regional
8,0.6540792874331689,-0.43675330281660407,3.5222356547003217,Bac_JaccDist_av,regional
Unprotected,0.6568092589792373,-0.44821294696666636,3.511951954042292,Bac_JaccDist_av,regional
3,0.8000286248055917,-1.3477101080291418,2.4938126845101922,Fungi_JaccDist_av,regional
5,0.8128411800125416,-1.2953691238856266,2.560274276663053,Fungi_JaccDist_av,regional
6,0.7922960194733637,-1.3299349383137553,2.518197987581669,Fungi_JaccDist_av,regional
8,0.7976011739298169,-1.3283884439108937,2.5222267018809563,Fungi_JaccDist_av,regional
Unprotected,0.799215850746819,-1.325811405827873,2.5228113780993042,Fungi_JaccDist_av,regional
3,0.8629656140762585,-0.4959439522142985,2.0764491763157875,Protist_JaccDist_av,regional
5,0.8812384875990333,-0.45522948995946594,2.1222944597838316,Protist_JaccDist_av,regional
6,0.8682026070073766,-0.4836952428012752,2.0914659765375827,Protist_JaccDist_av,regional
8,0.8663712194021966,-0.4615261853571623,2.11171173663738,Protist_JaccDist_av,regional
Unprotected,0.8688350160361147,-0.4519121739773001,2.1211495888986835,Protist_JaccDist_av,regional
3,0.8802023367255375,-0.26636804710580253,2.111066257785016,Invertebrate_JaccDist_av,regional
5,0.872727519942764,-0.29366346573048546,2.0831476858281004,Invertebrate_JaccDist_av,regional
6,0.8970720009646262,-0.258283426058316,2.122840626804509,Invertebrate_JaccDist_av,regional
8,0.8895784305129839,-0.2651876973585017,2.1156706901620206,Invertebrate_JaccDist_av,regional
Unprotected,0.8905619631807689,-0.2602979698460021,2.11976431383484,Invertebrate_JaccDist_av,regional
