Order_ID,Latitude_c,Longitude_c ,Eco_c,Soil_pH,Soil_salinity,Clay_silt_c,Soil_carbon_service,OM_decomposition_service,Water_regulation_service,Soil_stability_service,Nutrient_service,Pathogen_control,Richness_bacteria,Fungi_18s_richness,Invertebrate_18s_richness,Protist_18s_richness,Ectomycorrhizal_18s_richness,Arbuscular_mycorrhizal_18s_richness,Decomposers_18s_richness,Diss_Bacteria_std,Diss_Fungi_std,Diss_Protists_std,Diss_invert_std
1447,36.61167,60.38364,Grassland,7.92,215,57.22222222,0.011744631,0.059379418,0.307609723,0.447225003,0.047029018,0.773892774,4084.0000,216.0000,21.0000,260.0000,5.0000,2.0000,49.0000,0.0994,0.2543,0.2566,0.6005
1448,36.60317,60.37983,Shrubland,7.88,323,50.33333333,0.037301616,0.105210146,0.349318025,0.323768213,0.046793757,0.825174825,3783.0000,270.0000,45.0000,462.0000,7.0000,6.0000,53.0000,0.1295,0.1462,0.0000,0.3414
1449,36.59978,60.38375,Forest,7.73,1187,65.33333333,0.030545626,0.094825622,0.37677307,0.294850406,0.034823375,0.854312354,4006.0000,256.0000,31.0000,317.0000,6.0000,8.0000,44.0000,0.1302,0.1166,0.1943,0.4354
1450,36.59817,60.38675,Forest,7.77,926,50.77777778,0.051802582,0.164386858,0.360519683,0.255922589,0.046482713,0.865967366,4372.0000,248.0000,39.0000,388.0000,6.0000,8.0000,40.0000,0.1232,0.1680,0.1309,0.3128
1451,31.65,34.886,Forest,7.68,656,61.77777778,0.232739634,0.339944626,0.47485385,0.206984763,0.111519426,0.716783217,4406.0000,281.0000,103.0000,332.0000,8.0000,13.0000,51.0000,0.0922,0.2390,0.0627,0.2462
1452,31.655,34.891,Forest,7.43,1075,70.22222222,0.200769182,0.326727516,0.545201945,0.225892559,0.12318388,0.590909091,4135.0000,289.0000,85.0000,305.0000,7.0000,9.0000,59.0000,0.1333,0.2060,0.1425,0.2951
1453,31.674,34.883,Forest,7.63,693,73.44444444,0.114680631,0.324627995,0.449332831,0.230341453,0.10250866,0.793706294,4603.0000,340.0000,95.0000,319.0000,8.0000,19.0000,65.0000,0.1778,0.2632,0.2042,0.2466
1454,31.632,34.883,Forest,7.71,623,64,0.15337195,0.280354274,0.440415848,0.648537426,0.065874553,0.75990676,4551.0000,335.0000,105.0000,327.0000,14.0000,7.0000,57.0000,0.0773,0.2477,0.1910,0.3789
1455,32.575,35.109,Shrubland,7.63,860,78,0.133047322,0.20098089,0.541846526,0.051273496,0.091027246,0.395104895,2786.0000,275.0000,72.0000,282.0000,9.0000,10.0000,57.0000,0.2551,0.1515,0.1894,0.3552
1458,32.563,35.088,Shrubland,7.5,1074,84.88888889,0.101144029,0.092682856,0.498673469,0.159159159,0.083713677,0.87995338,687.0000,226.0000,15.0000,315.0000,1.0000,2.0000,52.0000,0.8782,0.2120,0.3417,0.6532
1459,31.277,34.646,Shrubland,7.87,464,22.11111111,0.025109036,0.161899087,0.288439448,0.016794572,0.056286889,0.892773893,3945.0000,214.0000,33.0000,341.0000,5.0000,9.0000,42.0000,0.1817,0.1566,0.1084,0.6135
1460,31.275,34.654,Shrubland,7.94,349,33.22222222,0.023615123,0.127399609,0.313819812,0.046824602,0.048957113,0.86013986,4092.0000,243.0000,37.0000,361.0000,2.0000,13.0000,40.0000,0.1579,0.1203,0.0926,0.4014
1461,31.271,34.657,Shrubland,8,343,25.77777778,0.016844596,0.138259652,0.288439448,0.220331443,0.039986225,0.643356643,4205.0000,217.0000,45.0000,363.0000,4.0000,13.0000,33.0000,0.1662,0.1924,0.1432,0.3124
1462,31.27,34.65,Shrubland,7.89,341,21.55555556,0.019724677,0.087765698,0.281862784,0.049049049,0.038385443,0.870629371,4146.0000,206.0000,53.0000,333.0000,1.0000,9.0000,34.0000,0.1569,0.2183,0.1736,0.2115
1472,0.68808,37.62736,Forest,7.73,273,22.33333333,0.012495165,0.034965433,0.275189404,0.292625959,0.109005978,0.924242424,4516.0000,196.0000,59.0000,386.0000,4.0000,6.0000,33.0000,0.2098,0.3042,0.2276,0.3660
1473,0.68808,37.61069,Forest,7.58,401,28,0.012679079,0.040562681,0.281862784,0.413858303,0.07371273,0.437062937,4410.0000,136.0000,35.0000,345.0000,2.0000,0.0000,32.0000,0.2627,0.3775,0.2207,0.5213
1474,0.68861,37.6065,Forest,8.19,270,24.11111111,0.032833345,0.01757746,0.26841716,0.361583806,0.080898972,0.834498834,4382.0000,164.0000,39.0000,471.0000,3.0000,1.0000,31.0000,0.3268,0.3043,0.1350,0.4091
1475,0.24289,36.54833,Grassland,6.02,680,58.55555556,0.058101399,0.129300592,0.435876293,0.635190746,0.151532485,0.91958042,4453.0000,246.0000,16.0000,403.0000,3.0000,2.0000,58.0000,0.1203,0.1304,0.2241,0.6123
1476,0.21658,36.58256,Grassland,6.1,432,58,0.072018682,0.134303846,0.407439837,0.855410967,0.100876828,0.878787879,4267.0000,249.0000,34.0000,380.0000,6.0000,7.0000,43.0000,0.1421,0.1585,0.2289,0.2216
1477,0.21792,36.58769,Forest,5.84,478,69.11111111,0.054668555,0.116372723,0.407439837,0.74974975,0.06322639,0.832167832,4618.0000,249.0000,29.0000,440.0000,6.0000,4.0000,44.0000,0.1049,0.1601,0.2079,0.4354
1478,26.59771,-103.86538,Shrubland,8.42,264,47.11111111,0.027393827,0.074739521,0.349318025,0.158046936,0.075881089,0.854312354,4628.0000,241.0000,38.0000,417.0000,5.0000,9.0000,39.0000,0.2306,0.1491,0.1819,0.2341
1479,26.59797,-103.85282,Grassland,8.4,369,46.77777778,0.028788006,0.076868015,0.349318025,0.212545879,0.079708541,0.786713287,4646.0000,226.0000,59.0000,386.0000,3.0000,4.0000,36.0000,0.2180,0.1899,0.1158,0.1785
1480,26.59927,-103.83978,Grassland,8.62,3850,55.66666667,0.023265688,0.082815213,0.360519683,0.319319319,0.16637854,0.892773893,4950.0000,220.0000,76.0000,404.0000,4.0000,9.0000,36.0000,0.2421,0.3918,0.1712,0.2504
1481,44.81247,110.01595,Grassland,8.28,1003,12.22222222,0.01316804,0.056006226,0.26841716,0.203648093,0.12872391,0.292540793,3467.0000,163.0000,38.0000,431.0000,3.0000,2.0000,35.0000,0.3736,0.2464,0.2466,0.5905
1482,44.81197,110.01779,Shrubland,8.41,203,15.22222222,0.006949942,0.010730601,0.218048592,0.181403626,0.03845439,0.765734266,4439.0000,173.0000,38.0000,505.0000,4.0000,2.0000,31.0000,0.1726,0.3157,0.0531,0.3481
1483,44.81171,110.02052,Shrubland,8.46,276,19.22222222,0.007416102,0.012783976,0.17856104,0.181403626,0.035923076,0.775058275,4497.0000,155.0000,33.0000,492.0000,4.0000,3.0000,30.0000,0.1793,0.3745,0.1057,0.3017
1484,44.81085,110.02584,Shrubland,8.27,368,26.66666667,0.008208041,0.024392777,0.240294252,0.277054833,0.038552914,0.839160839,4346.0000,138.0000,22.0000,276.0000,3.0000,1.0000,19.0000,0.1766,0.4083,0.2755,0.4207
1485,44.87133,110.18218,Shrubland,7.85,9690,39.77777778,0.033413405,0.047945058,0.301310918,0.022355689,0.244680749,0.694638695,3055.0000,152.0000,19.0000,301.0000,2.0000,1.0000,30.0000,0.4167,0.2660,0.3214,0.6180
1486,44.86871,110.17693,Shrubland,7.67,6220,63.22222222,0.026832516,0.03279938,0.407439837,0.064620176,0.157529496,0.702797203,3937.0000,170.0000,23.0000,359.0000,5.0000,3.0000,30.0000,0.2430,0.1924,0.2292,0.4851
1487,44.86707,110.17548,Shrubland,7.6,5210,50.11111111,0.028508147,0.037382562,0.371426561,0.160271382,0.306164944,0.693473193,3648.0000,185.0000,25.0000,370.0000,4.0000,2.0000,32.0000,0.2708,0.1637,0.1511,0.4890
1488,44.86254,110.16869,Shrubland,7.75,4130,72.88888889,0.013547206,0.061799996,0.407439837,0.000111222,0.152835249,0.427738928,3132.0000,170.0000,24.0000,309.0000,3.0000,0.0000,37.0000,0.3715,0.2575,0.3793,0.6773
1489,44.85478,110.24617,Shrubland,7.72,7880,26.66666667,0.017942713,0.057902786,0.232234026,0.014570126,0.251736333,0.433566434,2915.0000,155.0000,34.0000,371.0000,1.0000,2.0000,30.0000,0.4500,0.3583,0.2476,0.6113
1490,44.85377,110.24221,Shrubland,7.64,8900,33.55555556,0.015628678,0.064858909,0.307609723,0.164720276,0.192010058,0.477855478,3298.0000,148.0000,21.0000,480.0000,2.0000,2.0000,32.0000,0.3956,0.2971,0.2073,0.6377
1491,44.85123,110.23757,Shrubland,7.78,9430,41.11111111,0.023499132,0.041316546,0.313819812,0.084640196,0.203118503,0.459207459,3719.0000,140.0000,18.0000,394.0000,1.0000,0.0000,26.0000,0.2852,0.3252,0.2257,0.4527
1492,44.85214,110.23391,Shrubland,7.73,8270,49.66666667,0.03425265,0.078672401,0.412327353,0.114670226,0.119749504,0.710955711,3740.0000,148.0000,25.0000,378.0000,5.0000,0.0000,30.0000,0.3217,0.3103,0.2105,0.6456
1493,-23.25335,18.46941,Forest,6.32,128.3,7,0.013746716,0.068186727,0.153289006,0.275942609,0.040663959,0.62004662,4363.0000,215.0000,20.0000,379.0000,1.0000,3.0000,37.0000,0.1333,0.1651,0.1627,0.4811
1494,-23.2529,18.46659,Forest,6.28,33,6.444444444,0.004171764,0.023494562,0.153289006,0.55955956,0.009637643,0.897435897,3871.0000,220.0000,21.0000,386.0000,5.0000,7.0000,40.0000,0.3043,0.2845,0.2234,0.2580
1495,-23.25237,18.46352,Forest,6.26,34.8,7.333333333,0.002661819,0.031811138,0.12672097,0.590701813,0.011003492,0.948717949,4034.0000,239.0000,19.0000,426.0000,4.0000,8.0000,40.0000,0.2614,0.2125,0.1633,0.4826
1496,-21.9806,19.13877,Forest,6.3,106.3,8.111111111,0.036859193,0.06393477,0.202629643,0.75308642,0.026711466,0.918414918,4803.0000,326.0000,56.0000,461.0000,5.0000,9.0000,59.0000,0.1181,0.1956,0.1977,0.2217
1497,-21.98445,19.14229,Forest,6.27,64.8,8.777777778,0.014021748,0.07812904,0.170275127,0.67300634,0.024674353,0.967365967,4654.0000,306.0000,43.0000,328.0000,6.0000,8.0000,55.0000,0.1451,0.2560,0.2624,0.2823
1498,-21.9896,19.14349,Forest,5.75,63.7,9.333333333,0.015700043,0.137386082,0.186713308,0.767545323,0.031226612,0.958041958,4452.0000,270.0000,27.0000,335.0000,3.0000,6.0000,55.0000,0.2000,0.2778,0.2528,0.4581
1499,-19.06835,18.91422,Forest,6.4,79.5,4,0.009069988,0.020893879,0.161852257,0.523968413,0.015513188,0.889277389,4908.0000,227.0000,60.0000,527.0000,4.0000,7.0000,37.0000,0.1659,0.3285,0.1276,0.2495
1500,-19.07036,18.91669,Forest,5.64,32,2.666666667,0.014210764,0.017483015,0.161852257,0.548437326,0.011194251,0.993006993,3996.0000,243.0000,20.0000,440.0000,2.0000,7.0000,45.0000,0.3677,0.4206,0.2883,0.6473
1501,-19.07367,18.92027,Forest,5.58,22.2,3.222222222,0.005601351,0.012800771,0.161852257,0.561784006,0.011330388,0.975524476,4350.0000,196.0000,17.0000,265.0000,2.0000,2.0000,37.0000,0.2592,0.3976,0.3867,0.4305
1502,-24.05694,15.79339,Grassland,8.13,129.8,8.555555556,0.003941303,0.009284074,0.135727084,0.007896786,0.021043291,0.763403263,3775.0000,153.0000,15.0000,387.0000,6.0000,3.0000,26.0000,0.3156,0.5187,0.2126,0.8220
1503,-24.05342,15.79053,Grassland,8.08,112.9,11.66666667,0.001109977,0.006727133,0.170275127,0.066844622,0.01589854,0.905594406,3975.0000,144.0000,29.0000,344.0000,4.0000,3.0000,28.0000,0.4011,0.4669,0.3512,0.4004
1504,-24.04877,15.78561,Grassland,8.15,114.8,7.888888889,0.001527555,0.00822985,0.186713308,0.070181292,0.013257134,0.434731935,3905.0000,106.0000,20.0000,308.0000,1.0000,0.0000,17.0000,0.3605,0.5064,0.3363,0.4473
1505,-22.95814,15.56169,Grassland,7.42,81.7,6.777777778,0.002727048,0.045362752,0.170275127,0.196974753,0.04495713,0.918414918,4417.0000,188.0000,33.0000,356.0000,4.0000,2.0000,37.0000,0.1617,0.3589,0.1598,0.3597
1506,-22.95741,15.54695,Grassland,7.34,95.4,7.222222222,0.003809846,0.036938884,0.17856104,0.237014793,0.045376859,0.966200466,4630.0000,193.0000,28.0000,260.0000,6.0000,4.0000,44.0000,0.1677,0.2691,0.3354,0.3872
1507,-24.34024,15.77173,Shrubland,8.18,265,23.88888889,0.002604366,0.015693972,0.210399822,0.012345679,0.027054016,0.793706294,3697.0000,131.0000,15.0000,249.0000,4.0000,1.0000,19.0000,0.4050,0.4370,0.4173,0.6331
1508,-24.33415,15.76662,Grassland,8.14,226,6.666666667,0.003558221,0.036649025,0.194735141,0.026804582,0.033063367,0.958041958,3360.0000,138.0000,23.0000,345.0000,4.0000,3.0000,23.0000,0.3519,0.6111,0.2344,0.5274
1509,-24.32231,15.75855,Grassland,8.32,122.6,4.111111111,0,0.013405132,0.170275127,0.029029029,0.014602906,0.977855478,3843.0000,149.0000,24.0000,354.0000,3.0000,3.0000,34.0000,0.3287,0.3877,0.2677,0.4434
1510,-25.13081,19.9786,Shrubland,6.29,54.8,3.222222222,0.003554333,0.023070183,0.17856104,0.092425759,0.038053793,0.658508159,4011.0000,215.0000,41.0000,387.0000,3.0000,4.0000,41.0000,0.2808,0.2321,0.1724,0.4261
1511,-25.12885,19.98408,Grassland,5.91,38.3,2.222222222,0.003850766,0.026199636,0.210399822,0.096874652,0.028308018,0.8997669,3742.0000,226.0000,29.0000,433.0000,1.0000,2.0000,49.0000,0.2921,0.2599,0.2271,0.4672
1512,-25.12635,19.98935,Grassland,6.04,39.4,1.888888889,0.002666309,0.019722514,0.153289006,0.138026916,0.039442623,0.87995338,3734.0000,234.0000,38.0000,442.0000,3.0000,7.0000,51.0000,0.3093,0.2162,0.2815,0.5076
1513,13.522,2.7025,Shrubland,4.97,84.2,14.44444444,0.007567142,0.027572718,0.144581834,0.225892559,0.022902605,0.927738928,3703.0000,247.0000,31.0000,449.0000,5.0000,2.0000,44.0000,0.4393,0.2862,0.2344,0.4856
1514,13.52344,2.70822,Shrubland,5.26,94.7,7.777777778,0.008314063,0.030664626,0.247484768,0.501723946,0.027375536,0.968531469,4100.0000,185.0000,46.0000,380.0000,2.0000,4.0000,28.0000,0.2799,0.4971,0.2228,0.4164
1515,13.19106,2.111,Shrubland,4.92,56.5,10,0.005956564,0.019709269,0.17856104,0.223668113,0.022446376,0.953379953,5222.0000,330.0000,86.0000,524.0000,22.0000,16.0000,60.0000,0.1440,0.2878,0.1051,0.2257
1516,13.19061,2.10764,Shrubland,4.71,52.8,10,0.005261972,0.013807783,0.170275127,0.284840396,0.019691678,0.984848485,2937.0000,198.0000,23.0000,342.0000,0.0000,9.0000,34.0000,0.6228,0.5191,0.4373,0.5121
1517,12.80572,2.15083,Shrubland,5.75,751,11.11111111,0.007137216,0.099700587,0.232993112,0.337114893,0.171953998,0.977855478,4273.0000,253.0000,44.0000,523.0000,3.0000,6.0000,51.0000,0.3393,0.4050,0.2761,0.2664
1518,12.80514,2.17553,Shrubland,4.9,55.7,10,0.007711659,0.024009111,0.144581834,0.224780336,0.030521285,0.979020979,4504.0000,204.0000,55.0000,443.0000,3.0000,10.0000,43.0000,0.4163,0.5049,0.3210,0.3243
1519,31.55473,35.21655,Shrubland,7.76,973,73.88888889,0.067365472,0.089516818,0.402490454,0.294850406,0.060515254,0.828671329,4357.0000,259.0000,63.0000,308.0000,7.0000,16.0000,41.0000,0.0992,0.2547,0.1854,0.2966
1520,31.55507,35.21578,Shrubland,7.75,799,75.55555556,0.070799306,0.1844729,0.382050143,0.171393616,0.062660744,0.832167832,4279.0000,265.0000,67.0000,305.0000,5.0000,13.0000,46.0000,0.0935,0.3091,0.1142,0.4235
1521,31.55444,35.21579,Shrubland,7.56,1060,75.22222222,0.051041965,0.149428427,0.402490454,0.320431543,0.063118537,0.874125874,4470.0000,263.0000,57.0000,334.0000,7.0000,17.0000,42.0000,0.1235,0.2086,0.0993,0.2606
1528,38.07486,-6.99667,Forest,6.36,196.7,57.77777778,0.122896761,0.298758549,0.407439837,0.170281393,0.070797899,0.565268065,3998.0000,325.0000,62.0000,361.0000,20.0000,21.0000,51.0000,0.1646,0.3026,0.1453,0.2320
1529,38.07808,-6.99596,Forest,6.37,234,42.88888889,0.126496964,0.302461496,0.426630084,0.097986876,0.081238592,0.937062937,4943.0000,305.0000,64.0000,356.0000,16.0000,15.0000,45.0000,0.1054,0.3612,0.1196,0.0882
1530,38.08376,-7.00648,Forest,5.69,149.7,38.77777778,0.070403081,0.253658179,0.382050143,0.479479479,0.043871538,0.98018648,4518.0000,235.0000,49.0000,242.0000,21.0000,3.0000,40.0000,0.2199,0.3279,0.3695,0.2298
1531,38.70364,-8.32043,Forest,6.69,338,33.77777778,0.1323759,0.245491498,0.392401326,0.491713936,0.10509745,0.976689977,5142.0000,322.0000,89.0000,428.0000,25.0000,9.0000,44.0000,0.1764,0.4264,0.1980,0.1690
1532,38.70527,-8.31967,Forest,6.44,287,30.33333333,0.10987765,0.158602804,0.407439837,0.445000556,0.080190847,0.965034965,5086.0000,276.0000,75.0000,328.0000,16.0000,10.0000,42.0000,0.1661,0.4991,0.2886,0.1558
1533,38.7083,-8.31899,Forest,6.01,217,31.33333333,0.075215789,0.106364275,0.366009238,0.459459459,0.055070096,0.977855478,5251.0000,319.0000,100.0000,384.0000,24.0000,12.0000,50.0000,0.2007,0.3707,0.3181,0.1568
1534,37.58968,-8.07378,Forest,5.71,317,30,0.055062137,0.174553479,0.240294252,0.045712379,0.041812507,0.891608392,4258.0000,323.0000,65.0000,470.0000,17.0000,9.0000,54.0000,0.1545,0.3472,0.1429,0.2381
1536,37.58949,-8.05996,Forest,6.2,186.5,9.888888889,0.085008802,0.09899946,0.387259126,0.150261372,0.059144734,0.965034965,5043.0000,334.0000,73.0000,544.0000,12.0000,15.0000,62.0000,0.0999,0.2152,0.1221,0.1343
1537,38.85531,-8.84724,Forest,6.23,803,25,0.031474062,0.037001254,0.337809472,0.066844622,0.133883199,0.827505828,4433.0000,249.0000,31.0000,551.0000,8.0000,8.0000,44.0000,0.2893,0.3999,0.3048,0.4106
1538,38.84673,-8.85405,Forest,5.72,404,21.22222222,0.079670799,0.036305094,0.261543837,0.348237126,0.081481676,0.684149184,4700.0000,247.0000,38.0000,501.0000,15.0000,2.0000,48.0000,0.2994,0.3507,0.2270,0.3061
1539,38.8468,-8.85658,Forest,4.83,88.7,16.11111111,0.086907341,0.040192263,0.218048592,0.417194973,0.030471441,0.982517483,4418.0000,236.0000,68.0000,308.0000,21.0000,4.0000,41.0000,0.3779,0.4685,0.3886,0.2585
1540,38.10917,-8.51801,Forest,5.24,284,39.77777778,0.1137725,0.238885461,0.392401326,0.050161272,0.071539085,0.956876457,4489.0000,303.0000,48.0000,358.0000,18.0000,5.0000,64.0000,0.1826,0.2546,0.2280,0.2698
1541,38.10661,-8.51733,Shrubland,5.25,260,41.66666667,0.167294302,0.28989075,0.453712178,0.047936826,0.086417907,0.988344988,4907.0000,274.0000,78.0000,412.0000,12.0000,10.0000,42.0000,0.1365,0.3009,0.2190,0.2217
1542,38.10872,-8.51155,Forest,5.55,141.7,37.66666667,0.098076073,0.121984067,0.407439837,0.240351463,0.043818419,0.988344988,5018.0000,365.0000,69.0000,433.0000,23.0000,8.0000,56.0000,0.2070,0.2822,0.2028,0.2988
1543,-33.09214,22.24269,Shrubland,7.9,1067,18.88888889,0.051014196,0.035760854,0.294921483,0.084640196,0.11541456,0.857808858,4429.0000,164.0000,49.0000,443.0000,1.0000,0.0000,32.0000,0.1632,0.2460,0.1546,0.2098
1544,-33.08915,22.24581,Shrubland,7.94,323,22.22222222,0.018513425,0.016890664,0.254567156,0.198086976,0.048126203,0.769230769,4770.0000,199.0000,45.0000,472.0000,3.0000,1.0000,45.0000,0.1278,0.1472,0.0742,0.2712
1545,-33.16652,22.26738,Shrubland,7.95,464,20,0.016092637,0.025808481,0.240294252,0.344900456,0.044319371,0.878787879,4746.0000,207.0000,36.0000,479.0000,7.0000,4.0000,39.0000,0.1626,0.1450,0.0985,0.2916
1546,-32.58716,24.76612,Shrubland,6.86,176,18.88888889,0.011539463,0.052266487,0.17856104,0.325992659,0.038525671,0.8997669,5189.0000,222.0000,51.0000,535.0000,4.0000,4.0000,40.0000,0.0949,0.1685,0.1049,0.3017
1547,-32.59074,24.76317,Shrubland,6.12,66.7,21.11111111,0.016010938,0.024244637,0.225578777,0.486152819,0.035401674,0.934731935,5017.0000,265.0000,45.0000,559.0000,7.0000,2.0000,46.0000,0.1190,0.1218,0.0458,0.3017
1548,-32.62215,24.68815,Shrubland,7.04,123.7,17.77777778,0.008730742,0.039549504,0.194735141,0.598487376,0.025187922,0.935897436,4962.0000,196.0000,49.0000,457.0000,2.0000,2.0000,41.0000,0.1391,0.1772,0.0845,0.3291
1549,-24.15138,27.28013,Forest,6.09,406,32.77777778,0.063022851,0.148549557,0.307609723,0.74641308,0.17712287,0.629370629,4459.0000,279.0000,54.0000,354.0000,4.0000,2.0000,49.0000,0.0818,0.1175,0.1673,0.1815
1550,-24.14875,27.2781,Forest,6.15,201,33.77777778,0.029000295,0.043469376,0.319943047,0.905461017,0.050931665,0.674825175,4714.0000,306.0000,59.0000,332.0000,5.0000,11.0000,50.0000,0.1502,0.2765,0.2022,0.4427
1551,-24.14367,27.27751,Forest,5.8,315,41.88888889,0.053316738,0.024980492,0.301310918,0.837615393,0.065092042,0.127039627,4971.0000,350.0000,78.0000,388.0000,6.0000,9.0000,61.0000,0.1531,0.2000,0.1196,0.2001
1552,-24.13912,27.28577,Forest,5.94,359,47.88888889,0.055665256,0.116140356,0.343602893,0.905461017,0.109471604,0.655011655,4734.0000,378.0000,85.0000,361.0000,9.0000,8.0000,67.0000,0.1443,0.2204,0.2357,0.1948
1553,-23.84714,29.69779,Grassland,5.92,100.5,21.55555556,0.021586286,0.035435344,0.247484768,0.977755533,0.039158654,0.868298368,4890.0000,401.0000,86.0000,507.0000,9.0000,13.0000,58.0000,0.2189,0.2755,0.1633,0.1228
1554,-23.84849,29.69502,Grassland,6.29,101.6,21.66666667,0.022112934,0.023270331,0.240294252,0.98665332,0.034141474,0.913752914,4957.0000,380.0000,99.0000,414.0000,13.0000,15.0000,74.0000,0.1354,0.3043,0.2969,0.1391
1555,-23.84961,29.6927,Grassland,6.27,102.4,17.88888889,0.023138053,0.018129008,0.261543837,0.961072183,0.032080736,0.916083916,4869.0000,353.0000,102.0000,481.0000,7.0000,9.0000,61.0000,0.1490,0.3068,0.1614,0.1366
1556,-23.82898,29.68705,Grassland,6.07,130.9,26,0.028863966,0.029113629,0.281862784,0.941052163,0.036740321,0.904428904,4832.0000,407.0000,92.0000,487.0000,10.0000,9.0000,66.0000,0.1718,0.3166,0.2023,0.1814
1557,-26.08351,26.21385,Grassland,7.01,592,17.66666667,0.059287075,0.071720455,0.343602893,0.86986987,0.094696493,0.685314685,4065.0000,332.0000,51.0000,466.0000,9.0000,4.0000,58.0000,0.1884,0.2235,0.1608,0.0512
1558,-26.08095,26.21334,Grassland,6.8,266,19.22222222,0.049292978,0.065260075,0.275189404,0.751974196,0.074938813,0.885780886,4527.0000,288.0000,74.0000,385.0000,6.0000,3.0000,45.0000,0.0935,0.1824,0.1689,0.2075
1559,-26.07894,26.21026,Grassland,6.22,94.2,20.55555556,0.033827676,0.05827371,0.294921483,0.677455233,0.029865057,0.843822844,4520.0000,359.0000,71.0000,496.0000,6.0000,8.0000,63.0000,0.1666,0.2578,0.1437,0.1510
1560,-26.07565,26.20792,Grassland,6.77,67.1,30.22222222,0.009868378,0.057776495,0.254567156,0.445000556,0.018615327,0.926573427,4180.0000,233.0000,36.0000,227.0000,4.0000,9.0000,46.0000,0.2304,0.2775,0.3273,0.6599
1561,-23.85603,31.24022,Forest,6,327,20,0.030602401,0.044282047,0.240294252,0.66966967,0.146416677,0.891608392,3912.0000,284.0000,49.0000,488.0000,3.0000,4.0000,57.0000,0.2267,0.2311,0.2235,0.2856
1562,-23.84789,31.22651,Forest,5.83,217,19.77777778,0.021329977,0.035661015,0.240294252,0.482816149,0.066310555,0.87995338,4495.0000,287.0000,74.0000,611.0000,10.0000,4.0000,44.0000,0.0918,0.1974,0.1039,0.2258
1563,-23.83262,31.21243,Forest,5.93,170.6,16.88888889,0.023839739,0.102887178,0.225578777,0.678567456,0.058335361,0.913752914,4770.0000,347.0000,88.0000,572.0000,10.0000,7.0000,62.0000,0.1266,0.1777,0.1345,0.1850
1564,-23.14474,29.56172,Forest,6.17,377,17.55555556,0.028558125,0.06061865,0.210399822,0.727505283,0.117057664,0.814685315,4483.0000,327.0000,119.0000,559.0000,8.0000,5.0000,60.0000,0.0889,0.1351,0.1147,0.1300
1565,-23.14224,29.56416,Forest,6.81,246,18.77777778,0.030874969,0.049482176,0.240294252,0.905461017,0.061276236,0.741258741,4626.0000,314.0000,105.0000,501.0000,8.0000,9.0000,42.0000,0.1500,0.2213,0.1519,0.0897
1566,-23.13721,29.56275,Forest,5.91,167.3,23,0.02742709,0.047600493,0.240294252,0.938827717,0.050758975,0.848484848,4718.0000,302.0000,91.0000,417.0000,4.0000,3.0000,47.0000,0.1444,0.1839,0.1313,0.1280
1567,-23.14033,29.61382,Forest,6.17,69.9,22,0.014821527,0.030142231,0.210399822,0.978867757,0.028727395,0.777389277,4636.0000,325.0000,70.0000,503.0000,9.0000,5.0000,56.0000,0.1178,0.2553,0.0895,0.1542
1568,40.18425,-3.62668,Shrubland,7.48,381,51.22222222,0.079988966,0.1223882,0.417154154,0.312645979,0.073394825,0.869463869,4384.0000,332.0000,59.0000,316.0000,14.0000,20.0000,48.0000,0.0907,0.2398,0.1773,0.2667
1569,40.18608,-3.62409,Shrubland,7.52,350,54.66666667,0.070273577,0.091785791,0.417154154,0.422756089,0.058008339,0.84965035,4284.0000,327.0000,61.0000,334.0000,14.0000,10.0000,54.0000,0.0744,0.2277,0.2113,0.2644
1570,40.18089,-3.6148,Shrubland,7.56,413,50.55555556,0.052338766,0.078836043,0.371426561,0.491713936,0.05554806,0.844988345,4483.0000,358.0000,73.0000,354.0000,18.0000,17.0000,63.0000,0.0919,0.2329,0.1166,0.1614
1571,39.76372,-5.94283,Forest,6.35,263,48.11111111,0.135200863,0.26126755,0.397478021,0.124680236,0.113100851,0.872960373,4469.0000,433.0000,67.0000,427.0000,23.0000,23.0000,59.0000,0.0660,0.2126,0.1695,0.1780
1572,39.75716,-5.93981,Forest,5.9,197.3,35.77777778,0.149886542,0.185620542,0.37677307,0.337114893,0.075293675,0.952214452,4810.0000,399.0000,93.0000,416.0000,16.0000,11.0000,66.0000,0.1284,0.3190,0.2319,0.1352
1573,39.75359,-5.93905,Forest,5.84,223,46.66666667,0.144789881,0.283474026,0.435876293,0.270381493,0.087293438,0.882284382,4637.0000,393.0000,75.0000,460.0000,17.0000,11.0000,56.0000,0.1302,0.2295,0.1747,0.1355
1574,39.75214,-5.93865,Forest,5.52,93.6,37.44444444,0.083708127,0.11481878,0.337809472,0.310421533,0.039486636,0.916083916,4696.0000,402.0000,69.0000,345.0000,18.0000,13.0000,55.0000,0.1918,0.2454,0.2194,0.2791
1575,39.73394,-4.41092,Shrubland,6.58,171.4,16.77777778,0.029486401,0.119932304,0.313819812,0.125792459,0.047147861,0.814685315,4196.0000,307.0000,81.0000,391.0000,13.0000,10.0000,47.0000,0.0053,0.1472,0.0544,0.1455
1576,39.73596,-4.41244,Shrubland,6.35,150.3,14.44444444,0.028402945,0.12209984,0.319943047,0.305972639,0.050909601,0.914918415,4232.0000,292.0000,76.0000,326.0000,14.0000,5.0000,60.0000,0.0000,0.0674,0.1276,0.2078
