SampleID,LC,Latitude,Longitude,Elevation,AnnualPrec,AnnualTemp,Soil_pH,Soil_salinity,Soil_texture,Soil_carbon_service,OM_decomposition_service,Soil_stability_service,Nutrient_service,Pathogen_control,Bac_richness,Fungi_richness,Invertebrate_richness,Protist_richness,Nematode_richness,Bac_shannonDiv,Fungi_shannonDiv,Invertebrate_shannonDiv,Protist_shannonDiv,Ectomycorrhizal_richness,Arbuscularmycorrhizal_richness,Decomposer_richness,Bac_JaccDist_av,Fungi_JaccDist_av,Protist_JaccDist_av,Invertebrate_JaccDist_av,PA,PA_type,PA_rank
13,Woodland,available on request,available on request,162,1532.2,1.4550000000000012,4.46,75,58.11,16.35,0.2436040242327999,1.6512232005371297,-0.4748490526362502,0.97435897435897445,2898,234,67,192,35,7.06925372106248,3.73403487821242,3.15481556992156,3.83845685691581,6,1,21,0.7498422771143637,0.7841038288802158,0.895027706113848,0.8663336860721773,0,NA,NA
14,Cropland,available on request,available on request,51,1515.6,1.5150000000000037,5.05,140.23,24.59,2.51,-0.3652969296169464,0.08123602871110773,0.3854728293163029,0.9761904761904762,3595,168,27,375,19,7.53052351224264,3.31353773815987,2.21617681082116,4.79746740053416,2,1,10,0.7605740620934816,0.7930818114967383,0.8623950571868111,0.9196346929173942,0,NA,NA
15,Other,available on request,available on request,45,1517.4,1.5150000000000037,4.34,42.97,30.14,1.68,-0.33135524834429547,-0.7621550943398003,-0.440395717214017,1,574,36,7,32,6,5.5546558709022,2.47699922957115,1.45510064657852,1.17580467010569,0,1,6,0.9251773509643332,0.907317582280936,0.9703966984820828,0.9498394625019826,0,NA,NA
16,Cropland,available on request,available on request,44,1516,1.5050000000000012,4.52,178.23,43.8,3.73,-0.3727256749520927,-0.17917733196595942,0.4633621996722222,0.9720670391061452,3530,179,28,487,20,7.44312654227395,3.81658071434037,3.00419311657087,5.21061461176852,0,2,11,0.7584594748956508,0.8240669373374995,0.8707918596136496,0.919183587506914,0,NA,NA
17,Grassland,available on request,available on request,99,1605.3000000000002,1.4950000000000043,4.55,109.93,25.41,6.23,0.312768204939334,0.01763845463396175,0.7507928594874376,0.963963963963964,3503,222,46,353,29,7.48871260063896,4.00077524588702,2.68253135545827,4.15664737658114,2,4,17,0.7402468918790702,0.7827861765619837,0.8636451366650985,0.8626597997656441,0,NA,NA
18,Woodland,available on request,available on request,129,1485.7,1.4750000000000056,4.08,120,28.55,21.08,0.01331291884326611,1.832251824630841,-0.6187071701853855,0.9928057553956836,2385,139,48,129,17,6.65460389804673,3.40699249538509,3.13162972979829,1.1505980737663,2,0,14,0.7730994544004798,0.8292648223702102,0.9143758083137824,0.8794825315221741,0,NA,NA
19,Other,available on request,available on request,735,909.5,1.2550000000000012,6.49,173.1,32.41,2.41,-0.660909761229318,-0.6742408007625685,0.1806346245143797,0.9668508287292816,3469,181,36,307,23,7.39704967846348,3.55518396530505,2.52119711585853,4.29851936426116,2,8,9,0.7918950188613362,0.790678838548238,0.8782987898638315,0.8996323717202492,0,NA,NA
20,Woodland,available on request,available on request,769,891.7,1.2550000000000012,5.17,81.5,47.84,3,-0.7441629417094052,-1.3713200930983476,-0.24614227471413425,0.9705882352941176,3211,170,53,266,34,7.25727489294227,3.25456380996725,2.95637456510693,4.53581745026643,10,0,6,0.7465614563180433,0.8018089542615556,0.8694493864596724,0.8658678902785579,0,NA,NA
21,Grassland,available on request,available on request,751,877.5,1.2650000000000037,4.26,44.13,32.24,0.98,-0.9604931291415092,-1.7637171251543398,-0.16200833510248777,0.9715909090909092,3478,176,30,372,17,7.39544638985341,3.76321036791992,2.28595186325323,4.56206982683596,1,1,9,0.7596810046876713,0.7743681989769262,0.8554990496271728,0.9128232390115174,0,NA,NA
22,Cropland,available on request,available on request,721,854.4000000000001,1.2850000000000024,4.57,32.23,43.37,1.02,-0.9238617297302708,-2.100615921243598,-0.14779208479825806,0.9473684210526316,1071,95,14,82,9,6.17691783442184,3.60961899165091,1.91588413460865,4.02541784170653,0,0,8,0.8675392254266583,0.8084509738326346,0.918040124419886,0.9112257025603612,1,V,6
25,Other,available on request,available on request,692,685.9000000000001,1.305000000000001,5.18,66.47,27.31,1.71,-0.862894785255622,-0.9519127972284148,-0.05158066945225502,0.9672131147540984,3679,183,93,413,55,7.47265914373838,4.04314833652242,3.56433148265573,5.61132330934751,1,6,8,0.7663672608464769,0.7871649041446657,0.8612309956673546,0.8747399762880932,1,V,6
26,Grassland,available on request,available on request,770,801.5,1.2550000000000012,4.21,148.6,31.48,6.15,0.6744712536712826,-0.18313035764879387,0.435376944976148,0.9634146341463414,2498,164,41,254,29,6.56045143018952,3.19408999409909,2.90933914609759,2.80729143856991,2,4,8,0.7586489045948099,0.8186006426164064,0.8721952449560737,0.8989119786914668,1,V,6
27,Cropland,available on request,available on request,784,871.2,1.2350000000000023,4.38,28.03,58.69,0.94,-1.089471517977583,-1.9557568586421936,-0.32456803902463666,0.9548387096774194,2709,155,34,197,23,6.97254992406624,3.62882209043722,2.55628600740692,4.94578238414168,12,0,9,0.7884959761494056,0.7940552595786722,0.8799465511565957,0.8690587080959563,0,NA,NA
28,Woodland,available on request,available on request,707,867.6,1.2850000000000024,6.26,129.6,23.45,3.88,-0.7437786962610357,-0.7295270448157115,0.2364081971138653,0.9932432432432432,3362,148,51,168,25,7.35981001064827,3.18427872737385,2.42510296841766,4.56791424138298,10,0,8,0.7710584572246993,0.8179970780943365,0.9062867567302628,0.8888438223455878,0,Not Reported,8
31,Woodland,available on request,available on request,101,1719.8000000000002,1.4450000000000045,3.88,126,41.27,19.04,1.202296417915036,0.7138884844842246,-0.4896433518984177,0.9929078014184396,2051,141,50,123,22,6.46168126103892,3.22172495362461,2.81311444742553,4.22216860422048,5,0,15,0.7802995998160394,0.83490531288183,0.9225800117172832,0.8932793578296954,0,NA,NA
32,Woodland,available on request,available on request,311,1975.6,1.3450000000000046,4.38,77,31.61,20.42,1.987053705301951,1.605295775963378,-0.5149033252009999,0.9806451612903224,2347,155,38,73,18,6.68887683467018,3.77699215553222,2.94135295104009,0.573705048760652,5,0,16,0.7718343972843932,0.8196405402151004,0.9498772336850474,0.8904182766460134,0,NA,NA
35,Woodland,available on request,available on request,548,1104.2,1.3250000000000055,4.39,45,25.13,8.74,-0.3212367848705618,-1.2886058364603652,-0.41910145649449304,0.9707602339181288,2695,171,52,155,22,6.9119936446601,3.67443764166476,2.7209894946485,4.47522768339135,7,0,11,0.759259173532897,0.8040503299848941,0.9017940408952017,0.878468252134742,0,Not Reported,8
36,Grassland,available on request,available on request,702,1285.4,1.2350000000000023,4.58,52.47,38.87,4.53,-0.7841244683398472,-1.062896799049317,-0.3530939681893852,0.9672131147540984,3196,183,49,242,32,7.2582829194433804,3.50493902549993,2.76323486606621,3.40804251643568,1,3,12,0.7372838969609139,0.7785608058247439,0.8608781892359347,0.8762540939769539,0,Not Reported,8
37,Woodland,available on request,available on request,742,1346.7,1.2050000000000012,4.28,45,43.46,4.27,-0.9415370203552738,-0.8506928935452388,-0.7229781876340141,0.9732142857142856,2603,112,30,91,15,6.83454179653064,2.86507938874833,1.28806879043761,4.26169979787903,3,0,14,0.7643691410009674,0.8051809189249366,0.9128521619878138,0.8824000293531175,0,Not Reported,8
38,Other,available on request,available on request,779,1383.6,1.1850000000000025,4.59,64.4,40.97,2.57,-0.03817597123826482,-0.336094993416895,0.2245806490424861,0.9685863874345548,3405,191,31,261,17,7.39362225330044,3.77298054519627,2.96296214587721,3.419922473852,4,2,13,0.7433573126629213,0.7632537533822236,0.8709915920527621,0.8757267025979858,0,Not Reported,8
39,Cropland,available on request,available on request,840,1408.2,1.1450000000000045,4.73,59.43,42.32,3.26,-0.7065068877691811,-0.6366247062128213,0.04034123874461473,0.9594594594594594,3472,222,43,324,29,7.45111085180822,4.17051926596804,3.10102157054046,2.31682842702961,7,1,11,0.7431472855340343,0.7632434006044017,0.8454756177109359,0.8917988154232946,0,NA,NA
40,Cropland,available on request,available on request,750,1407.4,1.2050000000000012,4.81,70.63,49.76,2.96,-0.4244707286658701,-0.612307986712736,-0.4776057755895235,0.9666666666666668,3389,240,46,336,34,7.41033709130904,4.06024956762505,3.10674441060515,4.27388337194177,9,2,16,0.7389818011889646,0.7708749355232197,0.859656916399858,0.8727332844165693,0,Not Reported,8
43,Other,available on request,available on request,600,1545.4,1.2450000000000043,5.09,64.6,24.1,3.72,-0.6114701802057585,-0.2806029925064439,0.15821904628175193,0.97165991902834,3455,247,56,385,32,7.41946508259605,4.13381004487418,3.15772813155175,5.35974628391446,1,5,16,0.7394890255762585,0.7708475281570304,0.8472811504207349,0.8804065726566456,0,NA,NA
44,Woodland,available on request,available on request,633,1502.4,1.2350000000000023,3.78,119.5,20.28,7.59,0.10937428093567449,1.3216007151290494,-0.38740342259173066,0.9823529411764704,2663,170,73,144,33,6.92814839189069,3.40944785523112,3.46240212054035,4.0402334760469,12,0,17,0.7603105221093592,0.8265772962912857,0.9054461314782128,0.8955653950529274,0,NA,NA
45,Grassland,available on request,available on request,254,1367.9,1.4350000000000025,5.18,52.57,28.25,1.98,-0.7173938421396542,-0.4179799875693617,0.04692365387021953,0.9607843137254902,3398,204,60,345,40,7.42056534881856,3.6904793685326,3.54983885536069,3.86546200358861,3,3,13,0.7382137214590531,0.780732657682646,0.8519174550464806,0.8682721616641621,0,NA,NA
46,Cropland,available on request,available on request,228,1308,1.4350000000000025,5.08,109.57,20.58,2.03,-0.5401286086251297,0.3277327437665881,0.17363563831600948,0.98125,3689,160,33,363,22,7.53608944601858,4.04316290074598,2.62186053581194,5.3670811429528,1,1,13,0.7631855439986535,0.8089928223583317,0.8666592029292016,0.9020455511631432,0,NA,NA
47,Cropland,available on request,available on request,440,1629.2,1.3350000000000022,3.93,370.23,28.56,1.7,-0.4183228014919559,0.16021548663612845,-0.2569512328029273,0.9523809523809524,2500,84,7,94,4,6.97971370039013,3.04507352522731,1.70479701976969,4.14514378337039,2,0,7,0.8160494611848688,0.827260269638949,0.9335152858008012,0.9390818332029444,0,NA,NA
48,Woodland,available on request,available on request,822,1812.1,1.1450000000000045,3.78,149.5,37.75,19.04,1.1436349461306057,1.441937301373062,0.06179234169710075,1,2328,173,41,167,23,6.72048240810869,3.58328361100129,2.3718388978936,4.57200390731075,7,0,14,0.7650445961994714,0.8179971916622047,0.9064500886272172,0.8640161095920343,0,Not Reported,8
49,Woodland,available on request,available on request,404,1969,1.365000000000003,4.04,99.7,32.44,17.45,0.30060043240762885,1.693833575168817,-0.590640996130583,0.984375,2384,128,48,82,25,6.68264488963763,3.47145587888004,3.32541992052123,0.6320955933343,7,1,14,0.7754911017935247,0.834641560685513,0.9295037736749612,0.8605328899332352,0,NA,NA
50,Other,available on request,available on request,760,1991,1.1850000000000025,4.6,45.8,32.96,6.72,-0.7449314326061446,-0.7561320299713175,-0.6782799453250729,0.9705882352941176,3170,170,39,344,27,7.1846859061893404,3.61718848509834,3.02145585232125,3.5364391970427,2,2,15,0.7598343179087482,0.8012185946144205,0.871065855132822,0.885437100441572,0,NA,NA
51,Cropland,available on request,available on request,474,1852.9,1.3350000000000022,4.42,68.93,36.31,6.6,0.03585531848095109,-0.09500407215797212,-0.5108658150531068,0.9698275862068966,3421,232,59,463,36,7.44344210497823,3.96576546874557,3.27383173532465,5.3646217978226,3,3,18,0.7497188611413861,0.7669195305192841,0.8485149605221001,0.8930144106795384,0,NA,NA
