SampleID,LC,Latitude,Longitude,Elevation,AnnualPrec,AnnualTemp,Soil_pH,Soil_salinity,Soil_texture,Soil_carbon_service,OM_decomposition_service,Soil_stability_service,Nutrient_service,Pathogen_control,Bac_richness,Fungi_richness,Invertebrate_richness,Protist_richness,Nematode_richness,Bac_shannonDiv,Fungi_shannonDiv,Invertebrate_shannonDiv,Protist_shannonDiv,Ectomycorrhizal_richness,Arbuscularmycorrhizal_richness,Decomposer_richness,Bac_JaccDist_av,Fungi_JaccDist_av,Protist_JaccDist_av,Invertebrate_JaccDist_av,PA,PA_type,PA_rank
1027,Dryland,-45.38406,-70.25333,534,227.7,1.0050000000000012,6.89,106.8,9.888888888888886,7.298126679755349,-0.39610494546868064,44.99999999999999,-0.10655346289544826,0.9698996655518396,4170,299,35,344,20,7.56364898731496,4.31525182140543,2.67900817196405,4.71967971215282,3,2,20,0.8647132043150441,0.8241141523689829,0.8698679967406925,0.9269314345164,0,NA,NA
1028,Dryland,-45.43025,-70.2955,541,228.5,0.9950000000000044,6.87,38,6.7777777777777715,4.569563120902754,-0.5231014001509756,44.22222222222222,-0.18006676862482876,0.9590163934426228,4091,244,43,315,22,7.52129533965728,3.86649498452216,2.29484710807402,4.78146474932821,7,0,14,0.8693660710223421,0.8216061538402952,0.870421456927206,0.9327359819105702,0,NA,NA
1030,Dryland,-45.55611,-71.47211,671,633.1,0.6950000000000045,6.57,72.8,24.444444444444457,17.207324458185607,0.9141098790101402,43.333333333333336,0.832059664197749,0.9661016949152542,4408,354,62,427,42,7.7586895426991,4.43938450094406,3.42770533833785,5.11441613676141,3,9,29,0.8810634231057165,0.8315690280350747,0.8858336219875366,0.9216036918780144,0,NA,NA
1031,Dryland,-45.58158,-71.47075,687,608,0.6850000000000023,6.31,74.6,23.66666666666667,12.823364060150016,0.40005836448135135,48.88888888888889,0.683790930206146,0.9784688995215312,4414,418,70,393,39,7.73319062989543,4.45600627844193,3.31833514244059,5.31996867151516,8,5,24,0.8804888342396909,0.8291983823461634,0.8819612137876782,0.9061242543634394,0,NA,NA
1032,Dryland,-45.57636,-71.38994,654,532.6,0.7150000000000034,6.19,79,14.444444444444445,13.449372268412356,0.36649106565486494,45.44444444444444,0.5627141388272181,0.9662576687116564,4403,326,48,339,20,7.7595802455112,4.30145117253089,3.01346891595671,4.8037281136209,6,4,19,0.8777276468265248,0.8240596786266047,0.875335731013587,0.9070730267677206,0,NA,NA
1033,Dryland,-45.58042,-71.39194,652,538.8000000000001,0.7150000000000034,6.76,83.4,37.44444444444443,19.010507753343717,0.8264821853915333,57.88888888888889,1.0073147478478146,0.9777777777777776,4341,180,34,291,26,7.69974235139248,2.92584655228654,3.01961127267505,1.83915493453652,2,2,18,0.8830944493568696,0.8699370574116159,0.8983167364767701,0.9370553304874188,0,NA,NA
1034,Dryland,-31.0827,141.70068,191,230.4,1.9150000000000031,8.78,261,54.22222222222222,9.47668224691414,-0.508495868404305,3.761061946902655,-0.3658592073038829,0.9569377990430622,4515,209,49,416,22,7.75965275374053,3.8953440007522,2.27653287454326,5.12406147994963,2,3,10,0.8697627833700392,0.8354997840839928,0.8577209441098358,0.916126849177165,0,NA,NA
1035,Dryland,-31.08305,141.69901,192,229.8,1.9150000000000031,7.52,95.5,46.88888888888889,8.20562960708051,-0.4104015630536965,5.088495575221241,-0.33795030821625244,0.9569377990430622,4987,209,61,464,36,7.98560264449454,3.90563231167804,2.30221396637924,5.62456169991358,6,2,19,0.8685731605979193,0.847237298586604,0.8573893012301594,0.907134260729553,0,NA,NA
1036,Dryland,-34.78926,144.75515,85,347.40000000000003,1.6950000000000045,5.97,800,74.88888888888889,17.794737327595207,0.5246295415555045,12.831858407079643,0.35722515957261786,0.9578947368421052,3972,190,39,368,19,7.53986924805359,3.05064747838078,2.42105253760035,5.33510159026127,2,1,6,0.8830523841254048,0.8369458462666344,0.868110949333497,0.9350942492412412,0,NA,NA
1037,Dryland,-34.71686,144.77065,90,347,1.6950000000000045,5.66,238,49.44444444444444,18.08508250526727,-0.5664204548881017,14.380530973451322,0.07950374634551997,0.9587020648967552,4104,339,63,502,25,7.57694801396828,4.61342534108903,2.30194904377732,5.46278961470772,4,4,23,0.8783231477394794,0.8302918078741562,0.8597621752252925,0.919170837305916,0,NA,NA
