SampleID,PA_ID,LC,mahal_dist
87,348,Cropland,16.31160314866582
87,353,Cropland,16.108198590238203
87,354,Cropland,20.989057576556302
87,358,Cropland,17.90935175756087
87,433,Cropland,21.727679312653517
92,22,Cropland,10.156485165680754
92,60,Cropland,18.744075650618065
92,62,Cropland,20.77730508881178
92,157,Cropland,14.041210833694775
92,204,Cropland,18.007673172190206
92,205,Cropland,16.578126978737227
92,206,Cropland,20.65408368443643
92,209,Cropland,24.327504136789816
92,227,Cropland,20.068945187377018
92,348,Cropland,11.24390006042273
92,353,Cropland,13.466266475447235
92,354,Cropland,8.286888912180876
92,358,Cropland,9.53032277748945
92,433,Cropland,3.855898951589521
93,22,Cropland,12.189111361129765
93,60,Cropland,25.366269387096608
93,62,Cropland,25.90028698046079
93,157,Cropland,19.73767082525244
93,204,Cropland,22.892098902410293
93,205,Cropland,22.336800207929812
93,206,Cropland,24.902101123831564
93,209,Cropland,28.656947031843433
93,227,Cropland,27.456422333090043
93,348,Cropland,16.380943313452807
93,353,Cropland,15.193344256205815
93,354,Cropland,10.637557601601426
93,358,Cropland,12.887463804395809
93,433,Cropland,3.64804132640737
99,22,Cropland,12.25281825575963
99,60,Cropland,16.795613360789705
99,62,Cropland,27.34604648059096
99,157,Cropland,16.34223156191506
99,204,Cropland,19.4375477083628
99,205,Cropland,17.973447902739018
99,206,Cropland,17.051149638676662
99,209,Cropland,18.605666310273726
99,227,Cropland,15.198764939074012
99,348,Cropland,19.169159139642638
99,353,Cropland,14.767345501563568
99,354,Cropland,16.891330994474384
99,358,Cropland,8.37860955505924
99,433,Cropland,9.207488320579253
118,22,Cropland,11.664641893407824
118,60,Cropland,9.39946616247518
118,62,Cropland,18.158503601074067
118,157,Cropland,14.9491504412356
118,204,Cropland,10.558698110842123
118,205,Cropland,9.859999561494439
118,206,Cropland,7.335042553673856
118,209,Cropland,7.848854604386178
118,227,Cropland,12.879377199430111
118,348,Cropland,17.084006285582642
118,353,Cropland,13.504521693473208
118,354,Cropland,17.715806244337305
118,358,Cropland,14.70047790355256
118,433,Cropland,16.712352526690207
124,22,Cropland,20.106087548731324
124,60,Cropland,11.819427201334042
124,62,Cropland,19.1668816591011
124,157,Cropland,12.531192061912973
124,204,Cropland,17.043069737761822
124,205,Cropland,14.806393964382423
124,206,Cropland,16.250303903222914
124,209,Cropland,15.8832986499101
124,227,Cropland,14.238948637112932
124,348,Cropland,19.910449492313795
124,353,Cropland,12.586655026952089
124,354,Cropland,22.873018954404586
124,358,Cropland,20.161577572456395
124,433,Cropland,13.806070597635461
125,22,Cropland,17.938378278364645
125,60,Cropland,17.172764403477235
125,62,Cropland,21.961748861151904
125,157,Cropland,22.72956915300471
125,204,Cropland,12.815115166427212
125,205,Cropland,12.580888704117704
125,206,Cropland,12.3142167859699
125,209,Cropland,13.585336650940366
125,227,Cropland,29.304354591014008
125,348,Cropland,23.034024790025978
125,353,Cropland,24.096823916041156
125,354,Cropland,17.813806100221974
125,358,Cropland,24.398068252198748
125,433,Cropland,15.609428145134848
130,22,Cropland,12.850773742066043
130,60,Cropland,9.303428052548053
130,62,Cropland,14.745916259135944
130,157,Cropland,12.431649141325554
130,204,Cropland,10.693000542811566
130,205,Cropland,9.229685470228533
130,206,Cropland,9.655999199601213
130,209,Cropland,10.574175414094576
130,227,Cropland,12.768459821894773
130,348,Cropland,14.21727644282766
130,353,Cropland,11.20641552818419
130,354,Cropland,16.243853711303984
130,358,Cropland,14.946437867821727
130,433,Cropland,12.387284034799327
147,22,Cropland,23.80753382521447
147,60,Cropland,32.298775435956806
147,62,Cropland,27.459831835771478
147,157,Cropland,32.726670320217785
147,204,Cropland,21.434233198725654
147,205,Cropland,20.455854629300635
147,206,Cropland,23.666261713699157
147,209,Cropland,25.942764771667253
147,227,Cropland,41.12398273559962
147,348,Cropland,25.516907134196074
147,353,Cropland,22.954977512775525
147,354,Cropland,20.975430366908487
147,358,Cropland,24.627372096242272
147,433,Cropland,10.024852876156794
160,22,Cropland,18.269225641264786
160,60,Cropland,24.79655086920525
160,62,Cropland,22.101499871771683
160,157,Cropland,27.839482277596087
160,204,Cropland,17.125535973733665
160,205,Cropland,14.897263614418485
160,206,Cropland,18.413790828447876
160,209,Cropland,22.4581023031877
160,227,Cropland,28.247208008648492
160,348,Cropland,18.157476568203467
160,353,Cropland,21.22134512917103
160,354,Cropland,19.23629746062189
160,358,Cropland,15.181635740778294
160,433,Cropland,10.152287731448787
164,22,Cropland,13.655286870615774
164,60,Cropland,8.228963790577412
164,62,Cropland,17.92826782787278
164,157,Cropland,12.152704152876584
164,204,Cropland,13.005524658988598
164,205,Cropland,10.9222716480596
164,206,Cropland,10.185988477520127
164,209,Cropland,11.181474942659992
164,227,Cropland,9.54193036121487
164,348,Cropland,16.963406540135722
164,353,Cropland,13.405827376302327
164,354,Cropland,21.98662664782584
164,358,Cropland,12.147665645614424
164,433,Cropland,14.470563267791595
165,22,Cropland,19.62699561749343
165,60,Cropland,17.215783799690698
165,62,Cropland,20.665167215633744
165,157,Cropland,15.864007146575235
165,204,Cropland,15.981768192755437
165,205,Cropland,15.181052580966687
165,206,Cropland,16.02802800549274
165,209,Cropland,14.568475223337174
165,227,Cropland,26.194750399642718
165,348,Cropland,22.69820220193567
165,353,Cropland,10.964291698459428
165,354,Cropland,21.365675387629153
165,358,Cropland,22.350098116195827
165,433,Cropland,9.186510956475985
170,22,Cropland,22.53659718732152
170,60,Cropland,11.098644215119798
170,62,Cropland,18.240017469742558
170,157,Cropland,19.042075225378625
170,204,Cropland,13.74364555106407
170,205,Cropland,11.343045387804919
170,206,Cropland,10.577885846303174
170,209,Cropland,10.755351207561848
170,227,Cropland,17.31576118078102
170,348,Cropland,24.20580133434437
170,353,Cropland,19.544744122814084
170,354,Cropland,33.72068644891435
170,358,Cropland,22.194961424957178
170,433,Cropland,22.69665268999399
172,22,Cropland,17.675910877382062
172,60,Cropland,11.017855975767567
172,62,Cropland,16.532317546600066
172,157,Cropland,18.63036996797525
172,204,Cropland,10.16146104013831
172,205,Cropland,8.4268212271861
172,206,Cropland,7.613673419684147
172,209,Cropland,8.48166122355229
172,227,Cropland,19.634303843147546
172,348,Cropland,21.208502374287566
172,353,Cropland,18.305125264682914
172,354,Cropland,26.700290759265737
172,358,Cropland,18.607219794353096
172,433,Cropland,16.321770818424334
176,22,Cropland,12.742165609516043
176,60,Cropland,17.092917617958452
176,62,Cropland,22.612266508911453
176,157,Cropland,16.263831643633935
176,204,Cropland,17.80829756757167
176,205,Cropland,15.641885239446761
176,206,Cropland,17.03102467869827
176,209,Cropland,19.088989191874695
176,227,Cropland,14.200990985582107
176,348,Cropland,15.00423262723752
176,353,Cropland,11.684569442934325
176,354,Cropland,17.10010803832941
176,358,Cropland,7.648835660636985
176,433,Cropland,9.317152775382198
179,22,Cropland,14.208977483946558
179,60,Cropland,19.16449478717568
179,62,Cropland,26.167052233203215
179,157,Cropland,22.29016945412858
179,204,Cropland,20.519492654185154
179,205,Cropland,18.15290042406593
179,206,Cropland,17.382413506122425
179,209,Cropland,20.54861825994812
179,227,Cropland,12.911718169372266
179,348,Cropland,18.14980251534144
179,353,Cropland,16.785378928037197
179,354,Cropland,23.803132539778787
179,358,Cropland,7.41610890093545
179,433,Cropland,17.237186404142776
213,22,Cropland,11.716271633295225
213,60,Cropland,6.032906990357642
213,62,Cropland,9.784084614420284
213,157,Cropland,10.268718470368935
213,204,Cropland,8.298793765584966
213,205,Cropland,5.771653204618935
213,206,Cropland,7.782743001026821
213,209,Cropland,10.421926647987016
213,227,Cropland,10.63933604076585
213,348,Cropland,11.201011091802638
213,353,Cropland,12.481043080282731
213,354,Cropland,19.947453722851005
213,358,Cropland,11.23956382292384
213,433,Cropland,11.214981563488617
216,22,Cropland,24.894816582267158
216,60,Cropland,14.981088322121225
216,62,Cropland,26.001541213157513
216,157,Cropland,20.108384838800514
216,204,Cropland,20.791896323577486
216,205,Cropland,18.045164681739767
216,206,Cropland,16.959116344402247
216,209,Cropland,17.056988475830327
216,227,Cropland,18.02663767353002
216,348,Cropland,28.828665865175257
216,353,Cropland,21.719078840891108
216,354,Cropland,35.768915762882216
216,358,Cropland,21.05417546800506
216,433,Cropland,20.32218767369353
220,22,Cropland,5.554736299456322
220,60,Cropland,4.638766049046704
220,62,Cropland,6.999821791398157
220,157,Cropland,8.0000862857697
220,204,Cropland,5.817939632109953
220,205,Cropland,4.249081578154146
220,206,Cropland,5.623734190495545
220,209,Cropland,8.951739271895521
220,227,Cropland,8.244802552092311
220,348,Cropland,5.776942657392782
220,353,Cropland,8.730753530841703
220,354,Cropland,12.947906625124084
220,358,Cropland,8.004538441939342
220,433,Cropland,10.576656824941345
221,22,Cropland,6.255345189698686
221,60,Cropland,6.703991137814794
221,62,Cropland,12.83504109379671
221,157,Cropland,11.342217295872002
221,204,Cropland,9.012471464694693
221,205,Cropland,8.203381589849524
221,206,Cropland,7.067728594710775
221,209,Cropland,10.300432732377473
221,227,Cropland,9.896837337992775
221,348,Cropland,10.322836067658754
221,353,Cropland,13.298826213363133
221,354,Cropland,14.700325082449133
221,358,Cropland,10.144467621526458
221,433,Cropland,15.404138669083629
225,22,Cropland,5.350173039711878
225,60,Cropland,6.9705524497088724
225,62,Cropland,13.296653695175053
225,157,Cropland,5.383854394792814
225,204,Cropland,10.846526617860805
225,205,Cropland,9.58884834125133
225,206,Cropland,10.64669342616283
225,209,Cropland,12.495433574699174
225,227,Cropland,6.758020291777924
225,348,Cropland,7.201667743801266
225,353,Cropland,5.397634989290841
225,354,Cropland,9.668806423507917
225,358,Cropland,6.313926050630917
225,433,Cropland,8.21044657262459
231,22,Cropland,11.423074830814366
231,60,Cropland,15.358347421891144
231,62,Cropland,21.641260894764816
231,157,Cropland,15.277655711739266
231,204,Cropland,22.081232411086788
231,205,Cropland,18.798666171297498
231,206,Cropland,20.795418808362314
231,209,Cropland,25.9135662850372
231,227,Cropland,4.75055449856361
231,348,Cropland,10.962012962626172
231,353,Cropland,14.403490121404683
231,354,Cropland,20.871709521261945
231,358,Cropland,3.8167540810439733
231,433,Cropland,16.330605134198677
234,22,Cropland,9.807095854516554
234,60,Cropland,16.909886295350685
234,62,Cropland,20.423265901898034
234,157,Cropland,14.856909401843406
234,204,Cropland,18.565285241529658
234,205,Cropland,16.22051110639284
234,206,Cropland,18.60915943024082
234,209,Cropland,22.042550654257294
234,227,Cropland,9.50607002301184
234,348,Cropland,9.471358324125827
234,353,Cropland,9.486604581256833
234,354,Cropland,14.952298798238289
234,358,Cropland,4.395320217504546
234,433,Cropland,12.40484839065579
236,22,Cropland,10.766284693723163
236,60,Cropland,21.518448196865805
236,62,Cropland,23.899890791911417
236,157,Cropland,24.904214549202436
236,204,Cropland,18.517729240402183
236,205,Cropland,16.307227576968067
236,206,Cropland,17.058986295302738
236,209,Cropland,22.218869550523976
236,227,Cropland,14.799140822336254
236,348,Cropland,12.782302197183762
236,353,Cropland,18.035462371089256
236,354,Cropland,19.50874444250974
236,358,Cropland,4.379466474063685
236,433,Cropland,18.651592874457364
240,22,Cropland,10.511925359520255
240,60,Cropland,26.357892843614295
240,62,Cropland,28.934181123069497
240,157,Cropland,29.923496032066474
240,204,Cropland,17.398103548638982
240,205,Cropland,17.122616875155902
240,206,Cropland,16.514195211513336
240,209,Cropland,20.962817444837444
240,227,Cropland,27.47734264274365
240,348,Cropland,17.799138088924597
240,353,Cropland,23.019927727302807
240,354,Cropland,10.554859284669776
240,358,Cropland,10.056298056355985
240,433,Cropland,12.150165657512899
242,22,Cropland,21.141670236709736
242,60,Cropland,24.19320210467168
242,62,Cropland,23.814662582454996
242,157,Cropland,26.88671878463894
242,204,Cropland,22.946682612540542
242,205,Cropland,19.00347395403001
242,206,Cropland,23.399926533199963
242,209,Cropland,28.47952806248293
242,227,Cropland,19.15766256254289
242,348,Cropland,17.826239711508546
242,353,Cropland,21.730518290649357
242,354,Cropland,25.930978015580926
242,358,Cropland,12.47619613113797
242,433,Cropland,14.83495490554795
247,22,Cropland,16.657742798451206
247,60,Cropland,19.055940792874726
247,62,Cropland,17.164013870171676
247,157,Cropland,21.815237995097956
247,204,Cropland,17.111066885130544
247,205,Cropland,14.381491320461038
247,206,Cropland,17.61002834422206
247,209,Cropland,21.2096586246437
247,227,Cropland,15.135689222813568
247,348,Cropland,12.585740114392856
247,353,Cropland,13.963964743855103
247,354,Cropland,21.231882396598063
247,358,Cropland,13.517633804525765
247,433,Cropland,18.01418113040611
251,22,Cropland,46.41987856103446
251,60,Cropland,47.98283948288369
251,62,Cropland,44.167960837026406
251,157,Cropland,47.613133976611444
251,204,Cropland,48.03691015144874
251,205,Cropland,46.16536942298821
251,206,Cropland,48.0528894065032
251,209,Cropland,51.67010757149555
251,227,Cropland,54.39937255209732
251,348,Cropland,48.47558015147481
251,353,Cropland,40.99686420913217
251,354,Cropland,54.54211946896168
251,358,Cropland,46.60705689212408
251,433,Cropland,30.8306286544338
253,22,Cropland,16.52825109674994
253,60,Cropland,12.840628899597526
253,62,Cropland,16.974324525184013
253,157,Cropland,20.026379664940947
253,204,Cropland,10.21062788086673
253,205,Cropland,8.19796207027984
253,206,Cropland,8.860536058062232
253,209,Cropland,11.21053401129468
253,227,Cropland,21.809455254236777
253,348,Cropland,19.490721328561587
253,353,Cropland,21.292182100039035
253,354,Cropland,24.166323982016092
253,358,Cropland,16.204215342753372
253,433,Cropland,13.976162334210171
258,22,Cropland,26.2654775094162
258,60,Cropland,20.941464887783994
258,62,Cropland,31.72507560534416
258,157,Cropland,30.294333648294273
258,204,Cropland,19.413365293044023
258,205,Cropland,18.290772838493073
258,206,Cropland,14.720442757287168
258,209,Cropland,14.965281505662459
258,227,Cropland,32.2152840665753
258,348,Cropland,36.08980274249431
258,353,Cropland,31.84201971078002
258,354,Cropland,35.86148870479626
258,358,Cropland,26.61429512127017
258,433,Cropland,22.69108540178415
263,22,Cropland,16.642716702065265
263,60,Cropland,9.734917246153152
263,62,Cropland,10.782184362030902
263,157,Cropland,15.557141959527938
263,204,Cropland,7.5418770035146085
263,205,Cropland,7.675539621502954
263,206,Cropland,7.069402817706877
263,209,Cropland,6.185752669222787
263,227,Cropland,19.84351562717907
263,348,Cropland,16.228988728202697
263,353,Cropland,11.933318223441958
263,354,Cropland,20.339305971558026
263,358,Cropland,27.797574470291146
263,433,Cropland,25.514446597445993
265,22,Cropland,13.931831542874843
265,60,Cropland,8.533212017324571
265,62,Cropland,10.945608581765061
265,157,Cropland,14.798235299332148
265,204,Cropland,8.091136001739304
265,205,Cropland,7.730166073865737
265,206,Cropland,6.699791147878134
265,209,Cropland,7.23742685562522
265,227,Cropland,15.91754428112441
265,348,Cropland,14.856089093852622
265,353,Cropland,12.180032601377885
265,354,Cropland,19.795461926759337
265,358,Cropland,22.32056219018955
265,433,Cropland,21.867112382578902
268,22,Cropland,10.377304465457911
268,60,Cropland,9.085707597842731
268,62,Cropland,14.083700359840131
268,157,Cropland,10.161209302053077
268,204,Cropland,9.557607288201385
268,205,Cropland,9.028678223570969
268,206,Cropland,9.410967478855408
268,209,Cropland,10.02636605051918
268,227,Cropland,15.626043387233883
268,348,Cropland,13.155645630632753
268,353,Cropland,9.692140471950658
268,354,Cropland,11.241078082225162
268,358,Cropland,15.73707965136702
268,433,Cropland,9.074766438867453
269,22,Cropland,9.414094047436619
269,60,Cropland,10.248088965090952
269,62,Cropland,17.559119298137144
269,157,Cropland,12.656323404356268
269,204,Cropland,10.76814671275584
269,205,Cropland,9.919335505535276
269,206,Cropland,9.547371605512982
269,209,Cropland,11.244162433912074
269,227,Cropland,15.209133606641343
269,348,Cropland,14.467118543271917
269,353,Cropland,13.561128517494708
269,354,Cropland,12.015654919710448
269,358,Cropland,11.845686627673855
269,433,Cropland,8.370457335730928
274,22,Cropland,10.49212363684674
274,60,Cropland,10.281047171427831
274,62,Cropland,20.16175332588128
274,157,Cropland,12.652112775211263
274,204,Cropland,12.279020694105068
274,205,Cropland,11.650744619502223
274,206,Cropland,9.529425708789676
274,209,Cropland,9.87975957923666
274,227,Cropland,14.017335812094215
274,348,Cropland,17.46732890948324
274,353,Cropland,11.873019647609011
274,354,Cropland,14.87827533868078
274,358,Cropland,12.401985432725017
274,433,Cropland,10.002586066005092
277,22,Cropland,14.029394312329366
277,60,Cropland,15.618069733607445
277,62,Cropland,19.90433505190739
277,157,Cropland,18.324238481610298
277,204,Cropland,8.707381177078702
277,205,Cropland,10.064655282983809
277,206,Cropland,8.326734383988981
277,209,Cropland,6.468359391457929
277,227,Cropland,29.09556151259214
277,348,Cropland,20.329449098789585
277,353,Cropland,13.958734903089567
277,354,Cropland,12.542435588261597
277,358,Cropland,24.278473873884852
277,433,Cropland,16.121273045598503
279,22,Cropland,17.26223603977123
279,60,Cropland,23.34781077611989
279,62,Cropland,34.15266417538356
279,157,Cropland,24.580045623268376
279,204,Cropland,26.18478219822733
279,205,Cropland,23.535673021469037
279,206,Cropland,23.130032921577584
279,209,Cropland,26.707995444051253
279,227,Cropland,18.13981133222457
279,348,Cropland,24.11049177897523
279,353,Cropland,23.44338355686684
279,354,Cropland,24.281003300429653
279,358,Cropland,8.028400365418083
279,433,Cropland,12.267554696372626
287,22,Cropland,17.48287112723801
287,60,Cropland,17.48265181119508
287,62,Cropland,25.60412079318392
287,157,Cropland,16.68537134376095
287,204,Cropland,18.415596664137382
287,205,Cropland,17.060994695912935
287,206,Cropland,17.051387302616106
287,209,Cropland,16.561376988827472
287,227,Cropland,20.552676947151593
287,348,Cropland,22.33587883159971
287,353,Cropland,13.380097015252495
287,354,Cropland,19.910908745826003
287,358,Cropland,15.872099415391958
287,433,Cropland,9.561840708338252
296,22,Cropland,15.782203039464127
296,60,Cropland,21.20034993578944
296,62,Cropland,32.758257811638266
296,157,Cropland,24.065374985895662
296,204,Cropland,25.0645123349511
296,205,Cropland,22.54980056411388
296,206,Cropland,21.231304175640553
