lc,fns,value_mean,value_median,value_ci_2.5,value_ci_17,value_ci_83,value_ci_97.5
Cropland,Arbuscularmycorrhizal_richness,5.808705016641479,5.500924455746316,3.5302089264957903,4.615120454657828,6.898309492201465,10.585082162820726
Cropland,Bac_JaccDist_av,0.8385066706914178,0.8371526360715096,0.8271628198715514,0.8324978353872194,0.8455661021305358,0.8538791229361226
Cropland,Bac_richness,2137.190152975008,2203.619545912182,1233.9113097136235,1630.6696488698087,2649.208724053688,2700.9651160218436
Cropland,Bac_shannonDiv,6.83132371778152,6.845068526655158,6.601871687185487,6.711131658014482,6.936542926788088,7.098048698564127
Cropland,Decomposer_richness,22.53524962645229,21.13557368014811,12.229361974353397,16.53538486668065,29.849525824666678,36.67783018364796
Cropland,Ectomycorrhizal_richness,3.122673190699108,3.3050750484300053,0.2653293624421761,2.041173568157946,4.21870591475572,6.103180465155896
Cropland,Fungi_JaccDist_av,0.9512937618842522,0.9521013445215033,0.944361165504552,0.9482989770426814,0.9535019309342797,0.9582839925985126
Cropland,Fungi_richness,184.12572058343292,195.70113433068337,67.46412242123915,120.1765251684114,244.69782741958332,260.1916135723486
Cropland,Fungi_shannonDiv,3.8786194668760445,3.900909921851754,3.4383979681469508,3.7083223038241764,4.026925257733351,4.476185070861291
Cropland,Invertebrate_JaccDist_av,0.9787689047070035,0.9792284155893454,0.9746078974666957,0.9768999036636588,0.9802565479456673,0.9829568270572169
Cropland,Invertebrate_richness,33.51683817074365,34.58518262490641,16.733796817530013,24.84344980798297,41.909554071190634,49.626083600094496
Cropland,Invertebrate_shannonDiv,2.23249614199602,2.2165864702560683,1.9448010938811091,2.095029587189604,2.348328175117131,2.757753496976793
Cropland,Nematode_richness,19.959585360898373,20.227391425837702,15.459424501152508,17.944209234782583,21.565833832446852,25.552781159511795
Cropland,Nutrient_service,0.13680478339821583,0.06650915704111035,-0.17945309994857425,-0.037200902192763084,0.33700445382055216,0.8891888546523702
Cropland,OM_decomposition_service,-0.34998049059675135,-0.3475815467090263,-0.39752121922038597,-0.3690016697970437,-0.3313347291567291,-0.2958167308614328
Cropland,Pathogen_control,0.9144254882557282,0.9129930238407915,0.8897225364809663,0.9025946931520186,0.9266861750169333,0.9547507127935623
Cropland,Protist_JaccDist_av,0.9710381038877371,0.9710396972484825,0.9678320623024396,0.9698272860296049,0.9723070524609134,0.9755423319643152
Cropland,Protist_richness,178.33828453927853,196.2092108396895,30.896557228381376,85.64657606323168,251.5546623943672,295.4573288607087
Cropland,Protist_shannonDiv,4.731097817698914,4.729657694621477,4.315704484700711,4.543095318640801,4.911980954170206,5.320099740968566
Cropland,Soil_carbon_service,20.048156002678308,19.35753060995105,12.327962264551788,16.72396414034784,23.75458287761543,33.5779334712453
Cropland,Soil_stability_service,-0.12209730422507716,-0.09141197078595265,-0.8550332787591928,-0.3550324362707641,0.13449433646188072,0.5805608401625626
Grassland,Arbuscularmycorrhizal_richness,6.667973105762715,6.6553229031307595,4.58875339471913,5.6743798364000035,7.619326802572947,9.635169338762386
Grassland,Bac_JaccDist_av,0.8374187421537904,0.8370912845043055,0.832982818162373,0.8349876615714482,0.8399050616260972,0.8448872028534334
Grassland,Bac_richness,2277.7544797785617,2330.702403051331,1700.876018700704,2066.482403144376,2546.230315177909,2595.6394778669755
Grassland,Bac_shannonDiv,6.712710710895853,6.7228707038096935,6.567923974603887,6.64074800243697,6.776979727045901,6.862993780608265
Grassland,Decomposer_richness,18.868357654209706,18.600493665835973,14.185529670200673,16.50590661487362,21.276019292729337,26.595097599487893
Grassland,Ectomycorrhizal_richness,3.234601215067776,3.315913684627545,0.2621758017909831,1.8985247554531277,4.557341082082273,6.816325047786666
Grassland,Fungi_JaccDist_av,0.9570307338276223,0.9572665705106442,0.948526506102043,0.9541224022255466,0.9607582578057056,0.9660352586838528
Grassland,Fungi_richness,173.02007266477548,183.69047483872927,78.22193576712274,132.34617833170134,211.6826020253493,242.86132921424226
Grassland,Fungi_shannonDiv,3.7641281737997767,3.773466828423195,3.506821915910446,3.650257487379315,3.8667833203535102,4.101905752625848
Grassland,Invertebrate_JaccDist_av,0.980656503617074,0.9809061382288469,0.9764918024851783,0.9788876013024419,0.9823337643557326,0.9847947199263615
Grassland,Invertebrate_richness,33.98293770098485,34.692260015928966,22.439888577097634,29.103211987175552,38.93550656577495,45.52034374312133
Grassland,Invertebrate_shannonDiv,2.4444848115543705,2.423185846289658,2.2111159458420686,2.318336402927185,2.564188494016469,2.885670249199505
Grassland,Nematode_richness,18.430077350028355,18.350050323604393,14.678779080385027,16.695739376088994,20.08917194047804,24.203072823092473
Grassland,Nutrient_service,-0.07163273875002939,-0.0704972667723447,-0.2764621960479616,-0.16123789163465238,0.02172810241589922,0.19534554388276243
Grassland,OM_decomposition_service,-0.01457797491741457,-0.025502184463548884,-0.17522086648679494,-0.09105544423209908,0.0781436948874639,0.2204983114707497
Grassland,Pathogen_control,0.9518369634959015,0.9528795546463124,0.9202985414017906,0.9392249124491129,0.9674947499120206,0.9873455164214694
Grassland,Protist_JaccDist_av,0.9744607080109734,0.9745960747776109,0.97026385216358,0.9730056905730775,0.9762699266147075,0.9793841464517214
Grassland,Protist_richness,139.11127220920855,136.9573091886417,62.01131830353016,92.61151172978106,191.55392434231263,208.38382397118332
Grassland,Protist_shannonDiv,4.427951787501653,4.433315579148578,4.170511659283327,4.30016333217696,4.536766616359518,4.7603594347321145
Grassland,Soil_carbon_service,32.38838748382774,32.75257233063764,10.408620656129226,22.834645993320017,41.83598193049192,58.58128425196307
