"","lc","fns","Label","Group_function","Organism","effect_mean","effect_SD","effect_median","effect_ci_2.5","effect_ci_17","effect_ci_83","effect_ci_97.5"
"1","Cropland","Arbuscularmycorrhizal_richness","AM fungi Richness","Richness","Fungi",-0.263464448170481,0.491663395533523,-0.268328157299975,-1.12432167691036,-0.699166412842684,0.187317162316339,0.679542226799179
"2","Cropland","Bac_JaccDist_av","Bacterial Dissimilarity","Dissimilarity","Bacteria",0.342637042927629,0.488853783220269,0.316753963271321,-0.435766185013322,-0.146987055634319,0.831988333494563,1.33259779953182
"3","Cropland","Bac_richness","Bacterial Richness","Richness","Bacteria",-0.404647581817812,0.511780601788636,-0.397186208366761,-1.26601549864122,-0.918640543552791,0.0677177433532816,0.560087401589879
"4","Cropland","Bac_shannonDiv","Bacterial Shannon","Shannon","Bacteria",-0.393389340494063,0.552467913774727,-0.358277853444878,-1.38261062725447,-0.915805556205259,0.115756384233311,0.584346271918745
"5","Cropland","Decomposer_richness","Decomposer Richness","Richness","Decomposers",0.194267855322643,0.490123514180597,0.199292289241992,-0.589446158920361,-0.260644899030889,0.648466853198987,1.09340261907311
"6","Cropland","Ectomycorrhizal_richness","EM fungi Richness","Richness","Fungi",-0.397320125508484,0.460331667527528,-0.403017115652425,-1.14353406683101,-0.811278182180304,0,0.585861396177813
"7","Cropland","Fungi_JaccDist_av","Fungal Dissimilarity","Dissimilarity","Fungi",-0.650750209292628,0.464902842380113,-0.62724589084007,-1.44965177919672,-1.09398909621883,-0.226166107388104,0.249626716040254
"8","Cropland","Fungi_richness","Fungal Richness","Richness","Fungi",-0.271382888904367,0.496832319443006,-0.253278859472482,-1.11317323641633,-0.723954704338872,0.186418886344614,0.653399777888331
"9","Cropland","Fungi_shannonDiv","Fungal Shannon","Shannon","Fungi",-0.0174539283610773,0.526066872299434,0.03979100720366,-0.941668888933022,-0.50966048037057,0.469206691342434,0.917117508720414
"10","Cropland","Invertebrate_JaccDist_av","Invertebrate Dissimilarity","Dissimilarity","Invertebrates",0.77845402352822,0.499656882293454,0.745904957813562,0.0211542158472078,0.302670921996431,1.24751094841622,1.8427533624324
"11","Cropland","Invertebrate_richness","Invertebrate Richness","Richness","Invertebrates",-0.791671656015429,0.538928341219874,-0.739569023410538,-1.73851345981994,-1.27261690060669,-0.293952939913168,0.114996724178803
"12","Cropland","Invertebrate_shannonDiv","Invertebrate Shannon","Shannon","Invertebrates",-0.384832508968646,0.577589043436036,-0.319085125952866,-1.37888268354953,-0.915050657801666,0.137207898378689,0.58145132259747
"13","Cropland","Nematode_richness","Nematode Richness","Richness","Nematodes",-0.940363528703738,0.626031172979995,-0.8561662561759,-2.04915719485798,-1.46432727753189,-0.408098224590687,0.0477728516672708
"14","Cropland","Nutrient_service","Nutrient cycling","Function","Function",0.122760294839407,0.460708751321225,0.157782525191094,-0.661605732904636,-0.347291931912543,0.547383498853338,0.925560638918015
"15","Cropland","OM_decomposition_service","Decomposition (OM)","Function","Function",0.0588366211395361,0.483647868435426,0.0563832736653471,-0.715949186844803,-0.402286932597738,0.524844938045708,1.00042313929678
"16","Cropland","Pathogen_control","Pathogen control","Function","Function",-0.557279295609978,0.532257093632744,-0.506433783996467,-1.45811856004192,-1.06360091908934,-0.058155325160286,0.358769864092881
"17","Cropland","Protist_JaccDist_av","Protist Dissimilarity","Dissimilarity","Protists",-0.104241550854262,0.472274218565893,-0.100830848606401,-0.888398202329604,-0.568608015576747,0.343568721742433,0.820357158375591
"18","Cropland","Protist_richness","Protist Richness","Richness","Protists",-0.411885581837734,0.529651370048591,-0.371560946236476,-1.30643826250488,-0.86051839464801,0.0503209870914561,0.506141166867276
"19","Cropland","Protist_shannonDiv","Protist Shannon","Shannon","Protists",0.188411070020547,0.461654259310925,0.239786920510234,-0.647729268914275,-0.214831735115354,0.596720074328782,0.980919194558253
"20","Cropland","Soil_carbon_service","Soil carbon","Function","Function",-0.603812969837248,0.461643019747259,-0.60584820019297,-1.3588487092141,-1.02259413272496,-0.177797994662524,0.327505455148909
"21","Cropland","Soil_stability_service","Soil stability","Function","Function",-0.91762046179356,0.526887193646856,-0.870308952356112,-1.83220973960731,-1.40993393191806,-0.436997936560765,-0.00106546720240323
"22","Grassland","Arbuscularmycorrhizal_richness","AM fungi Richness","Richness","Fungi",-1.50755612507052,0.4762774102103,-1.4839970320089,-2.3212194427698,-1.90545899207353,-1.05409255338946,-0.727606875108999
"23","Grassland","Bac_JaccDist_av","Bacterial Dissimilarity","Dissimilarity","Bacteria",0.319312261472554,0.424155958081327,0.276828464784784,-0.300959308872889,-0.0790690039726913,0.730141088938119,1.23165042996838
"24","Grassland","Bac_richness","Bacterial Richness","Richness","Bacteria",-1.13392646601141,0.371892194144495,-1.09882800124476,-1.80189089681616,-1.46539173441603,-0.815576732002903,-0.485904500624904
"25","Grassland","Bac_shannonDiv","Bacterial Shannon","Shannon","Bacteria",-1.22968676394319,0.359074250335651,-1.1852434823391,-1.84832066138853,-1.58488149189248,-0.896674875966056,-0.613252137404216
"26","Grassland","Decomposer_richness","Decomposer Richness","Richness","Decomposers",0.722908414900798,0.685687823600328,0.570323432101734,-0.131855286251518,0.090797224039284,1.34298444310754,2.28284735009369
"27","Grassland","Ectomycorrhizal_richness","EM fungi Richness","Richness","Fungi",1.07257952704817,0.142062632390353,1.07863874326001,0.852133002099045,0.94528533069949,1.20885316182356,1.31215970270369
