lc,fns,value_mean,value_median,value_ci_2.5,value_ci_17,value_ci_83,value_ci_97.5
Cropland,Arbuscularmycorrhizal_richness,2.8593550697269596,3.022884044435278,1.2297562426971818,2.0346691162772452,3.584197565267803,4.232355426015332
Cropland,Bac_JaccDist_av,0.7201909298581355,0.7176288790153869,0.6956892175595826,0.7054903777885388,0.735842248738152,0.7619404118279746
Cropland,Bac_richness,5640.045163841545,5295.021222127212,4973.501691257217,5097.591283489809,6532.973482154064,6617.066331969609
Cropland,Bac_shannonDiv,7.3932359142000665,7.453066446003878,6.998600274652584,7.213015846865105,7.547323409503358,7.690731860024836
Cropland,Decomposer_richness,25.93123545216014,26.043246824058734,20.955337944712454,23.7207040806597,28.19365356082555,31.693012887828537
Cropland,Ectomycorrhizal_richness,3.1167880125290246,3.0227138396575204,1.799920222735927,2.441408759205803,3.8266236667832434,5.110223913576618
Cropland,Fungi_JaccDist_av,0.783568613102965,0.7837516721682759,0.7621123411512732,0.7732408571706467,0.7931419899705516,0.8113250003485466
Cropland,Fungi_richness,264.12153373813425,264.36951708673445,205.86161737254315,228.2634635109905,301.5399767237963,317.581646198994
Cropland,Fungi_shannonDiv,3.704707900276114,3.7132327073568456,3.435787564279659,3.6044501481895086,3.8170294534710973,3.961201668189278
Cropland,Invertebrate_JaccDist_av,0.8988219082268563,0.8972825932569894,0.8833251477018081,0.8887960890353503,0.9098996388414002,0.922942337731667
Cropland,Invertebrate_richness,39.299575407239445,39.43757659355842,22.435939187347095,28.560711238248828,50.244646788490115,55.07447117795678
Cropland,Invertebrate_shannonDiv,2.2670817728223347,2.2891976791044986,1.8537261266104628,2.0653793574765684,2.4505715369139263,2.713470111475931
Cropland,Nematode_richness,25.492587335890683,26.73726081459221,13.745233328505527,18.121168512461796,32.063454013623584,35.3061576603033
Cropland,Nutrient_service,0.23847830063505612,0.2369251005482606,-0.12382953365245779,0.07061482884537525,0.40825246653205166,0.6966387374809704
Cropland,OM_decomposition_service,-0.3408140283364797,-0.3330893282456601,-0.6197458247276418,-0.46591657821406884,-0.21410502747832685,-0.03683214176597191
Cropland,Pathogen_control,0.9743534500202699,0.9744926916436114,0.9673499883088856,0.9704629037559774,0.9777961085425789,0.9829706114347244
Cropland,Protist_JaccDist_av,0.8360989780140035,0.8347910911389409,0.8205389629785527,0.8280450382776144,0.8449933644890754,0.8627953579818001
Cropland,Protist_richness,503.4333234840388,470.0137847584501,372.75374525611085,408.37470692955003,631.3918687447972,660.2764805100586
Cropland,Protist_shannonDiv,4.931697753416437,4.994591121879905,4.341981504300678,4.672037422823111,5.165589879952903,5.369441474422651
Cropland,Soil_carbon_service,3.1124565143114333,3.1987449203761873,2.0355311963605307,2.571667647036158,3.6083887656727502,4.086583980140293
Cropland,Soil_stability_service,-0.5562828429482385,-0.4084195997906864,-1.4305677443329303,-1.1071047408276242,-0.13324882675525979,0.16166756260350096
Grassland,Arbuscularmycorrhizal_richness,5.260036160547593,5.353702086775288,3.6232432812625985,4.514980513008571,6.0097881092633045,6.946251829347494
Grassland,Bac_JaccDist_av,0.6970833340547061,0.6978249284862912,0.6674537452997923,0.6832795957553263,0.7095125169509913,0.7336731893500558
Grassland,Bac_richness,5160.531512186103,5494.357426786464,3096.573822848713,3376.974850296723,6381.17351508054,6478.759676936588
Grassland,Bac_shannonDiv,7.34825764037759,7.368034642202479,7.060934532584948,7.230766568064862,7.473148394037524,7.624905663362845
Grassland,Decomposer_richness,26.627786137255608,26.887185408412677,21.157607136170704,24.206735934010325,28.979939140872037,32.421698066005455
Grassland,Ectomycorrhizal_richness,5.137328469993994,4.75207328296729,3.296212931482646,3.889718316946881,6.469740247241487,9.070851078686987
Grassland,Fungi_JaccDist_av,0.7768380695612036,0.7772664999416709,0.7567960057080391,0.7677185643296028,0.7858438780388727,0.8019830937929517
Grassland,Fungi_richness,294.7040307235455,308.1534702820626,210.17091385331415,242.41939987914537,338.0276677054683,369.3085011748328
Grassland,Fungi_shannonDiv,3.7570509928460765,3.7574237705887614,3.4101822698372612,3.6055368843424778,3.9035366907673463,4.218432680339483
Grassland,Invertebrate_JaccDist_av,0.8699739948576172,0.8711571371570066,0.8524950000836241,0.8625234648888644,0.8775297095301725,0.8871530184371664
Grassland,Invertebrate_richness,73.84689981660681,73.93753786891816,50.227040410795965,63.66540009626169,85.57328016304291,99.28116965690022
Grassland,Invertebrate_shannonDiv,2.826526706182685,2.804333472076647,2.48296318567316,2.6396767550229887,3.0112936447737457,3.3907890641169254
Grassland,Nematode_richness,46.041900165761085,45.16366547465839,36.18004083173366,40.56324127741359,52.11910144851494,61.57596834902899
Grassland,Nutrient_service,0.03637165734585632,0.02932813684010837,-0.4505135906122609,-0.19007629347550165,0.2724642950287647,0.700373455334085
Grassland,OM_decomposition_service,0.7169767952759247,0.501333410764025,-0.03976449758024053,0.15929028877666424,1.26689370739737,2.695882601810532
Grassland,Pathogen_control,0.9752446195686921,0.9750477938020479,0.9714653805151003,0.9733653537660901,0.9769991911945426,0.9814491184164297
Grassland,Protist_JaccDist_av,0.8246449233272831,0.8252106588352979,0.8027860666676024,0.8145914755025052,0.8345395593161236,0.8510521984154523
Grassland,Protist_richness,516.3561968875788,523.9492136180265,350.213897223632,404.44756188160153,629.664987570797,659.8038327259263
Grassland,Protist_shannonDiv,4.6777616826032915,4.660350355317053,4.112277060866702,4.393911687236066,4.962212970513989,5.500363543968761
Grassland,Soil_carbon_service,6.85942228184932,6.353805340337125,4.1217725055718075,5.157985330870115,8.321533698427572,13.733589389632382
