SampleID,PA_ID,LC,mahal_dist
1207,1223,Dryland,3.7335344910551878
1207,1224,Dryland,2.763649254507194
1207,1225,Dryland,2.323283031700926
1207,1226,Dryland,2.545313910168536
1207,1231,Dryland,3.7415834464149347
1207,1232,Dryland,2.9420153343288367
1207,1233,Dryland,3.42077950600865
1207,1010,Dryland,82.90132364060679
1207,1011,Dryland,85.31410532772286
1207,1012,Dryland,76.87287816493696
1207,1081,Dryland,6.495096627927995
1207,1082,Dryland,5.3518975870757055
1207,1083,Dryland,7.344867340990237
1207,1085,Dryland,4.459085575647225
1207,1208,Dryland,0.06472136077770065
1207,1043,Dryland,19.529778510665583
1207,1044,Dryland,21.60200887543697
1207,1045,Dryland,22.71840902768129
1207,1046,Dryland,12.755606893106185
1207,1047,Dryland,15.253239286881728
1207,1048,Dryland,14.410557171871586
1207,1052,Dryland,9.959706034649992
1207,1053,Dryland,8.630314118378438
1207,1054,Dryland,7.929411206557846
1207,1084,Dryland,3.13913346889572
1207,1089,Dryland,4.752611412544879
1207,1092,Dryland,6.68084705829684
1207,1093,Dryland,19.189685126620795
1207,1094,Dryland,17.815173384560847
1207,1095,Dryland,17.781303283361186
1207,1096,Dryland,16.909508583680797
1207,1122,Dryland,6.386539193386556
1207,1123,Dryland,6.402534913417299
1207,1124,Dryland,16.80793318106905
1207,1149,Dryland,10.56826196848799
1207,1150,Dryland,10.47699650347586
1207,1151,Dryland,9.924290457639362
1207,1152,Dryland,12.094371532087685
1207,1153,Dryland,13.100156153491831
1207,1243,Dryland,9.642001371697399
1207,1245,Dryland,9.316310398608719
1207,1246,Dryland,9.953689544338324
1213,1223,Dryland,5.333905782984644
1213,1224,Dryland,5.840912727310466
1213,1225,Dryland,5.6010572739812785
1213,1226,Dryland,12.51876644761763
1213,1231,Dryland,1.9610066910080464
1213,1232,Dryland,1.2490645523937927
1213,1233,Dryland,1.424569187026154
1213,1010,Dryland,67.77846423531098
1213,1011,Dryland,69.97923711635066
1213,1012,Dryland,63.5901472588998
1213,1081,Dryland,8.889929700467281
1213,1082,Dryland,8.314266425715548
1213,1083,Dryland,13.89431457996192
1213,1085,Dryland,9.463787956087147
1213,1208,Dryland,4.653892498353343
1213,1043,Dryland,9.232341422301882
1213,1044,Dryland,10.474808347409285
1213,1045,Dryland,10.667860864847444
1213,1046,Dryland,6.9980135902786005
1213,1047,Dryland,9.121045734362365
1213,1048,Dryland,8.336877791635203
1213,1052,Dryland,15.0609632136801
1213,1053,Dryland,14.707470731514581
1213,1054,Dryland,13.661896917263567
1213,1084,Dryland,8.136977466300042
1213,1089,Dryland,14.560339106541717
1213,1092,Dryland,12.699767769373954
1213,1093,Dryland,32.41646782019827
1213,1094,Dryland,29.61680560793416
1213,1095,Dryland,29.55990489148677
1213,1096,Dryland,26.97599450270568
1213,1122,Dryland,16.56131526652566
1213,1123,Dryland,16.442004101482535
1213,1124,Dryland,27.361251814098814
1213,1149,Dryland,11.456707906144716
1213,1150,Dryland,11.421227808089585
1213,1151,Dryland,15.849342382151988
1213,1152,Dryland,13.842344545756658
1213,1153,Dryland,14.395303503058505
1213,1243,Dryland,10.34242229663746
1213,1245,Dryland,9.35847191683722
1213,1246,Dryland,9.38720672587544
1214,1223,Dryland,5.375488967809292
1214,1224,Dryland,6.494092815671958
1214,1225,Dryland,6.265402099468524
1214,1226,Dryland,13.288811827556412
1214,1231,Dryland,2.772464536721564
1214,1232,Dryland,1.7011287477962727
1214,1233,Dryland,1.9990952456997146
1214,1010,Dryland,70.14967561150213
1214,1011,Dryland,72.37973083408255
1214,1012,Dryland,65.95503042521939
1214,1081,Dryland,8.557712312362677
1214,1082,Dryland,8.189963304254052
1214,1083,Dryland,13.732273738395486
1214,1085,Dryland,9.671727491847665
1214,1208,Dryland,5.45284801033473
1214,1043,Dryland,8.479981826356841
1214,1044,Dryland,9.687677196874613
1214,1045,Dryland,10.025498678921087
1214,1046,Dryland,6.520178771591689
1214,1047,Dryland,8.226201376516464
1214,1048,Dryland,7.559441442020589
1214,1052,Dryland,14.825752117186392
1214,1053,Dryland,14.744839432457162
1214,1054,Dryland,13.81305207850031
1214,1084,Dryland,9.070993548791245
1214,1089,Dryland,15.415566549233645
1214,1092,Dryland,13.949389930455805
1214,1093,Dryland,33.18417170783724
1214,1094,Dryland,30.327554671729775
1214,1095,Dryland,30.299167998455044
1214,1096,Dryland,27.564207289781812
1214,1122,Dryland,17.970868437237815
1214,1123,Dryland,17.835776976209946
1214,1124,Dryland,29.032763914508227
1214,1149,Dryland,11.863877499989377
1214,1150,Dryland,11.765626729854509
1214,1151,Dryland,16.89042778331741
1214,1152,Dryland,14.813970006091079
1214,1153,Dryland,15.503613336034894
1214,1243,Dryland,11.217353896960912
1214,1245,Dryland,9.339171568029341
1214,1246,Dryland,9.269355286205391
1215,1223,Dryland,4.5050166054805665
1215,1224,Dryland,6.557271735375121
1215,1225,Dryland,6.305640724430029
1215,1226,Dryland,11.876636082050577
1215,1231,Dryland,4.206513514782116
1215,1232,Dryland,2.3043670384900623
1215,1233,Dryland,2.939240267275367
1215,1010,Dryland,76.45750669393493
1215,1011,Dryland,78.7656737304962
1215,1012,Dryland,71.82677334720579
1215,1081,Dryland,6.1226566812066405
1215,1082,Dryland,6.0603160897030595
1215,1083,Dryland,10.620439418639295
1215,1085,Dryland,7.731780182453839
1215,1208,Dryland,5.2170749748268435
1215,1043,Dryland,8.329621469696521
1215,1044,Dryland,9.572948765299284
1215,1045,Dryland,10.409013368933582
1215,1046,Dryland,6.252224669786398
1215,1047,Dryland,7.167501554759426
1215,1048,Dryland,6.7239778779038595
1215,1052,Dryland,12.222037501539184
1215,1053,Dryland,12.514258603864981
1215,1054,Dryland,11.913244925851771
1215,1084,Dryland,8.696677139638567
1215,1089,Dryland,13.994292312965008
1215,1092,Dryland,13.866175013618944
1215,1093,Dryland,30.42919083130484
1215,1094,Dryland,27.806661110342237
1215,1095,Dryland,27.84628198185904
1215,1096,Dryland,25.22747041774222
1215,1122,Dryland,17.9605243706478
1215,1123,Dryland,17.826009439730058
1215,1124,Dryland,29.4733526969579
1215,1149,Dryland,12.170750295791331
1215,1150,Dryland,11.927684183226011
1215,1151,Dryland,17.37504384952887
1215,1152,Dryland,16.19784768560167
1215,1153,Dryland,17.2957955512511
1215,1243,Dryland,12.381437727073346
1215,1245,Dryland,8.822620825313368
1215,1246,Dryland,8.68597192487894
1216,1223,Dryland,3.6705039486661994
1216,1224,Dryland,4.42695024599516
1216,1225,Dryland,4.300141711742706
1216,1226,Dryland,8.716242055679201
1216,1231,Dryland,2.7855711866123936
1216,1232,Dryland,1.3576490590119297
1216,1233,Dryland,1.8422050706333692
1216,1010,Dryland,73.49555658751306
1216,1011,Dryland,75.74062753963433
1216,1012,Dryland,68.64630856925942
1216,1081,Dryland,5.280261832081843
1216,1082,Dryland,4.84327574092822
1216,1083,Dryland,8.989753553597291
1216,1085,Dryland,5.761468961961824
1216,1208,Dryland,2.7960136113611664
1216,1043,Dryland,9.550737316208629
1216,1044,Dryland,10.873656360503068
1216,1045,Dryland,11.633006495785374
1216,1046,Dryland,6.8311364586939956
1216,1047,Dryland,8.332150993224303
1216,1048,Dryland,7.720650708480495
1216,1052,Dryland,11.13200096891332
1216,1053,Dryland,10.93290491548764
1216,1054,Dryland,10.193667545812158
1216,1084,Dryland,5.787406788425094
1216,1089,Dryland,10.139979182389922
1216,1092,Dryland,10.423500371895358
1216,1093,Dryland,26.77982531510388
1216,1094,Dryland,24.40577939971852
1216,1095,Dryland,24.452837014196707
1216,1096,Dryland,22.30478830889559
1216,1122,Dryland,13.907403414112599
1216,1123,Dryland,13.779933734253234
1216,1124,Dryland,23.84019881564812
1216,1149,Dryland,11.10094371300831
1216,1150,Dryland,10.926057090360173
1216,1151,Dryland,14.709858962695494
1216,1152,Dryland,14.291384993720754
1216,1153,Dryland,15.325475661802848
1216,1243,Dryland,10.542460472830907
1216,1245,Dryland,8.407396070129145
1216,1246,Dryland,8.505395758661766
1086,1223,Dryland,6.0198885440444325
1086,1224,Dryland,8.065795926849843
1086,1225,Dryland,7.729700949074365
1086,1226,Dryland,7.526528319927679
1086,1231,Dryland,11.417135443733306
1086,1232,Dryland,9.04909361145307
1086,1233,Dryland,10.279713736972091
1086,1010,Dryland,85.5308889381137
1086,1011,Dryland,87.513495720436
1086,1012,Dryland,79.60278795337786
1086,1081,Dryland,0.18249509652814927
1086,1082,Dryland,0.040168730671303936
1086,1083,Dryland,1.3266594275673365
1086,1085,Dryland,0.4468930878510172
1086,1208,Dryland,5.606571084168606
1086,1043,Dryland,18.185832211808513
1086,1044,Dryland,19.338181855110477
1086,1045,Dryland,20.96245206430599
1086,1046,Dryland,15.851249430641229
1086,1047,Dryland,16.235135992671545
1086,1048,Dryland,15.928417317643403
1086,1052,Dryland,9.04971002385739
1086,1053,Dryland,9.116728579686786
1086,1054,Dryland,9.043552825856098
1086,1084,Dryland,2.9360504932811025
1086,1089,Dryland,11.596355242782836
1086,1092,Dryland,12.782836500185438
1086,1093,Dryland,26.871121092020648
1086,1094,Dryland,25.387935462972642
1086,1095,Dryland,25.524948780032513
1086,1096,Dryland,24.256267812819146
1086,1122,Dryland,21.345373383131445
1086,1123,Dryland,21.289520492319422
1086,1124,Dryland,32.586980778534745
1086,1149,Dryland,22.47537200305739
1086,1150,Dryland,21.958040058122
1086,1151,Dryland,24.482489880292555
1086,1152,Dryland,26.884855719368264
1086,1153,Dryland,28.71740087045676
1086,1243,Dryland,23.035985255955
1086,1245,Dryland,18.24560135957161
1086,1246,Dryland,18.464469462273698
1088,1223,Dryland,8.806254113095186
1088,1224,Dryland,7.707536163956292
1088,1225,Dryland,7.4249796535356305
1088,1226,Dryland,5.9436476659607544
1088,1231,Dryland,7.81013371045845
1088,1232,Dryland,5.70601841064926
1088,1233,Dryland,6.271719155035261
1088,1010,Dryland,89.83926996575131
1088,1011,Dryland,92.63860794261008
1088,1012,Dryland,83.28116896479186
1088,1081,Dryland,10.050712234525637
1088,1082,Dryland,9.013549983382562
1088,1083,Dryland,10.06168300583577
1088,1085,Dryland,8.008745566559341
1088,1208,Dryland,2.8524904336371755
1088,1043,Dryland,24.90425038942332
1088,1044,Dryland,27.058190798051523
1088,1045,Dryland,28.56758717279353
1088,1046,Dryland,17.738143778595475
1088,1047,Dryland,19.889064872156446
1088,1048,Dryland,19.105497269398086
1088,1052,Dryland,14.114892845863938
1088,1053,Dryland,13.114722770773717
1088,1054,Dryland,12.614659291190783
1088,1084,Dryland,7.681583564535283
1088,1089,Dryland,1.2493608783427945
1088,1092,Dryland,4.437625912472724
1088,1093,Dryland,9.980657206882077
1088,1094,Dryland,8.872440279299292
1088,1095,Dryland,8.931671621425252
1088,1096,Dryland,8.283283561012233
1088,1122,Dryland,8.550387772089769
1088,1123,Dryland,8.546878251016134
1088,1124,Dryland,17.86144959739996
1088,1149,Dryland,10.46383110056865
1088,1150,Dryland,10.389989146143654
1088,1151,Dryland,10.00657230824699
1088,1152,Dryland,13.30393293265
1088,1153,Dryland,14.644388097830172
1088,1243,Dryland,12.00485201308347
1088,1245,Dryland,11.719791474265573
1088,1246,Dryland,12.300586017052618
1090,1223,Dryland,18.71511265248946
1090,1224,Dryland,15.90743668822477
1090,1225,Dryland,15.353560906390403
1090,1226,Dryland,15.207289481819544
1090,1231,Dryland,10.354988178828588
1090,1232,Dryland,8.959598490495466
1090,1233,Dryland,8.970136026090186
1090,1010,Dryland,60.78361707626277
1090,1011,Dryland,63.06478530342643
1090,1012,Dryland,55.16822281392331
1090,1081,Dryland,14.956672524710193
1090,1082,Dryland,13.295871242686273
1090,1083,Dryland,15.254937641168308
1090,1085,Dryland,11.379021800496737
1090,1208,Dryland,6.831714016572205
1090,1043,Dryland,27.52428258572196
1090,1044,Dryland,28.392436706988782
1090,1045,Dryland,28.51490822002392
1090,1046,Dryland,25.804809518409268
1090,1047,Dryland,29.717786668808454
1090,1048,Dryland,28.27788579145803
1090,1052,Dryland,22.93816224442442
1090,1053,Dryland,21.59364466581185
1090,1054,Dryland,20.633495028639654
1090,1084,Dryland,8.225017504429163
1090,1089,Dryland,6.679086881658495
1090,1092,Dryland,0.021036045505175176
1090,1093,Dryland,10.206370933780285
1090,1094,Dryland,9.016967708491316
1090,1095,Dryland,8.892055047032065
1090,1096,Dryland,8.514007151449594
1090,1122,Dryland,14.929561273986002
1090,1123,Dryland,15.02782813825241
1090,1124,Dryland,25.34710756917339
1090,1149,Dryland,19.868364937422914
1090,1150,Dryland,20.165843868915765
1090,1151,Dryland,19.534141105855124
1090,1152,Dryland,21.96814691788578
1090,1153,Dryland,22.56757391778671
1090,1243,Dryland,17.20236947888149
1090,1245,Dryland,21.225273248854997
1090,1246,Dryland,21.88291404228966
1091,1223,Dryland,20.05410760868143
1091,1224,Dryland,17.226463572745857
1091,1225,Dryland,16.615627119347586
1091,1226,Dryland,14.786009339846931
1091,1231,Dryland,12.810033545669697
1091,1232,Dryland,11.143513325337848
1091,1233,Dryland,11.304179693029074
1091,1010,Dryland,65.75417627929633
1091,1011,Dryland,68.07094163982853
1091,1012,Dryland,59.69386069189797
1091,1081,Dryland,15.29296889911527
1091,1082,Dryland,13.606545622705328
1091,1083,Dryland,14.600913442150889
1091,1085,Dryland,11.33666471676314
1091,1208,Dryland,7.575284160451822
1091,1043,Dryland,30.965204211202373
1091,1044,Dryland,31.930792493825766
1091,1045,Dryland,32.331021644104375
1091,1046,Dryland,28.65636190454384
1091,1047,Dryland,32.4407225060814
1091,1048,Dryland,31.03795964992244
1091,1052,Dryland,22.929282478862227
1091,1053,Dryland,21.521434113059286
1091,1054,Dryland,20.720005327899756
1091,1084,Dryland,8.605607439558911
1091,1089,Dryland,6.1480077753766835
1091,1092,Dryland,0.17141096455114568
1091,1093,Dryland,8.366755086364826
1091,1094,Dryland,7.518407305100589
1091,1095,Dryland,7.41335528548096
1091,1096,Dryland,7.405488430752436
1091,1122,Dryland,14.9114917049242
1091,1123,Dryland,15.03949634318779
1091,1124,Dryland,25.465649200574575
1091,1149,Dryland,21.824184957822734
1091,1150,Dryland,22.075905702383366
1091,1151,Dryland,20.629159515081355
1091,1152,Dryland,24.109160042634688
1091,1153,Dryland,24.902297874046617
1091,1243,Dryland,19.279719009080843
1091,1245,Dryland,23.02858736263885
1091,1246,Dryland,23.77843950076768
1116,1223,Dryland,14.483652298566891
1116,1224,Dryland,10.57230279939788
1116,1225,Dryland,10.629602376688274
1116,1226,Dryland,17.22937718886229
1116,1231,Dryland,5.031904886971324
1116,1232,Dryland,6.588377224235481
1116,1233,Dryland,5.870225925474157
1116,1010,Dryland,66.54846632625168
1116,1011,Dryland,68.67610033719474
1116,1012,Dryland,62.43712020072665
1116,1081,Dryland,25.976534426924122
1116,1082,Dryland,24.102346321683843
1116,1083,Dryland,30.278471334507017
1116,1085,Dryland,23.39559846777083
1116,1208,Dryland,9.621027668850562
1116,1043,Dryland,15.2400505222262
1116,1044,Dryland,16.86482985202975
1116,1045,Dryland,16.277489111495008
1116,1046,Dryland,10.75742568743395
1116,1047,Dryland,15.361186060462746
1116,1048,Dryland,13.890695021617391
1116,1052,Dryland,36.27012360769223
1116,1053,Dryland,34.191083287447825
1116,1054,Dryland,32.334175067496574
1116,1084,Dryland,17.5785018231638
1116,1089,Dryland,14.956761946093911
1116,1092,Dryland,13.307054189259993
1116,1093,Dryland,34.6992340644126
1116,1094,Dryland,32.09202978115305
1116,1095,Dryland,31.94356043685127
