"","lc","fns","Label","Group_function","Organism","effect_mean","effect_SD","effect_median","effect_ci_2.5","effect_ci_17","effect_ci_83","effect_ci_97.5"
"1","Grassland","Arbuscularmycorrhizal_richness","AM fungi Richness","Richness","Fungi",-0.84289768857631,0.587152092947035,-0.786333650994934,-1.89749826629598,-1.36438208048129,-0.315247281542006,0.122169444356305
"2","Grassland","Bac_JaccDist_av","Bacterial Dissimilarity","Dissimilarity","Bacteria",0.0474071831616578,0.55587974506169,0.0481318620662383,-0.819921505452685,-0.46189448320655,0.511936514119619,1.20070157539868
"3","Grassland","Bac_richness","Bacterial Richness","Richness","Bacteria",-0.158867130452435,0.453507945601488,-0.181972021426267,-0.936432891164503,-0.576041298885659,0.259559399241864,0.770966065626002
"4","Grassland","Bac_shannonDiv","Bacterial Shannon","Shannon","Bacteria",-0.433204671168988,0.448990131363196,-0.466418526292113,-1.14419231690379,-0.827184137361586,-0.00926633371436633,0.502989267845238
"5","Grassland","Decomposer_richness","Decomposer Richness","Richness","Decomposers",-1.28999178707111,0.769313819548623,-1.00428098012287,-2.77656654179626,-2.16261920664851,-0.638633604681191,-0.320245854011657
"6","Grassland","Ectomycorrhizal_richness","EM fungi Richness","Richness","Fungi",-0.588688698310218,0.582343299716942,-0.526640544139474,-1.63995240795063,-1.06341013795023,-0.0975900072948532,0.447213595499958
"7","Grassland","Fungi_JaccDist_av","Fungal Dissimilarity","Dissimilarity","Fungi",0.185061999466979,0.51065986313734,0.170128533310272,-0.593400750405853,-0.306361409161576,0.635080060753325,1.28403360773094
"8","Grassland","Fungi_richness","Fungal Richness","Richness","Fungi",-0.981112897535742,0.816194742221717,-0.787942576991578,-2.61970854338645,-1.61453094584645,-0.339660673223715,0.105612047249517
"9","Grassland","Fungi_shannonDiv","Fungal Shannon","Shannon","Fungi",-1.46225515526507,0.872933865435767,-1.36340709211514,-3.07637933473979,-2.23236812893896,-0.649897893286234,-0.145385349805372
"10","Grassland","Invertebrate_JaccDist_av","Invertebrate Dissimilarity","Dissimilarity","Invertebrates",0.121108003425257,0.623512303481139,0.0607330400496923,-0.752530173932694,-0.415143894067581,0.641604829913115,1.46819434404802
"11","Grassland","Invertebrate_richness","Invertebrate Richness","Richness","Invertebrates",-0.357288024014624,0.57114707041363,-0.305634743503983,-1.34113473079533,-0.81463819890101,0.127719689678015,0.62336714561374
"12","Grassland","Invertebrate_shannonDiv","Invertebrate Shannon","Shannon","Invertebrates",-1.10509680144871,0.483412023589703,-1.07058921546766,-1.98359774139867,-1.52296532930326,-0.668456385193062,-0.219098784717823
"13","Grassland","Nematode_richness","Nematode Richness","Richness","Nematodes",-0.906603125244081,0.663802650121559,-0.78708327802875,-2.13737442286518,-1.5232091461143,-0.322581897593294,0.134584228761014
"14","Grassland","Nutrient_service","Nutrient cycling","Function","Function",-1.04974778524944,0.634053784077206,-0.997552460321866,-2.17856440564287,-1.63074148640268,-0.488630512674258,0.126544489425432
"15","Grassland","OM_decomposition_service","Decomposition (OM)","Function","Function",-1.78438250861739,0.828664295233503,-1.61869786029789,-3.36089401231095,-2.47652820633723,-1.09968839526595,-0.708405436013573
"16","Grassland","Pathogen_control","Pathogen control","Function","Function",-1.53453226495767,0.772115598169032,-1.51111661382087,-2.82583532889952,-2.27768343797755,-0.86706532910524,0.00991555734162573
"17","Grassland","Protist_JaccDist_av","Protist Dissimilarity","Dissimilarity","Protists",-0.530237373065024,0.616010295798099,-0.530222008549113,-1.56019387096263,-1.01513833514433,-0.00251804803128171,0.678302926756591
"18","Grassland","Protist_richness","Protist Richness","Richness","Protists",-1.29005266927924,0.633115744236892,-1.24517193436077,-2.43695945607311,-1.85174682147038,-0.728975326423048,-0.158566084664968
"19","Grassland","Protist_shannonDiv","Protist Shannon","Shannon","Protists",0.18193624156693,0.686648034198802,0.321698147966816,-1.24089773117461,-0.435998639333338,0.782964949790295,1.26251982428451
"20","Grassland","Soil_carbon_service","Soil carbon","Function","Function",-0.91930884204147,0.507582712814197,-0.882246281030586,-1.78472628957024,-1.351055613655,-0.475477128014537,0.0209519425831889
"21","Grassland","Soil_stability_service","Soil stability","Function","Function",-2.1471737778555,0.784012269620471,-2.00782304720412,-3.52854723272333,-2.85349729008706,-1.44171743969845,-0.932307966870349
"22","Shrubland","Arbuscularmycorrhizal_richness","AM fungi Richness","Richness","Fungi",0.921370006366113,0.6746404714193,0.884096499361066,-0.0870721766754917,0.295389238637848,1.54797158011554,2.40814591343741
"23","Shrubland","Bac_JaccDist_av","Bacterial Dissimilarity","Dissimilarity","Bacteria",-0.622682694021333,0.817012992107509,-0.579902214100428,-2.07295883763094,-1.34723126161263,0.161005468080363,0.814948971170805
"24","Shrubland","Bac_richness","Bacterial Richness","Richness","Bacteria",0.480232924996773,0.813747157870691,0.342934092183723,-0.582832852492028,-0.219701995520094,1.18603668934017,2.4121981311631
"25","Shrubland","Bac_shannonDiv","Bacterial Shannon","Shannon","Bacteria",0.449117258924934,0.760402300123256,0.352180724642618,-0.557144554616604,-0.217914839457327,1.14806410256696,2.14301030081714
"26","Shrubland","Decomposer_richness","Decomposer Richness","Richness","Decomposers",1.37887434173004,0.910436426358676,1.24351620325531,0.113533010403603,0.576205226779999,2.17397159792654,3.51196093634843
"27","Shrubland","Ectomycorrhizal_richness","EM fungi Richness","Richness","Fungi",0.343381442087343,0.736530723718776,0.354022947190084,-0.9,-0.378545968666359,1.01976708649578,1.78048924795855
"28","Shrubland","Fungi_JaccDist_av","Fungal Dissimilarity","Dissimilarity","Fungi",-0.816096238830798,0.805941625408814,-0.788486921958978,-2.13066437544062,-1.52812962429357,-0.100339150634765,0.663800591425684
"29","Shrubland","Fungi_richness","Fungal Richness","Richness","Fungi",1.03623063786419,0.828827750163568,0.955222555159156,-0.0833641419092495,0.293767800796983,1.73536052208036,3.02099167984449
"30","Shrubland","Fungi_shannonDiv","Fungal Shannon","Shannon","Fungi",1.14780233333351,0.763642501224891,1.07607899090823,0.0436637936135093,0.422686554501041,1.84617785783661,2.8124929646655
"31","Shrubland","Invertebrate_JaccDist_av","Invertebrate Dissimilarity","Dissimilarity","Invertebrates",-0.517978147182244,0.734996832401748,-0.468119875964837,-1.85124767303041,-1.12566454803376,0.130987804544774,0.808600376367221
"32","Shrubland","Invertebrate_richness","Invertebrate Richness","Richness","Invertebrates",0.512590939884308,0.677086132430311,0.449123657933925,-0.495733767800633,-0.0806844379155085,1.10273800739932,2.09877705367535
"33","Shrubland","Invertebrate_shannonDiv","Invertebrate Shannon","Shannon","Invertebrates",0.383418961724262,0.733966260456587,0.336157104701306,-0.748405101419265,-0.275681983184727,1.07875045221336,2.01453137643322
"34","Shrubland","Nematode_richness","Nematode Richness","Richness","Nematodes",0.228562029163951,0.599562429315214,0.19168115662577,-0.648130578266322,-0.333938441763608,0.755757260418539,1.52885928172481
"35","Shrubland","Nutrient_service","Nutrient cycling","Function","Function",0.488570726057782,0.800219627853671,0.411767700582367,-0.559750165391277,-0.190590466411131,1.09672546941662,2.41248881984598
"36","Shrubland","OM_decomposition_service","Decomposition (OM)","Function","Function",0.470013446206718,0.61372312008257,0.424372592080362,-0.396547408326813,-0.0474011665009116,0.952392194628816,1.79267504301905
