Order_ID,Latitude_c,Longitude_c,Eco_c,Soil_pH,Soil_salinity,Clay_silt_c,Soil_carbon_service,OM_decomposition_service,Water_regulation_service,Soil_stability_service,Nutrient_service,Pathogen_control,Richness_bacteria,Fungi_18s_richness,Invertebrate_18s_richness,Protist_18s_richness,Ectomycorrhizal_18s_richness,Arbuscular_mycorrhizal_18s_richness,Decomposers_18s_richness,Diss_Bacteria_std,Diss_Fungi_std,Diss_Protists_std,Diss_invert_std,Elevation,AnnualTemp,AnnualPrec,id.x,PA_type,PA,LC
663,-26.018,153.081,Forest,4.28,47.2,1.951111111,0.063461453,0.125345936,0.441049525,0.88655322,0.001935412,0.995337995,1901,167,33,125,10,3,47,0.861,0.6868,0.8301,0.5646,93,2.055000000000001,1397.6000000000001,100,II,1,Woodland
669,-26.034,153.087,Forest,4.32,27.2,0.66,0.025694831,0.083441027,0.38350571,0.90657324,0.001149391,0.996503497,2335,208,42,177,10,4,50,0.8526,0.6955,0.7759,0.6057,157,2.0250000000000057,1441.2,101,II,1,Woodland
672,-25.913,153.082,Forest,4.8,17.1,0.624444444,0.009769148,0.052252926,0.327230147,0.69636303,0.001179623,0.98951049,1143,101,31,72,4,1,32,0.9779,0.7863,0.9191,0.6901,23,2.0950000000000046,1376,102,Not Applicable,0,Woodland
679,-26.033,153.081,Forest,4.32,62.5,0.49,0.06619157,0.153334356,0.211682466,0.75308642,0.00535158,0.997668998,2109,181,72,186,9,0,47,0.8933,0.6864,0.7304,0.5022,88,2.055000000000001,1397.3000000000002,103,II,1,Woodland
680,19.057,-98.567,Forest,5.57,42.6,13.73333333,0.054361062,0.095586095,0.444680206,0.641041041,0.052770431,0.982517483,4106,278,27,230,19,8,47,0.4457,0.5663,0.5258,0.5818,3138,1.2150000000000034,1447.5,104,NA,0,Woodland
686,19.082,-99.147,Forest,4.77,87,40.09444444,0.361954265,0.206126086,0.732647956,0.66966967,0.209145808,0.990675991,1033,186,18,53,10,7,51,0.9592,0.7206,0.9969,0.8392,3234,1.0150000000000035,1549.6000000000001,105,Ia,1,Woodland
690,19.086,-99.179,Forest,5.74,67.9,28.37777778,0.118518816,0.25219701,0.621850002,0.710043377,0.05430882,0.991841492,4563,267,45,388,7,5,67,0.4802,0.6572,0.4227,0.5901,3156,1.055000000000001,1546.3000000000002,106,Ia,1,Woodland
695,19.095,-99.064,Forest,6.24,84.8,43.93666667,0.129439284,0.269005203,0.729278385,0.756089423,0.273685246,0.944055944,4291,277,42,388,11,4,64,0.3791,0.5681,0.3795,0.4997,3139,1.0950000000000046,1589.2,107,Not Reported,0,Woodland
701,19.135,-99.092,Forest,5.95,84.5,35.90777778,0.204517507,0.334500242,0.733518325,0.797464131,0.060131503,0.963869464,4234,245,15,454,15,1,49,0.3085,0.6247,0.3673,0.6252,3166,1.0850000000000022,1489.5,108,NA,0,Woodland
705,19.126,-99.229,Forest,5.64,63.5,33.26444444,0.265945144,0.164153698,0.661650726,0.833833834,0.062707345,0.995337995,3906,178,17,189,13,2,41,0.4893,0.659,0.6552,0.7366,3189,1.0350000000000024,1556.7,109,Not Reported,0,Woodland
710,19.151,-99.266,Forest,5.59,73.2,34.41777778,0.197692214,0.135903235,0.709309637,0.740878792,0.109159196,0.981351981,4100,247,30,259,21,6,58,0.4695,0.6508,0.5394,0.5975,3186,1.0450000000000046,1560.3000000000002,110,NA,0,Woodland
716,19.608,-99.476,Forest,5.51,60.3,40.29222222,0.256389734,0.181709915,0.705293507,0.62232959,0.036196233,0.996503497,4085,223,32,166,13,3,67,0.529,0.7474,0.6912,0.5167,3103,1.1350000000000022,1308.5,111,Not Reported,0,Woodland
732,45.728,-84.94,Shrubland,7.525,54.325,0.856666667,0.009769148,0.042309167,0.142687084,0.76976977,0.00380977,0.994172494,3550,121,2,205,5,1,27,0.4556,0.5862,0.4646,0.9655,182,0.6450000000000046,870,112,NA,0,Shrubland
738,45.728,-84.938,Shrubland,7.37,58.7,2.436666667,0.00648754,0.135682676,0.291097406,0.52952953,0.003133885,0.982517483,4007,176,9,326,7,4,40,0.3682,0.4509,0.3336,0.8996,182,0.6450000000000046,870,113,NA,0,Shrubland
746,45.728,-84.936,Forest,4.92,17.195,1.515555556,0.027969929,0.052409711,0.471462699,0.43364417,6.93539e-4,0.998834499,1501,132,21,60,7,4,39,0.9255,0.7775,1,0.7678,182,0.6450000000000046,870,114,NA,0,Woodland
762,45.726,-84.907,Forest,4.67,24.6,1.854444444,0.01704946,0.035816063,0.076737993,0.751132348,0.010400253,0.995337995,2448,215,35,382,6,1,50,0.7321,0.591,0.4559,0.318,185,0.6550000000000011,885.2,115,Not Reported,0,Woodland
766,45.723,-84.875,Forest,4.48,12.93,2.296666667,0.006584011,0.054585842,0.228294077,0.728578904,0.003960928,0.998834499,1539,131,23,81,10,1,28,0.8723,0.8313,0.9555,0.7462,193,0.6550000000000011,878.3000000000001,116,NA,0,Woodland
770,19.414,-155.234,Forest,4.86,31.9,9.106155662,0.303711765,0.177467798,0.933827498,0.842721911,0.047302857,0.988344988,2609,204,20,192,6,3,65,0.8787,0.8962,0.7437,0.7078,1195,1.6250000000000058,3867.3,117,NA,0,Woodland
775,19.929,-155.301,Forest,4.25,153.4,14.73072215,0.712355421,0.337445128,0.624112961,1,0.449911889,0.998834499,1629,133,29,104,1,0,50,0.9752,0.9387,0.88,0.7049,1287,1.5850000000000022,3828.3,118,NA,0,Woodland
781,20.051,-155.684,Forest,4.3,136.7,19.53017901,0.675953859,0.311398498,0.852460445,0.793873664,0.380767967,1,2074,164,37,184,6,1,61,0.9229,0.9329,0.681,0.5008,1178,1.7250000000000056,1611,119,NA,0,Woodland
789,22.139,-159.624,Forest,3.77,157.9,13.65144528,1,0.295625699,0.585282077,0.958507731,0.170045102,1,1641,114,22,103,3,0,37,0.954,0.8395,0.9206,0.6725,1124,1.7250000000000056,3098.1000000000004,120,NA,0,Woodland
790,37.621,-120.616,Shrubland,5.66,480,51.68111111,0.068466667,0.21430887,0.521956526,0.8998999,0.174458018,0.966200466,2894,184,27,522,8,4,39,0.4384,0.5129,0.3251,0.7595,68,1.7250000000000056,467.6,121,NA,0,Shrubland
795,37.489,-120.529,Shrubland,6.89,314,48.02666667,0.151735241,0.430920993,0.542149083,0.8998999,0.22767059,0.963869464,4873,291,56,554,6,4,62,0.2578,0.4157,0.2168,0.256,61,1.7550000000000012,428.8,122,NA,0,Shrubland
805,37.626,-120.59,Grassland,6.57,161.7,13.57666667,0.069831726,0.382793288,0.05778882,0.8998999,0.069013597,0.904428904,3954,256,50,421,8,11,46,0.1354,0.3149,0.1725,0.2814,67,1.7250000000000056,483.20000000000005,123,NA,0,Grassland
810,37.468,-120.369,Grassland,4.98,254,47.77444444,0.160674928,0.649529859,0.48872087,0.8998999,0.050935517,0.965034965,3206,220,30,352,4,4,36,0.4922,0.3302,0.341,0.3354,215,1.6950000000000045,526.9,124,NA,0,Grassland
1301,35.26746,3.22381,Shrubland,8.1,213,20.22222222,0.015903173,0.029885659,0.281862784,0.037926816,0.028901515,0.115384615,4520,255,29,447,7,9,59,0.1224,0.2595,0.1207,0.4277,832,1.6550000000000011,261.7,125,Not Applicable,0,Shrubland
1302,35.26817,3.23376,Grassland,8.03,147.1,11.22222222,0.007244725,0.023894501,0.240294252,0.303748193,0.010817809,0.861305361,4366,196,25,414,4,11,28,0.117,0.3523,0.1377,0.2925,857,1.6450000000000045,265.40000000000003,126,Not Applicable,0,Grassland
1303,35.26881,3.23955,Grassland,7.68,387,21.22222222,0.020279275,0.040069334,0.262926697,0.269269269,0.059036597,0.815850816,4098,173,32,306,4,9,35,0.1126,0.2771,0.1242,0.5588,857,1.6450000000000045,265.40000000000003,127,Not Applicable,0,Grassland
1304,34.93256,3.05053,Shrubland,7.88,5730,24,0.015971381,0.02836016,0.229300258,0.153598042,0.166882582,0.952214452,3468,150,31,540,3,3,26,0.4188,0.6129,0.2699,0.5423,868,1.6850000000000023,270.2,128,Not Applicable,0,Shrubland
1305,34.93281,3.05913,Shrubland,7.37,1671,20.66666667,0.014479281,0.052412934,0.301310918,0.331553776,0.054478045,0.843822844,3864,166,40,475,8,4,30,0.2166,0.4751,0.1558,0.3286,867,1.6850000000000023,270.8,129,Not Applicable,0,Shrubland
1306,34.93471,3.06564,Shrubland,8.01,170.9,11.66666667,0.012454958,0.05546982,0.254567156,0.242575909,0.030837564,0.911421911,4089,204,42,363,3,11,37,0.1064,0.2807,0.1272,0.5682,863,1.6850000000000023,268.7,130,Not Applicable,0,Shrubland
1307,-41.04097,-70.48775,Grassland,6.49,77.1,17.44444444,0.023140541,0.114601638,0.301310918,0.565120676,0.045003314,0.917249417,4563,284,52,542,4,5,57,0.1031,0.1812,0.114,0.2376,1076,0.7950000000000046,634.8000000000001,131,NA,0,Grassland
1308,-41.03246,-70.52356,Grassland,6.22,66.3,19.11111111,0.022186196,0.146765785,0.360519683,0.610721833,0.033214709,0.923076923,4409,279,42,550,3,8,47,0.1105,0.2498,0.1164,0.4029,1065,0.7850000000000023,653.4000000000001,132,NA,0,Grassland
1309,-41.03991,-70.4892,Grassland,6.05,104,18.66666667,0.024992789,0.06102071,0.325981237,0.497275053,0.0613181,0.955710956,4630,227,41,585,1,5,44,0.1195,0.1974,0.0847,0.3661,1076,0.7950000000000046,634.8000000000001,133,NA,0,Grassland
1310,-41.0138,-71.04579,Shrubland,6.7,82.6,28,0.037979533,0.043693948,0.331936142,0.465020576,0.040608193,0.981351981,4681,281,39,437,5,10,58,0.21560000000000001,0.3979,0.3133,0.3493,1118,0.6950000000000045,1527.5,134,V,1,Shrubland
1311,-41.02781,-71.04449,Grassland,6.63,120.1,29.55555556,0.046696873,0.048397506,0.307609723,0.628517406,0.048110532,0.972027972,4805,314,49,513,6,13,55,0.1824,0.2729,0.2682,0.6395,1050,0.7350000000000023,1559.4,135,V,1,Grassland
1312,-41.00444,-71.0589,Grassland,6.75,10.5,33.55555556,0.040327038,0.037383557,0.337809472,0.650761873,0.037798022,0.991841492,4692,288,52,423,5,9,62,0.1939,0.4654,0.3086,0.4525,1131,0.6850000000000023,1499.1000000000001,136,V,1,Grassland
1313,-51.49185842,-69.33351517,Grassland,6.59,141.1,35.11111111,0.094336701,0.089401114,0.397478021,0.53620287,0.067463885,0.979020979,4141,237,50,404,3,4,47,0.1611,0.2905,0.3081,0.4264,121,0.7650000000000035,306.2,137,NA,0,Grassland
1314,-51.4920655,-69.32009339,Grassland,6.5,92.3,34.55555556,0.125216522,0.136023249,0.435876293,0.687465243,0.063839608,0.974358974,3926,198,64,338,5,4,41,0.2041,0.3803,0.3082,0.2439,136,0.7550000000000011,314,138,NA,0,Grassland
1315,-51.49359519,-69.30677892,Grassland,6.66,98.4,35.66666667,0.075872692,0.07447501,0.421921366,0.60293627,0.048587103,0.981351981,3722,255,48,424,4,6,63,0.2439,0.339,0.2903,0.273,140,0.7450000000000045,318.3,139,NA,0,Grassland
1322,-27.59989,-66.39181,Shrubland,6.75,156.3,35.77777778,0.016823355,0.058546532,0.343602893,0.150261372,0.074422411,0.705128205,4632,201,33,293,1,2,39,0.1536,0.2088,0.2406,0.5858,960,1.9750000000000056,326.8,140,NA,0,Shrubland
1323,-27.59703,-66.39864,Shrubland,6.11,137.4,32.22222222,0.040999858,0.063091329,0.366009238,0.259259259,0.108902948,0.972027972,4273,190,24,390,3,0,37,0.1538,0.1759,0.1782,0.477,960,1.9750000000000056,326.8,141,NA,0,Shrubland
1324,-27.59494,-66.40858,Shrubland,6.5,135,35.77777778,0.012519077,0.067439839,0.294921483,0.284840396,0.073030272,0.948717949,4537,181,21,262,5,0,40,0.1523,0.3163,0.2568,0.6704,956,1.9750000000000056,302.6,142,NA,0,Shrubland
1325,-29.28744,-65.24302,Forest,7.23,232,41.66666667,0.025711081,0.077598592,0.325981237,0.775330886,0.061555394,0.876456876,5014,198,46,400,3,2,44,0.0971,0.2576,0.07,0.2107,241,2.1350000000000025,528.2,143,NA,0,Woodland
1326,-29.28739,-65.25106,Forest,6.37,148,43.22222222,0.051904015,0.048002294,0.354956444,0.934378823,0.078865398,0.948717949,4975,222,60,429,2,2,45,0.139,0.2351,0.0967,0.1266,245,2.1350000000000025,528.6,144,NA,0,Woodland
1327,-29.28573,-65.26186,Forest,5.69,84.5,37.11111111,0.044306377,0.056057103,0.337809472,0.941052163,0.064782759,0.884615385,4257,251,42,514,4,2,47,0.2722,0.1883,0.207,0.3383,248,2.1350000000000025,528.6,145,NA,0,Woodland
1328,-45.45081,-69.82544,Shrubland,6.91,140.6,11.11111111,0.015259692,0.034328883,0.261543837,0.185852519,0.067090215,0.776223776,4313,251,39,344,2,7,40,0.1345,0.1173,0.1231,0.3506,475,1.0650000000000035,211.60000000000002,146,NA,0,Shrubland
1329,-45.37281,-69.89747,Shrubland,7.35,337,30.66666667,0.016214787,0.035906267,0.294921483,0.323768213,0.04925584,0.947552448,4174,227,60,395,6,5,43,0.1458,0.2617,0.1378,0.2779,483,1.0750000000000057,208.5,147,NA,0,Shrubland
1330,-45.07703,-70.01175,Shrubland,8.03,128.4,15.22222222,0.014581058,0.0240309,0.26841716,0.261483706,0.046028212,0.756410256,3900,210,25,318,4,3,38,0.1446,0,0.1614,0.6043,549,1.0350000000000024,235.8,148,NA,0,Shrubland
1331,-45.125,-69.99694,Shrubland,7.87,107.2,28.55555556,0.013639532,0.035445662,0.174012073,0.361583806,0.026499964,0.927738928,4503,197,32,337,4,2,35,0.171,0.2763,0.1886,0.4434,547,1.0350000000000024,231.9,149,NA,0,Shrubland
1332,-45.38136,-70.22183,Shrubland,6.93,72.4,14.55555556,0.014325141,0.026628732,0.240294252,0.446112779,0.041690191,0.924242424,4167,201,28,321,5,5,34,0.0735,0.244,0.15310000000000001,0.4995,529,1.0150000000000035,226.10000000000002,150,NA,0,Shrubland
1333,-45.38406,-70.25333,Grassland,6.89,106.8,9.888888889,0.018137458,0.0565772,0.26841716,0.449449449,0.045233735,0.882284382,4177,252,34,357,4,4,46,0.0554,0.0172,0.1542,0.4433,534,1.0050000000000012,227.70000000000002,151,NA,0,Grassland
1334,-45.43025,-70.2955,Grassland,6.87,38,6.777777778,0.010912425,0.018317044,0.225578777,0.441663886,0.049856311,0.867132867,4094,217,36,370,4,3,32,0.1031,0.2123,0.2178,0.4475,541,0.9950000000000045,228.5,152,NA,0,Grassland
1336,-45.55611,-71.47211,Grassland,6.57,72.8,24.44444444,0.044376276,0.04383784,0.343602893,0.432766099,0.103834056,0.968531469,4422,282,55,430,2,8,55,0.1718,0.1779,0.2473,0.472,671,0.6950000000000045,633.1,153,NA,0,Grassland
1337,-45.58158,-71.47075,Grassland,6.31,74.6,23.66666667,0.032767875,0.047909036,0.301310918,0.488377266,0.100523906,0.923076923,4405,325,63,393,8,8,65,0.1697,0.2022,0.2321,0.4199,687,0.6850000000000023,608,154,NA,0,Grassland
1338,-45.57636,-71.38994,Grassland,6.19,79,14.44444444,0.034425498,0.020006144,0.281862784,0.453898343,0.113072181,0.938228438,4442,273,36,361,6,3,49,0.1406,0.1748,0.1968,0.4836,654,0.7150000000000034,532.6,155,NA,0,Grassland
1339,-45.58042,-71.39194,Grassland,6.76,83.4,37.44444444,0.049150971,0.043617379,0.392401326,0.578467356,0.149656477,0.98951049,4339,162,25,282,2,3,44,0.1804,0.3465,0.3268,0.496,652,0.7150000000000034,538.8000000000001,156,NA,0,Grassland
1340,-31.0827,141.70068,Shrubland,8.78,261,54.22222222,0.023906111,0.049135526,0.412327353,0.036647267,0.03439783,0.706293706,4538,184,39,463,4,3,37,0.15310000000000001,0.2888,0.1376,0.2651,191,1.9150000000000034,230.4,157,NA,0,Shrubland
1343,-31.08305,141.69901,Shrubland,7.52,95.5,46.88888889,0.020540458,0.027863819,0.281862784,0.049934891,0.036903204,0.841491841,4992,196,51,455,2,1,41,0.1671,0.2417,0.1118,0.3213,192,1.9150000000000034,229.8,158,NA,0,Shrubland
1344,-34.78926,144.75515,Shrubland,5.97,800,74.88888889,0.045931702,0.045677759,0.440415848,0.12744603,0.173566513,0.883449883,4001,196,39,349,1,4,44,0.2171,0.2322,0.1642,0.4583,85,1.6950000000000045,347.40000000000003,159,NA,0,Shrubland
1345,-34.71686,144.77065,Shrubland,5.66,238,49.44444444,0.046700514,0.051931466,0.407439837,0.142948258,0.1092317,0.82983683,4116,289,58,470,9,3,65,0.1564,0.2288,0.0708,0.2943,90,1.6950000000000045,347,160,NA,0,Shrubland
1346,-34.69379,144.79988,Shrubland,5.95,337,58.77777778,0.048296962,0.06864787,0.412327353,0.225995907,0.084748356,0.750582751,4093,268,57,549,10,3,59,0.137,0.2294,0.0912,0.4268,89,1.6950000000000045,351.1,161,NA,0,Shrubland
1347,-34.78923,144.78058,Shrubland,6.58,176.8,31.88888889,0.028054314,0.063448422,0.331936142,0.186133036,0.028043214,0.705128205,4540,220,56,561,6,2,42,0.1137,0.2319,0.1,0.2393,86,1.6850000000000023,351,162,NA,0,Shrubland
1348,-31.48905,147.22937,Grassland,5.95,247,65.77777778,0.041928073,0.056419353,0.349318025,0.066544421,0.100107276,0.855477855,4155,247,66,438,8,9,46,0.2252,0.2406,0.2981,0.2345,170,1.8650000000000033,460.90000000000003,163,NA,0,Grassland
1349,-31.51075,147.21559,Shrubland,6.04,309,54.55555556,0.031649627,0.084449932,0.354956444,0.269180685,0.043800229,0.313519814,4370,158,43,421,3,2,35,0.2096,0.417,0.2681,0.3876,170,1.855000000000001,463.20000000000005,164,NA,0,Shrubland
1350,-31.49073,147.23123,Shrubland,6.02,272,62,0.036579821,0.093485168,0.343602893,0.495070292,0.045369364,0.931235431,4605,189,48,546,2,10,34,0.1367,0.3947,0.1411,0.3889,170,1.8650000000000033,460.90000000000003,165,NA,0,Shrubland
1371,-10.85045,-43.32825,Forest,4.33,22.1,3.555555556,0.023172871,0.025146938,0.079278049,0.432766099,0.012424112,0.961538462,2018,179,29,280,2,2,27,0.7422,0.5635,0.5637,0.7308,448,2.655000000000001,746.8000000000001,166,V,1,Woodland
1372,-10.86147,-43.34457,Forest,4.13,25.4,4.777777778,0.057296601,0.027851912,0.048723067,0.475030586,0.019354721,0.995337995,2378,190,61,293,2,1,33,0.6679,0.5238,0.5158,0.4322,451,2.655000000000001,814.5,167,V,1,Woodland
1373,-10.84101,-43.35452,Forest,4.25,31.5,2.555555556,0.045267459,0.039764738,0.079278049,0.446112779,0.01835572,0.991841492,2246,186,43,319,2,1,34,0.7184,0.5506,0.4609,0.537,458,2.6450000000000045,844.8000000000001,168,V,1,Woodland
1374,-9.62727,-41.34035,Forest,5.36,35.7,1.888888889,0.018816112,0.053776878,0.038160851,0.418307196,0.035872065,0.939393939,3658,195,47,453,2,5,34,0.3204,0.3952,0.2854,0.4877,418,2.6450000000000045,447.40000000000003,169,V,1,Woodland
1375,-9.64365,-41.33944,Forest,4.85,30.9,1.222222222,0.013546328,0.044147665,0.089102513,0.269269269,0.026695776,0.967365967,2891,244,34,432,5,0,48,0.5753,0.4768,0.3597,0.3156,391,2.6650000000000036,440.40000000000003,170,V,1,Woodland
1376,-9.62211,-41.35261,Forest,4.98,35.5,1.666666667,0.019294447,0.048544345,0.089102513,0.48281614899999997,0.04692341,0.96037296,2833,206,34,342,2,0,33,0.5465,0.3866,0.3886,0.462,407,2.655000000000001,449.5,171,V,1,Woodland
1377,-18.28589,-44.21706,Shrubland,4.1,90.3,63.44444444,0.038333535,0.050418433,0.360519683,0.598487376,0.050447038,0.96037296,3074,242,51,324,5,5,46,0.5085,0.5275,0.3046,0.4489,531,2.4450000000000047,1011.5,172,NA,0,Shrubland
1378,-18.29167,-44.21056,Shrubland,4.76,38.6,56.88888889,0.033202206,0.13249671700000001,0.294921483,0.431653876,0.021532983,0.982517483,3729,280,25,255,5,1,48,0.4828,0.6197,0.4641,0.5172,547,2.4350000000000023,1018.4000000000001,173,NA,0,Shrubland
1379,-18.27407,-44.19578,Forest,5.11,68.8,47.55555556,0.055140236,0.168132477,0.331936142,0.942164387,0.031101069,0.981351981,4341,355,62,300,3,6,62,0.2999,0.5491,0.3414,0.3278,541,2.4350000000000023,1032.5,174,NA,0,Woodland
1380,50.74388,-120.4274,Shrubland,6.6,159.6,46.77777778,0.092507397,0.269898465,0.440415848,0.570681793,0.043234684,0.903263403,4779,247,48,310,4,12,50,0.1305,0.3093,0.3459,0.337,707,0.6950000000000045,347,175,II,1,Shrubland
1381,50.74152,-120.42911,Shrubland,6.95,221,49.11111111,0.067541905,0.140477139,0.261543837,0.333778223,0.057095054,0.646853147,4721,276,42,302,7,14,47,0.1302,0.2692,0.2276,0.3369,664,0.7250000000000056,329.6,176,II,1,Shrubland
1382,50.73844,-120.4322,Shrubland,7.09,375,47.66666667,0.070971961,0.173626655,0.397478021,0.461683906,0.048644548,0.926573427,4808,299,61,406,7,17,37,0.1271,0.2645,0.1184,0.1183,664,0.7250000000000056,329.6,177,II,1,Shrubland
1383,-45.25074,-71.43081,Grassland,6.16,123.9,17.55555556,0.111278913,0.30816199,0.354956444,0.240351463,0.121496785,0.98951049,4129,299,78,461,6,5,68,0.2353,0.249,0.3073,0.2539,794,0.6550000000000011,731.2,178,NA,0,Grassland
1384,-45.24508,-71.42137,Grassland,5.94,164.9,25.66666667,0.047651002,0.241955441,0.288439448,0.210321433,0.079955232,0.862470862,4354,316,61,471,5,6,62,0.215,0.2947,0.2545,0.2836,821,0.6450000000000046,752.3000000000001,179,NA,0,Grassland
1385,-45.23937,-71.40499,Grassland,6.1,133.2,24.22222222,0.037742582,0.089637921,0.307609723,0.260371483,0.069171873,0.981351981,4418,285,46,468,3,6,58,0.1855,0.303,0.1826,0.4948,838,0.6350000000000022,764.7,180,NA,0,Grassland
1400,38.56636,109.59864,Shrubland,7.83,75.4,3.333333333,0.00256937,0.046487883,0.079278049,0.329329329,0.010517255,0.982517483,4085,148,11,274,5,1,28,0.1673,0.2699,0.255,0.7848,1178,0.9050000000000011,354.3,181,NA,0,Shrubland
1401,38.56655,109.59841,Shrubland,7.73,101.2,5.666666667,0.005638435,0.066986081,0.17856104,0.342676009,0.01741022,0.381118881,3395,106,9,393,3,0,21,0.2535,0.562,0.2811,0.6623,1178,0.8950000000000046,355,182,NA,0,Shrubland
1402,38.56694,109.5961,Shrubland,8.15,89.2,11.55555556,0.00545905,0.034618791,0.170275127,0.411633856,0.012327789,0.958041958,4471,115,21,483,4,2,21,0.1633,0.4724,0.1828,0.4061,1180,0.8950000000000046,355,183,NA,0,Shrubland
1403,38.58506,109.62194,Shrubland,7.95,108.1,8.555555556,0.002350622,0.012678854,0.153289006,0.483928373,0.011576951,0.933566434,4515,147,37,433,2,5,26,0.171,0.2548,0.0633,0.3909,1202,0.8850000000000022,359.6,184,NA,0,Shrubland
1404,49.26454,119.18953,Grassland,6.11,215,34,0.067216329,0.0472537,0.285163073,0.741964186,0.125405606,0.611888112,4603,222,48,301,5,3,40,0.0708,0.115,0.0861,0.2976,633,-0.0049999999999954525,335.20000000000005,185,NA,0,Grassland
1405,49.26278,119.1943,Grassland,6.58,156.2,39.33333333,0.07247746,0.237729438,0.452622207,0.70637304,0.0576776,0.800699301,4616,293,66,357,7,4,51,0.1009,0.2035,0.0691,0.249,633,-0.0049999999999954525,333.8,186,NA,0,Grassland
1406,49.29804,119.18883,Grassland,6.13,238,35.11111111,0.055819629,0.149506556,0.393676592,0.708597486,0.072076555,0.812354312,4489,256,62,424,3,7,42,0.0767,0.2233,0.0885,0.3329,596,0.005000000000001137,319.6,187,NA,0,Grassland
1408,49.54666,118.55455,Grassland,5.72,520,49.33333333,0.089585816,0.178587139,0.443411955,0.448337226,0.184982769,0.962703963,4141,201,34,470,5,4,33,0.1329,0.4357,0.1293,0.3059,737,-0.04499999999999886,327.1,188,NA,0,Grassland
1413,43.98449,90.97402,Shrubland,8.64,280,36.22222222,0.010765388,0.051833633,0.194735141,0.228117006,0.045141982,0.797202797,4215,165,27,327,2,0,30,0.2547,0.3551,0.193,0.4144,1150,0.6250000000000057,174.9,189,NA,0,Shrubland
1414,43.97099,90.97385,Shrubland,8.52,150.4,44.77777778,0.016401252,0.067824561,0.225578777,0.363808253,0.042487289,0.876456876,4384,207,40,436,3,8,40,0.2214,0.2302,0.1331,0.3722,1162,0.6150000000000034,176,190,NA,0,Shrubland
1415,43.96438,90.81653,Shrubland,8.84,199,56.66666667,0.023967154,0.076621506,0.281862784,0.400511623,0.043526213,0.966200466,4035,172,27,255,4,11,32,0.2813,0.3987,0.3055,0.6676,1114,0.6450000000000046,180.4,191,NA,0,Shrubland
1416,-0.89437,-80.5366,Forest,7.51,166.1,75.22222222,0.038364145,0.109551081,0.498673469,0.8665332,0.062647461,0.897435897,4871,238,75,539,7,6,41,0.3309,0.453,0.1938,0.2937,103,2.4450000000000047,572.4,192,NA,0,Woodland
1417,-0.8994,-80.55148,Forest,7.16,166,78.11111111,0.08136558,0.177856085,0.494814424,0.90657324,0.121596534,0.892773893,4888,241,92,536,7,4,47,0.2909,0.356,0.1824,0.1972,80,2.455000000000001,535.6,193,NA,0,Woodland
1418,-0.90503,-80.55512,Forest,7.33,230,78.66666667,0.063710726,0.136018691,0.482974175,0.905461017,0.076027092,0.907925408,5028,292,85,537,12,5,38,0.2343,0.3515,0.181,0.275,158,2.4250000000000056,544.9,194,NA,0,Woodland
1419,-4.37532,-80.35908,Shrubland,5.21,113.9,56.66666667,0.015999877,0.083899308,0.240294252,0.264820376,0.037683398,0.91025641,4614,248,59,343,8,9,42,0.3128,0.3531,0.2803,0.2122,168,2.4950000000000045,456.20000000000005,195,NA,0,Shrubland
1420,-4.36613,-80.36294,Shrubland,5.98,262,58.88888889,0.060760648,0.170990498,0.37677307,0.55622289,0.072276872,0.953379953,4780,268,90,401,5,14,32,0.2338,0.3752,0.2898,0.344,204,2.475000000000006,473.1,196,NA,0,Shrubland
1421,-4.35728,-80.36458,Shrubland,5.79,110.1,68.88888889,0.04863989,0.170122841,0.360519683,0.79312646,0.060852385,0.954545455,4806,214,52,314,1,4,35,0.1978,0.3706,0.3138,0.5305,225,2.4650000000000034,483.1,197,NA,0,Shrubland
1423,-3.35204,-79.47369,Shrubland,7.23,156,58.77777778,0.042594553,0.094813793,0.426630084,0.62962963,0.043179622,0.940559441,2902,215,45,168,4,8,44,0.4456,0.3526,0.5523,0.4705,1201,2.1350000000000025,1007.1,198,NA,0,Shrubland
1424,-3.36361,-79.48401,Shrubland,6.48,123.4,69.44444444,0.05886206,0.117050472,0.470723281,0.382716049,0.060183147,0.892773893,3878,206,65,284,5,1,50,0.3254,0.3553,0.3077,0.2344,1604,1.8850000000000022,1077.1000000000001,199,NA,0,Shrubland
1425,-3.40324,-79.32864,Shrubland,8.5,691,50.33333333,0.02114091,0.035206909,0.449332831,0.928817707,0.03167842,0.909090909,4706,246,61,361,8,11,39,0.2476,0.3521,0.1379,0.2397,1757,1.8150000000000035,790.5,200,NA,0,Shrubland
1426,-3.4077,-79.31464,Shrubland,7.17,157.3,31.44444444,0.013142649,0.053053764,0.313819812,0.601824046,0.022603874,0.789044289,4840,261,83,450,4,8,42,0.2889,0.2669,0.1134,0.204,1290,2.0150000000000032,699.8000000000001,201,NA,0,Shrubland
1427,-3.415,-79.33001,Shrubland,7.75,2820,56.55555556,0.020440783,0.038714076,0.397478021,0.765320876,0.023250912,0.990675991,4502,126,52,248,0,4,31,0.2537,0.5285,0.2937,0.3293,1640,1.8650000000000033,804.4000000000001,202,NA,0,Shrubland
1428,47.64005,21.14358,Grassland,5.74,451,65,0.173076085,0.232928385,0.502489871,0.94327661,0.06385652,0.991841492,4041,188,65,421,3,7,34,0.3549,0.5405,0.2689,0.2878,85,1.1350000000000022,571.8000000000001,203,II,1,Grassland
