Order_ID,Latitude_c,Longitude_c,Eco_c,Soil_pH,Soil_salinity,Clay_silt_c,Soil_carbon_service,OM_decomposition_service,Water_regulation_service,Soil_stability_service,Nutrient_service,Pathogen_control,Richness_bacteria,Fungi_18s_richness,Invertebrate_18s_richness,Protist_18s_richness,Ectomycorrhizal_18s_richness,Arbuscular_mycorrhizal_18s_richness,Decomposers_18s_richness,Diss_Bacteria_std,Diss_Fungi_std,Diss_Protists_std,Diss_invert_std,Elevation,AnnualTemp,AnnualPrec,id.x,PA_type,PA,LC
1429,47.62921,21.14198,Grassland,5.99,533,66.88888889,0.167305102,0.264155149,0.513690184,0.865420977,0.065237115,0.981351981,3864,214,79,377,4,10,46,0.3383,0.3915,0.3359,0.2874,85,1.1350000000000022,571.6,204,II,1,Grassland
1430,47.60451,21.12539,Grassland,5.91,209,81.33333333,0.099054231,0.218031359,0.453712178,0.90657324,0.048673484,0.995337995,3856,167,57,255,2,4,35,0.3394,0.5059,0.5019,0.2003,85,1.1350000000000022,573.3000000000001,205,II,1,Grassland
1431,47.47921,20.9167,Grassland,7.26,673,73,0.128321448,0.282035511,0.494814424,0.785340896,0.109371089,0.970862471,4247,233,80,335,3,8,44,0.2606,0.3408,0.2773,0.2887,85,1.1250000000000058,580,206,II,1,Grassland
1432,47.45608,20.89312,Grassland,6.36,555,75,0.158762772,0.241749538,0.520956337,0.961072183,0.064230506,0.937062937,3935,210,92,365,1,8,46,0.3005,0.4308,0.2918,0.2808,84,1.1250000000000058,579.8000000000001,207,II,1,Grassland
1433,47.48124,20.91549,Grassland,5.99,502,64.11111111,0.156907415,0.288261219,0.509997549,0.87320654,0.088511442,0.903263403,4599,235,77,434,3,9,44,0.1193,0.2979,0.192,0.2466,85,1.1250000000000058,580.3000000000001,208,Not Reported,0,Grassland
1434,37.4932,56.11681,Shrubland,7.77,512,50.55555556,0.035812021,0.110888943,0.337809472,0.257034813,0.07590229,0.708624709,4105,280,36,321,6,8,56,0.1302,0.1134,0.2885,0.3464,1070,1.2950000000000046,330.70000000000005,209,NA,0,Shrubland
1435,37.49119,56.11515,Shrubland,7.78,1188,62.88888889,0.03287286,0.068320752,0.325981237,0.299299299,0.113073018,0.623543124,4401,270,43,336,9,6,50,0.1439,0.0744,0.176,0.2835,1090,1.2850000000000024,336.8,210,NA,0,Shrubland
1436,37.48745,56.10868,Shrubland,7.88,2540,74.66666667,0.026628549,0.133975219,0.366009238,0.344900456,0.1142696,0.727272727,4518,210,32,312,5,8,36,0.1548,0.2375,0.1908,0.4394,1090,1.2850000000000024,336.8,211,II,1,Shrubland
1437,37.51213,55.87783,Shrubland,7.84,404,71.66666667,0.100844003,0.065210142,0.444901037,0.330441553,0.064465336,0.923076923,4442,246,54,360,0,17,47,0.0976,0.2772,0.1325,0.2677,1254,1.1450000000000045,649,212,Not Applicable,0,Shrubland
1438,37.51093,55.87864,Grassland,7.9,394,81.11111111,0.082144535,0.134928525,0.426630084,0.83427872300000006,0.060037696,0.947552448,4637,295,58,439,4,15,64,0.1449,0.3129,0.177,0.2857,1254,1.1450000000000045,649,213,Not Applicable,0,Grassland
1439,37.50846,55.87976,Shrubland,7.8,384,73.55555556,0.111833846,0.14607251500000001,0.449332831,0.952174397,0.064638266,0.926573427,4453,318,91,458,7,11,71,0.1197,0.1684,0.1084,0.3446,1254,1.1450000000000045,649,214,II,1,Shrubland
1440,36.69489,58.66186,Shrubland,7.95,300,88.22222222,0.033511901,0.064078554,0.407439837,0.348237126,0.035656791,0.837995338,4330,226,86,360,5,8,37,0.1223,0.1801,0.1149,0.1847,2137,0.6750000000000057,459.5,215,IV,1,Shrubland
1441,36.69303,58.66581,Shrubland,7.89,441,82.77777778,0.035090241,0.084046824,0.431281378,0.604048493,0.026082613,0.794871795,4604,243,60,372,1,12,39,0.138,0.2635,0.1512,0.3255,2137,0.6750000000000057,459.5,216,IV,1,Shrubland
1442,36.69568,58.66592,Forest,7.93,324,82.33333333,0.051244916,0.095683482,0.453712178,0.700811923,0.027484986,0.798368298,4649,301,69,476,5,20,50,0.1345,0.2759,0.1125,0.2839,2137,0.6750000000000057,459.5,217,IV,1,Woodland
1443,36.69578,58.6672,Forest,7.79,327,75,0.073995072,0.12422672,0.453712178,0.615170726,0.035779223,0.7995338,4547,261,55,357,2,14,42,0.1393,0.2259,0.2761,0.2533,2148,0.6650000000000034,449.90000000000003,218,IV,1,Woodland
1444,37.41242,56.75472,Forest,7.77,328,74,0.044847477,0.10113062,0.392401326,0.792014236,0.027560824,0.903263403,4970,259,46,412,20,7,41,0.1066,0.1413,0.1625,0.0259,1488,1.0950000000000046,389.40000000000003,219,NA,0,Woodland
1445,37.41519,56.768,Forest,7.69,242,59.77777778,0.163045866,0.199880761,0.502489871,0.74307641,0.082360552,0.875291375,4734,285,57,314,16,9,56,0.0795,0.1676,0.2125,0.2539,1600,1.0150000000000035,405.40000000000003,220,NA,0,Woodland
1446,37.41547,56.77344,Forest,7.72,162.2,35.11111111,0.03380981,0.080819078,0.331936142,0.774218663,0.023831404,0.675990676,4479,277,67,470,17,10,55,0.0858,0.1004,0.009,0.1586,1600,1.0150000000000035,405.40000000000003,221,NA,0,Woodland
1447,36.61167,60.38364,Grassland,7.92,215,57.22222222,0.011744631,0.059379418,0.307609723,0.447225003,0.047029018,0.773892774,4084,216,21,260,5,2,49,0.0994,0.2543,0.2566,0.6005,609,1.6550000000000011,244.8,222,NA,0,Grassland
1448,36.60317,60.37983,Shrubland,7.88,323,50.33333333,0.037301616,0.105210146,0.349318025,0.323768213,0.046793757,0.825174825,3783,270,45,462,7,6,53,0.1295,0.1462,0,0.3414,721,1.5850000000000022,247.10000000000002,223,NA,0,Shrubland
1449,36.59978,60.38375,Forest,7.73,1187,65.33333333,0.030545626,0.094825622,0.37677307,0.294850406,0.034823375,0.854312354,4006,256,31,317,6,8,44,0.1302,0.1166,0.1943,0.4354,808,1.5250000000000057,252.9,224,NA,0,Woodland
1450,36.59817,60.38675,Forest,7.77,926,50.77777778,0.051802582,0.164386858,0.360519683,0.255922589,0.046482713,0.865967366,4372,248,39,388,6,8,40,0.1232,0.168,0.1309,0.3128,808,1.5250000000000057,252.9,225,NA,0,Woodland
1451,31.65,34.886,Forest,7.68,656,61.77777778,0.232739634,0.339944626,0.47485385,0.206984763,0.111519426,0.716783217,4406,281,103,332,8,13,51,0.0922,0.239,0.0627,0.2462,246,1.9750000000000056,551.7,226,NA,0,Woodland
1452,31.655,34.891,Forest,7.43,1075,70.22222222,0.200769182,0.326727516,0.545201945,0.225892559,0.12318388,0.590909091,4135,289,85,305,7,9,59,0.1333,0.206,0.1425,0.2951,230,1.9750000000000056,551.7,227,NA,0,Woodland
1453,31.674,34.883,Forest,7.63,693,73.44444444,0.114680631,0.324627995,0.449332831,0.230341453,0.10250866,0.793706294,4603,340,95,319,8,19,65,0.1778,0.2632,0.2042,0.2466,194,1.9850000000000023,539.4,228,NA,0,Woodland
1454,31.632,34.883,Forest,7.71,623,64,0.15337195,0.280354274,0.440415848,0.648537426,0.065874553,0.75990676,4551,335,105,327,14,7,57,0.0773,0.2477,0.191,0.3789,228,1.9750000000000056,544.4,229,NA,0,Woodland
1455,32.575,35.109,Shrubland,7.63,860,78,0.133047322,0.20098089,0.541846526,0.051273496,0.091027246,0.395104895,2786,275,72,282,9,10,57,0.2551,0.1515,0.1894,0.3552,239,1.9150000000000034,666.2,230,NA,0,Shrubland
1458,32.563,35.088,Shrubland,7.5,1074,84.88888889,0.101144029,0.092682856,0.498673469,0.159159159,0.083713677,0.87995338,687,226,15,315,1,2,52,0.8782,0.212,0.3417,0.6532,171,1.9650000000000034,669.3000000000001,231,NA,0,Shrubland
1459,31.277,34.646,Shrubland,7.87,464,22.11111111,0.025109036,0.161899087,0.288439448,0.016794572,0.056286889,0.892773893,3945,214,33,341,5,9,42,0.1817,0.1566,0.1084,0.6135,165,1.9950000000000045,278.6,232,NA,0,Shrubland
1460,31.275,34.654,Shrubland,7.94,349,33.22222222,0.023615123,0.127399609,0.313819812,0.046824602,0.048957113,0.86013986,4092,243,37,361,2,13,40,0.1579,0.1203,0.0926,0.4014,186,1.9950000000000045,279.5,233,NA,0,Shrubland
1461,31.271,34.657,Shrubland,8,343,25.77777778,0.016844596,0.138259652,0.288439448,0.220331443,0.039986225,0.643356643,4205,217,45,363,4,13,33,0.1662,0.1924,0.1432,0.3124,186,1.9850000000000023,275.2,234,NA,0,Shrubland
1462,31.27,34.65,Shrubland,7.89,341,21.55555556,0.019724677,0.087765698,0.281862784,0.049049049,0.038385443,0.870629371,4146,206,53,333,1,9,34,0.1569,0.2183,0.1736,0.2115,186,1.9850000000000023,275.2,235,NA,0,Shrubland
1472,0.68808,37.62736,Forest,7.73,273,22.33333333,0.012495165,0.034965433,0.275189404,0.292625959,0.109005978,0.924242424,4516,196,59,386,4,6,33,0.2098,0.3042,0.2276,0.366,890,2.4950000000000045,452.6,236,Not Reported,0,Woodland
1473,0.68808,37.61069,Forest,7.58,401,28,0.012679079,0.040562681,0.281862784,0.413858303,0.07371273,0.437062937,4410,136,35,345,2,0,32,0.2627,0.3775,0.2207,0.5213,895,2.4950000000000045,453.70000000000005,237,Not Reported,0,Woodland
1474,0.68861000000000006,37.6065,Forest,8.19,270,24.11111111,0.032833345,0.01757746,0.26841716,0.361583806,0.080898972,0.834498834,4382,164,39,471,3,1,31,0.3268,0.3043,0.135,0.4091,902,2.485000000000002,454.5,238,Not Reported,0,Woodland
1475,0.24289,36.54833,Grassland,6.02,680,58.55555556,0.058101399,0.129300592,0.435876293,0.635190746,0.151532485,0.91958042,4453,246,16,403,3,2,58,0.1203,0.1304,0.2241,0.6123,1863,1.8450000000000046,772,239,NA,0,Grassland
1476,0.21658,36.58256,Grassland,6.1,432,58,0.072018682,0.134303846,0.407439837,0.855410967,0.100876828,0.878787879,4267,249,34,380,6,7,43,0.1421,0.1585,0.2289,0.2216,1842,1.8450000000000046,747,240,NA,0,Grassland
1477,0.21792,36.58769,Forest,5.84,478,69.11111111,0.054668555,0.116372723,0.407439837,0.74974975,0.06322639,0.832167832,4618,249,29,440,6,4,44,0.1049,0.1601,0.2079,0.4354,1851,1.8450000000000046,741.1,241,NA,0,Woodland
1478,26.59771,-103.86538,Shrubland,8.42,264,47.11111111,0.027393827,0.074739521,0.349318025,0.158046936,0.075881089,0.854312354,4628,241,38,417,5,9,39,0.2306,0.1491,0.1819,0.2341,1128,2.225000000000006,289.8,242,Ia,1,Shrubland
1479,26.59797,-103.85282,Grassland,8.4,369,46.77777778,0.028788006,0.076868015,0.349318025,0.212545879,0.079708541,0.786713287,4646,226,59,386,3,4,36,0.218,0.1899,0.1158,0.1785,1127,2.225000000000006,288.90000000000003,243,Ia,1,Grassland
1480,26.59927,-103.83978,Grassland,8.62,3850,55.66666667,0.023265688,0.082815213,0.360519683,0.319319319,0.16637854,0.892773893,4950,220,76,404,4,9,36,0.2421,0.3918,0.1712,0.2504,1125,2.225000000000006,286.5,244,Ia,1,Grassland
1481,44.81247,110.01595,Grassland,8.28,1003,12.22222222,0.01316804,0.056006226,0.26841716,0.203648093,0.12872391,0.292540793,3467,163,38,431,3,2,35,0.3736,0.2464,0.2466,0.5905,957,0.4150000000000034,135.8,245,NA,0,Grassland
1482,44.81197,110.01779,Shrubland,8.41,203,15.22222222,0.006949942,0.010730601,0.218048592,0.181403626,0.03845439,0.765734266,4439,173,38,505,4,2,31,0.1726,0.3157,0.0531,0.3481,951,0.4250000000000057,134.9,246,NA,0,Shrubland
1483,44.81171,110.02052,Shrubland,8.46,276,19.22222222,0.007416102,0.012783976,0.17856104,0.181403626,0.035923076,0.775058275,4497,155,33,492,4,3,30,0.1793,0.3745,0.1057,0.3017,951,0.4250000000000057,134.9,247,NA,0,Shrubland
1484,44.81085,110.02584,Shrubland,8.27,368,26.66666667,0.008208041,0.024392777,0.240294252,0.277054833,0.038552914,0.839160839,4346,138,22,276,3,1,19,0.1766,0.4083,0.2755,0.4207,946,0.4250000000000057,133.6,248,NA,0,Shrubland
1485,44.87133,110.18218,Shrubland,7.85,9690,39.77777778,0.033413405,0.047945058,0.301310918,0.022355689,0.244680749,0.694638695,3055,152,19,301,2,1,30,0.4167,0.266,0.3214,0.618,897,0.4250000000000057,122.30000000000001,249,NA,0,Shrubland
1486,44.86871,110.17693,Shrubland,7.67,6220,63.22222222,0.026832516,0.03279938,0.407439837,0.064620176,0.157529496,0.702797203,3937,170,23,359,5,3,30,0.243,0.1924,0.2292,0.4851,897,0.4250000000000057,122.30000000000001,250,NA,0,Shrubland
1487,44.86707,110.17548,Shrubland,7.6,5210,50.11111111,0.028508147,0.037382562,0.371426561,0.160271382,0.306164944,0.693473193,3648,185,25,370,4,2,32,0.2708,0.1637,0.1511,0.489,897,0.4250000000000057,122.30000000000001,251,NA,0,Shrubland
1488,44.86254,110.16869,Shrubland,7.75,4130,72.88888889,0.013547206,0.061799996,0.407439837,1.11222e-4,0.152835249,0.427738928,3132,170,24,309,3,0,37,0.3715,0.2575,0.3793,0.6773,893,0.4350000000000023,120.9,252,NA,0,Shrubland
1489,44.85478,110.24617,Shrubland,7.72,7880,26.66666667,0.017942713,0.057902786,0.232234026,0.014570126,0.251736333,0.433566434,2915,155,34,371,1,2,30,0.45,0.3583,0.2476,0.6113,903,0.4250000000000057,121.10000000000001,253,NA,0,Shrubland
1490,44.85377,110.24221,Shrubland,7.64,8900,33.55555556,0.015628678,0.064858909,0.307609723,0.164720276,0.192010058,0.477855478,3298,148,21,480,2,2,32,0.3956,0.2971,0.2073,0.6377,903,0.4250000000000057,121.10000000000001,254,NA,0,Shrubland
1491,44.85123,110.23757,Shrubland,7.78,9430,41.11111111,0.023499132,0.041316546,0.313819812,0.084640196,0.203118503,0.459207459,3719,140,18,394,1,0,26,0.2852,0.3252,0.2257,0.4527,901,0.4250000000000057,120.10000000000001,255,NA,0,Shrubland
1492,44.85214,110.23391,Shrubland,7.73,8270,49.66666667,0.03425265,0.078672401,0.412327353,0.114670226,0.119749504,0.710955711,3740,148,25,378,5,0,30,0.3217,0.3103,0.2105,0.6456,901,0.4250000000000057,120.10000000000001,256,NA,0,Shrubland
1493,-23.25335,18.46941,Forest,6.32,128.3,7,0.013746716,0.068186727,0.153289006,0.275942609,0.040663959,0.62004662,4363,215,20,379,1,3,37,0.1333,0.1651,0.1627,0.4811,1335,2.155000000000001,267.8,257,NA,0,Woodland
1494,-23.2529,18.46659,Forest,6.28,33,6.444444444,0.004171764,0.023494562,0.153289006,0.55955956,0.009637643,0.897435897,3871,220,21,386,5,7,40,0.3043,0.2845,0.2234,0.258,1336,2.155000000000001,267.8,258,NA,0,Woodland
1495,-23.25237,18.46352,Forest,6.26,34.8,7.333333333,0.002661819,0.031811138,0.12672097,0.590701813,0.011003492,0.948717949,4034,239,19,426,4,8,40,0.2614,0.2125,0.1633,0.4826,1336,2.155000000000001,267.1,259,NA,0,Woodland
1496,-21.9806,19.13877,Forest,6.3,106.3,8.111111111,0.036859193,0.06393477,0.202629643,0.75308642,0.026711466,0.918414918,4803,326,56,461,5,9,59,0.1181,0.1956,0.1977,0.2217,1522,1.9950000000000045,375.90000000000003,260,NA,0,Woodland
1497,-21.98445,19.14229,Forest,6.27,64.8,8.777777778,0.014021748,0.07812904,0.170275127,0.67300634,0.024674353,0.967365967,4654,306,43,328,6,8,55,0.1451,0.256,0.2624,0.2823,1522,1.9950000000000045,375.5,261,NA,0,Woodland
1498,-21.9896,19.14349,Forest,5.75,63.7,9.333333333,0.015700043,0.137386082,0.186713308,0.767545323,0.031226612,0.958041958,4452,270,27,335,3,6,55,0.2,0.2778,0.2528,0.4581,1522,1.9950000000000045,375.5,262,NA,0,Woodland
1499,-19.06835,18.91422,Forest,6.4,79.5,4,0.009069988,0.020893879,0.161852257,0.523968413,0.015513188,0.889277389,4908,227,60,527,4,7,37,0.1659,0.3285,0.1276,0.2495,1213,2.2150000000000034,506.40000000000003,263,NA,0,Woodland
1500,-19.07036,18.91669,Forest,5.64,32,2.666666667,0.014210764,0.017483015,0.161852257,0.548437326,0.011194251,0.993006993,3996,243,20,440,2,7,45,0.3677,0.4206,0.2883,0.6473,1211,2.2150000000000034,507.20000000000005,264,NA,0,Woodland
1501,-19.07367,18.92027,Forest,5.58,22.2,3.222222222,0.005601351,0.012800771,0.161852257,0.561784006,0.011330388,0.975524476,4350,196,17,265,2,2,37,0.2592,0.3976,0.3867,0.4305,1211,2.2150000000000034,507.20000000000005,265,NA,0,Woodland
1502,-24.05694,15.79339,Grassland,8.13,129.8,8.555555556,0.003941303,0.009284074,0.135727084,0.007896786,0.021043291,0.763403263,3775,153,15,387,6,3,26,0.3156,0.5187,0.2126,0.822,875,2.225000000000006,87.5,266,NA,0,Grassland
1503,-24.05342,15.79053,Grassland,8.08,112.9,11.66666667,0.001109977,0.006727133,0.170275127,0.066844622,0.01589854,0.905594406,3975,144,29,344,4,3,28,0.4011,0.4669,0.3512,0.4004,868,2.225000000000006,85.10000000000001,267,NA,0,Grassland
1504,-24.04877,15.78561,Grassland,8.15,114.8,7.888888889,0.001527555,0.00822985,0.186713308,0.070181292,0.013257134,0.434731935,3905,106,20,308,1,0,17,0.3605,0.5064,0.3363,0.4473,867,2.225000000000006,85.60000000000001,268,NA,0,Grassland
1505,-22.95814,15.56169,Grassland,7.42,81.7,6.777777778,0.002727048,0.045362752,0.170275127,0.196974753,0.04495713,0.918414918,4417,188,33,356,4,2,37,0.1617,0.3589,0.1598,0.3597,1027,2.1250000000000058,122.7,269,II,1,Grassland
1506,-22.95741,15.54695,Grassland,7.34,95.4,7.222222222,0.003809846,0.036938884,0.17856104,0.237014793,0.045376859,0.966200466,4630,193,28,260,6,4,44,0.1677,0.2691,0.3354,0.3872,1002,2.1250000000000058,119.80000000000001,270,II,1,Grassland
1507,-24.34024,15.77173,Shrubland,8.18,265,23.88888889,0.002604366,0.015693972,0.210399822,0.012345679,0.027054016,0.793706294,3697,131,15,249,4,1,19,0.405,0.437,0.4173,0.6331,877,2.205000000000001,80,271,II,1,Shrubland
1508,-24.33415,15.76662,Grassland,8.14,226,6.666666667,0.003558221,0.036649025,0.194735141,0.026804582,0.033063367,0.958041958,3360,138,23,345,4,3,23,0.3519,0.6111,0.2344,0.5274,871,2.205000000000001,80,272,II,1,Grassland
1509,-24.32231,15.75855,Grassland,8.32,122.6,4.111111111,0,0.013405132,0.170275127,0.029029029,0.014602906,0.977855478,3843,149,24,354,3,3,34,0.3287,0.3877,0.2677,0.4434,877,2.205000000000001,80.4,273,II,1,Grassland
1510,-25.13081,19.9786,Shrubland,6.29,54.8,3.222222222,0.003554333,0.023070183,0.17856104,0.092425759,0.038053793,0.658508159,4011,215,41,387,3,4,41,0.2808,0.2321,0.1724,0.4261,1038,2.155000000000001,209.20000000000002,274,NA,0,Shrubland
1511,-25.12885,19.98408,Grassland,5.91,38.3,2.222222222,0.003850766,0.026199636,0.210399822,0.096874652,0.028308018,0.8997669,3742,226,29,433,1,2,49,0.2921,0.2599,0.2271,0.4672,1037,2.155000000000001,209,275,NA,0,Grassland
1512,-25.12635,19.98935,Grassland,6.04,39.4,1.888888889,0.002666309,0.019722514,0.153289006,0.138026916,0.039442623,0.87995338,3734,234,38,442,3,7,51,0.3093,0.2162,0.2815,0.5076,1037,2.155000000000001,209,276,NA,0,Grassland
1513,13.522,2.7025,Shrubland,4.97,84.2,14.44444444,0.007567142,0.027572718,0.144581834,0.225892559,0.022902605,0.927738928,3703,247,31,449,5,2,44,0.4393,0.2862,0.2344,0.4856,229,2.9150000000000036,439.40000000000003,277,NA,0,Shrubland
1514,13.52344,2.70822,Shrubland,5.26,94.7,7.777777778,0.008314063,0.030664626,0.247484768,0.501723946,0.027375536,0.968531469,4100,185,46,380,2,4,28,0.2799,0.4971,0.2228,0.4164,229,2.9150000000000036,443.20000000000005,278,NA,0,Shrubland
1515,13.19106,2.111,Shrubland,4.92,56.5,10,0.005956564,0.019709269,0.17856104,0.223668113,0.022446376,0.953379953,5222,330,86,524,22,16,60,0.144,0.2878,0.1051,0.2257,258,2.8950000000000045,595.5,279,NA,0,Shrubland
1516,13.19061,2.10764,Shrubland,4.71,52.8,10,0.005261972,0.013807783,0.170275127,0.284840396,0.019691678,0.984848485,2937,198,23,342,0,9,34,0.6228,0.5191,0.4373,0.5121,260,2.8950000000000045,594.5,280,NA,0,Shrubland
1517,12.80572,2.15083,Shrubland,5.75,751,11.11111111,0.007137216,0.099700587,0.232993112,0.337114893,0.171953998,0.977855478,4273,253,44,523,3,6,51,0.3393,0.405,0.2761,0.2664,223,2.9450000000000047,701,281,NA,0,Shrubland
1518,12.80514,2.17553,Shrubland,4.9,55.7,10,0.007711659,0.024009111,0.144581834,0.224780336,0.030521285,0.979020979,4504,204,55,443,3,10,43,0.4163,0.5049,0.321,0.3243,250,2.9250000000000056,695.4000000000001,282,NA,0,Shrubland
1519,31.55473,35.21655,Shrubland,7.76,973,73.88888889,0.067365472,0.089516818,0.402490454,0.294850406,0.060515254,0.828671329,4357,259,63,308,7,16,41,0.0992,0.2547,0.1854,0.2966,652,1.855000000000001,515.5,283,Not Reported,0,Shrubland
1520,31.55507,35.21578,Shrubland,7.75,799,75.55555556,0.070799306,0.1844729,0.382050143,0.171393616,0.062660744,0.832167832,4279,265,67,305,5,13,46,0.0935,0.3091,0.1142,0.4235,652,1.8250000000000057,533.7,284,Not Reported,0,Shrubland
1521,31.55444,35.21579,Shrubland,7.56,1060,75.22222222,0.051041965,0.149428427,0.402490454,0.320431543,0.063118537,0.874125874,4470,263,57,334,7,17,42,0.1235,0.2086,0.0993,0.2606,652,1.8250000000000057,533.7,285,Not Reported,0,Shrubland
1528,38.07486,-6.99667,Forest,6.36,196.7,57.77777778,0.122896761,0.298758549,0.407439837,0.170281393,0.070797899,0.565268065,3998,325,62,361,20,21,51,0.1646,0.3026,0.1453,0.232,354,1.6450000000000045,741.1,286,Not Reported,0,Woodland
1529,38.07808,-6.99596,Forest,6.37,234,42.88888889,0.126496964,0.302461496,0.426630084,0.097986876,0.081238592,0.937062937,4943,305,64,356,16,15,45,0.1054,0.3612,0.1196,0.0882,368,1.6350000000000022,724.3000000000001,287,Not Reported,0,Woodland
1530,38.08376,-7.00648,Forest,5.69,149.7,38.77777778,0.070403081,0.253658179,0.382050143,0.479479479,0.043871538,0.98018648,4518,235,49,242,21,3,40,0.2199,0.3279,0.3695,0.2298,354,1.6450000000000045,705.4000000000001,288,Not Reported,0,Woodland
1531,38.70364,-8.32043,Forest,6.69,338,33.77777778,0.1323759,0.245491498,0.392401326,0.491713936,0.10509745,0.976689977,5142,322,89,428,25,9,44,0.1764,0.4264,0.198,0.169,169,1.6350000000000022,674.6,289,NA,0,Woodland
1532,38.70527,-8.31967,Forest,6.44,287,30.33333333,0.10987765,0.15860280399999999,0.407439837,0.445000556,0.080190847,0.965034965,5086,276,75,328,16,10,42,0.1661,0.4991,0.2886,0.1558,169,1.6350000000000022,674.6,290,NA,0,Woodland
1533,38.7083,-8.31899,Forest,6.01,217,31.33333333,0.075215789,0.106364275,0.366009238,0.459459459,0.055070096,0.977855478,5251,319,100,384,24,12,50,0.2007,0.3707,0.3181,0.1568,169,1.6250000000000058,674,291,NA,0,Woodland
1534,37.58968,-8.07378,Forest,5.71,317,30,0.055062137,0.174553479,0.240294252,0.045712379,0.041812507,0.891608392,4258,323,65,470,17,9,54,0.1545,0.3472,0.1429,0.2381,268,1.5950000000000046,645.6,292,Not Reported,0,Woodland
1536,37.58949,-8.05996,Forest,6.2,186.5,9.888888889,0.085008802,0.09899946,0.387259126,0.150261372,0.059144734,0.965034965,5043,334,73,544,12,15,62,0.0999,0.2152,0.1221,0.1343,265,1.605000000000001,644.9000000000001,293,Not Reported,0,Woodland
1537,38.85531,-8.84724,Forest,6.23,803,25,0.031474062,0.037001254,0.337809472,0.066844622,0.133883199,0.827505828,4433,249,31,551,8,8,44,0.2893,0.3999,0.3048,0.4106,12,1.6650000000000034,656.6,294,Not Reported,0,Woodland
1538,38.84673,-8.85405,Forest,5.72,404,21.22222222,0.079670799,0.036305094,0.261543837,0.348237126,0.081481676,0.684149184,4700,247,38,501,15,2,48,0.2994,0.3507,0.227,0.3061,18,1.6650000000000034,657.6,295,Not Reported,0,Woodland
1539,38.8468,-8.85658,Forest,4.83,88.7,16.11111111,0.086907341,0.040192263,0.218048592,0.417194973,0.030471441,0.982517483,4418,236,68,308,21,4,41,0.3779,0.4685,0.3886,0.2585,18,1.6650000000000034,657.6,296,Not Reported,0,Woodland
1540,38.10917,-8.51801,Forest,5.24,284,39.77777778,0.1137725,0.238885461,0.392401326,0.050161272,0.071539085,0.956876457,4489,303,48,358,18,5,64,0.1826,0.2546,0.228,0.2698,117,1.6250000000000058,583.9,297,NA,0,Woodland
1541,38.10661,-8.51733,Shrubland,5.25,260,41.66666667,0.167294302,0.28989075,0.453712178,0.047936826,0.086417907,0.988344988,4907,274,78,412,12,10,42,0.1365,0.3009,0.219,0.2217,134,1.6250000000000058,599.2,298,NA,0,Shrubland
1542,38.10872,-8.51155,Forest,5.55,141.7,37.66666667,0.098076073,0.121984067,0.407439837,0.240351463,0.043818419,0.988344988,5018,365,69,433,23,8,56,0.207,0.2822,0.2028,0.2988,106,1.6350000000000022,578.6,299,NA,0,Woodland
1543,-33.09214,22.24269,Shrubland,7.9,1067,18.88888889,0.051014196,0.035760854,0.294921483,0.084640196,0.11541456,0.857808858,4429,164,49,443,1,0,32,0.1632,0.246,0.1546,0.2098,883,1.6650000000000034,336.6,300,NA,0,Shrubland
1544,-33.08915,22.24581,Shrubland,7.94,323,22.22222222,0.018513425,0.016890664,0.254567156,0.198086976,0.048126203,0.769230769,4770,199,45,472,3,1,45,0.1278,0.1472,0.0742,0.2712,902,1.6550000000000011,338.20000000000005,301,NA,0,Shrubland
1545,-33.16652,22.26738,Shrubland,7.95,464,20,0.016092637,0.025808481,0.240294252,0.344900456,0.044319371,0.878787879,4746,207,36,479,7,4,39,0.1626,0.145,0.0985,0.2916,752,1.7150000000000034,270.40000000000003,302,NA,0,Shrubland
1546,-32.58716,24.76612,Shrubland,6.86,176,18.88888889,0.011539463,0.052266487,0.17856104,0.325992659,0.038525671,0.8997669,5189,222,51,535,4,4,40,0.0949,0.1685,0.1049,0.3017,650,1.8350000000000022,295.90000000000003,303,Not Reported,0,Shrubland
1547,-32.59074,24.76317,Shrubland,6.12,66.7,21.11111111,0.016010938,0.024244637,0.225578777,0.486152819,0.035401674,0.934731935,5017,265,45,559,7,2,46,0.119,0.1218,0.0458,0.3017,650,1.8350000000000022,295.90000000000003,304,Not Reported,0,Shrubland
1548,-32.62215,24.68815,Shrubland,7.04,123.7,17.77777778,0.008730742,0.039549504,0.194735141,0.598487376,0.025187922,0.935897436,4962,196,49,457,2,2,41,0.1391,0.1772,0.0845,0.3291,600,1.8450000000000046,272.90000000000003,305,NA,0,Shrubland
1549,-24.15138,27.28013,Forest,6.09,406,32.77777778,0.063022851,0.148549557,0.307609723,0.74641308,0.17712287,0.629370629,4459,279,54,354,4,2,49,0.0818,0.1175,0.1673,0.1815,965,2.1650000000000036,455.1,306,NA,0,Woodland
1550,-24.14875,27.2781,Forest,6.15,201,33.77777778,0.029000295,0.043469376,0.319943047,0.905461017,0.050931665,0.674825175,4714,306,59,332,5,11,50,0.1502,0.2765,0.2022,0.4427,963,2.1650000000000036,451.70000000000005,307,NA,0,Woodland
1551,-24.14367,27.27751,Forest,5.8,315,41.88888889,0.053316738,0.024980492,0.301310918,0.837615393,0.065092042,0.127039627,4971,350,78,388,6,9,61,0.15310000000000001,0.2,0.1196,0.2001,963,2.1650000000000036,451.70000000000005,308,NA,0,Woodland
