"Variables","VIF_raw","VIF","Longitude","Latitude","Soil_pH","Soil_salinity","Soil_texture","Elevation","AnnualTemp","AnnualPrec"
"Longitude",1.27309599002383,1.27309599002383,1,-0.0174232641137142,0.138988443291987,0.245817353585827,0.210541823517444,-0.289526635805584,-0.0450123450600671,-0.215592348980214
"Latitude",1.25270547348837,1.25270547348837,-0.0174232641137142,1,0.198122594323486,0.198953154291901,0.276695161281644,0.00257105185901023,-0.32125106606391,-0.0699748966200329
"Soil_pH",1.49195917497471,1.49195917497471,0.138988443291987,0.198122594323486,1,0.248642028361736,0.157067397065801,0.133967245591472,-0.147929095267,-0.490131263317539
"Soil_salinity",1.19092431328376,1.19092431328376,0.245817353585827,0.198953154291901,0.248642028361736,1,0.182329682758617,-0.000852759624456768,-0.216445388017115,-0.18955710416374
"Soil_texture",1.15973808861538,1.15973808861538,0.210541823517444,0.276695161281644,0.157067397065801,0.182329682758617,1,-0.0373454382026205,-0.178029075827173,-0.0770159229598831
"Elevation",1.27761209504354,1.27761209504354,-0.289526635805584,0.00257105185901023,0.133967245591472,-0.000852759624456768,-0.0373454382026205,1,-0.288150771905378,0.107641262454926
"AnnualTemp",1.33147982701734,1.33147982701734,-0.0450123450600671,-0.32125106606391,-0.147929095267,-0.216445388017115,-0.178029075827173,-0.288150771905378,1,-0.0989488811589341
"AnnualPrec",1.4422254990797,1.4422254990797,-0.215592348980214,-0.0699748966200329,-0.490131263317539,-0.18955710416374,-0.0770159229598831,0.107641262454926,-0.0989488811589341,1
